registro_id,data_matricula,data_cancelamento,idade,plano,frequencia_semanal,tempo_permanencia_meses,horario_entrada,dia_semana,tempo_treino_min,equipamento,uso_equipamento_min,capacidade_max,status_aluno,observacao
LIFT-00283,2024-11-02,,20,mensal,0,2,22,sábado,96,,5,100,ativo,
LIFT-00284,2024-05-07,2025-03-21,58,mensal,2,1,6,segunda,51,supino,5,100,cancelado,
LIFT-00285,2024-03-17,2024-04-12,20,anual,2,12,12,segunda,78,halteres,21,100,,
LIFT-00286,2025-04-12,2024-02-24,64,mensal,6,13,17,terça,57,esteira,15,100,cancelado,
LIFT-00287,2025-02-28,,57,mensal,1,12,20,sexta,62,NA,44,100,cancelado,
LIFT-00288,04-29-2024,2024-07-01,68,anual,3,7,10,terça,42,supino,18,100,cancelado,
LIFT-00289,2025-03-22,2025-03-13,33,anual,3,3,9,quarta,75,crossfit,25,100,procesado,
LIFT-00290,2025-03-21,2025-02-15,36,mensal,10,1,14,terça,55,halteres,15,100,procesado,
LIFT-00291,2024-04-15,,42,mensal,3,2,6,quarta,42,esteira,7,100,cancelado,
LIFT-00292,02-27-2025,2024-04-05,33,mensal,9,1,18,segunda,35,halteres,16,100,ativo,
LIFT-00293,02-11-2024,2025-04-08,35,mensal,1,3,9,sábado,56,crossfit,40,100,procesado,
LIFT-00294,06-10-2024,,,anual,0,8,21,segunda,52,esteira,5,100,,
LIFT-00295,08-25-2024,,39,mensal,4,9,18,quinta,55,halteres,27,100,,
LIFT-00296,2024-11-13,,22,mensal,3,8,8,sexta,76,NA,11,100,cancelado,
LIFT-00297,2024-08-07,,67,anual,1,7,16,domingo,44,,15,100,,
LIFT-00298,2025-02-27,2024-04-17,44,mensal,4,14,9,sábado,58,NA,13,100,,
LIFT-00299,2024-04-26,2024-01-31,42,mensal,5,12,12,sexta,55,supino,26,100,ativo,
LIFT-00300,2024-01-30,19/10/2024,28,mensal,4,8,17,quinta,45,crossfit,47,100,procesado,
LIFT-00301,2024-04-07,,60,anual,7,16,23,sexta,46,halteres,5,100,,
LIFT-00302,05-03-2025,,20,anual,1,11,21,terça,44,esteira,14,100,cancelado,
LIFT-00303,2024-01-05,,60,mensal,1,4,19,terça,70,supino,21,100,ativo,
LIFT-00304,data_invalida,,,anual,4,5,7,quarta,47,supino,6,100,cancelado,
LIFT-00305,2024-07-05,03-15-2025,42,mensal,5,1,5,domingo,56,leg_press,32,100,,
LIFT-00306,2024-04-17,,38,anual,2,5,14,quarta,82,bike,7,100,cancelado,
LIFT-00307,2025-01-31,2024-01-22,28,anual,2,3,10,quarta,34,NA,5,100,cancelado,
LIFT-00308,2024-06-26,2024-08-27,61,mensal,0,7,9,terça,61,crossfit,33,100,cancelado,
LIFT-00309,2024-01-20,05-09-2024,20,mensal,2,7,5,quinta,19,esteira,24,100,cancelado,
LIFT-00310,2024-10-16,2024-03-24,26,mensal,2,10,21,quarta,58,esteira,23,100,cancelado,
LIFT-00311,2024-07-02,2024-07-19,29,mensal,0,2,5,terça,45,supino,44,100,,
LIFT-00312,04/04/2024,06-19-2024,53,anual,0,4,21,terça,57,supino,15,100,,
LIFT-00313,2024-12-19,,21,mensal,0,7,6,sexta,30,supino,23,100,cancelado,
LIFT-00314,23/03/2024,,49,mensal,5,1,11,sexta,65,halteres,36,100,,
LIFT-00315,2025-04-23,,21,mensal,0,3,22,sábado,52,supino,32,100,ativo,
LIFT-00316,2025-04-10,,56,mensal,2,7,8,sexta,58,leg_press,34,100,ativo,
LIFT-00317,2024-12-23,2025-02-15,69,mensal,2,3,16,segunda,99,crossfit,46,100,ativo,
LIFT-00318,2025-04-26,,54,mensal,0,2,23,terça,86,crossfit,5,100,cancelado,
LIFT-00319,2025-04-24,2024-10-28,,mensal,2,2,14,quinta,32,,11,100,,
LIFT-00320,29/05/2024,2024-10-03,59,mensal,6,11,6,domingo,59,NA,16,100,ativo,
LIFT-00321,2024-06-22,,21,mensal,0,10,19,segunda,63,bike,17,100,,
LIFT-00322,2024-10-15,,58,anual,2,8,8,domingo,73,NA,10,100,cancelado,
LIFT-00323,2024-01-21,2024-09-18,48,mensal,3,7,19,terça,80,halteres,7,100,procesado,
LIFT-00324,2024-11-22,,,mensal,2,10,6,segunda,62,supino,12,100,ativo,
LIFT-00325,2024-12-24,,39,mensal,0,1,12,sexta,52,supino,32,100,cancelado,
LIFT-00326,2024-01-01,,30,mensal,5,4,10,quarta,78,crossfit,19,100,cancelado,
LIFT-00327,2024-09-15,2024-01-21,49,mensal,2,6,10,segunda,41,crossfit,5,100,,
LIFT-00328,2024-05-29,data_invalida,59,mensal,5,11,13,quarta,65,leg_press,5,100,cancelado,
LIFT-00329,2024-11-09,2024-03-19,28,mensal,7,11,23,quinta,84,crossfit,40,100,procesado,
LIFT-00330,2025-05-06,,67,mensal,3,4,5,domingo,52,supino,31,100,cancelado,
LIFT-00331,2024-11-30,2025-04-09,36,mensal,1,6,11,terça,28,,5,100,,
LIFT-00332,2024-10-11,,27,anual,5,6,15,quinta,75,esteira,39,100,procesado,
LIFT-00333,2024-11-21,,,mensal,2,4,14,quinta,72,crossfit,22,100,cancelado,
LIFT-00334,2024-03-16,,43,mensal,2,7,17,quarta,28,leg_press,11,100,cancelado,
LIFT-00335,2024-01-13,2024-04-16,60,anual,1,5,5,segunda,67,crossfit,34,100,procesado,
LIFT-00336,2024-02-09,2025-03-25,52,mensal,0,6,17,segunda,59,,5,100,cancelado,
LIFT-00337,data_invalida,,35,anual,4,1,10,sexta,83,leg_press,31,100,cancelado,
LIFT-00338,2024-10-01,,57,anual,1,10,19,sexta,88,bike,23,100,procesado,
LIFT-00339,2024-06-09,,36,mensal,7,5,18,terça,67,esteira,12,100,cancelado,
LIFT-00340,data_invalida,2024-03-26,22,anual,3,9,15,domingo,31,halteres,28,100,,
LIFT-00341,2024-11-29,2025-04-02,42,mensal,4,6,20,terça,71,crossfit,21,100,procesado,
LIFT-00342,data_invalida,,,mensal,3,8,17,segunda,106,NA,25,100,,
LIFT-00343,2025-02-22,,,mensal,3,1,15,segunda,47,supino,26,100,,
LIFT-00344,2024-02-05,,26,mensal,0,1,12,domingo,58,crossfit,37,100,cancelado,
LIFT-00345,2024-10-01,,,mensal,1,5,9,quinta,99,,18,100,procesado,
LIFT-00346,2024-06-24,2024-06-02,48,anual,3,7,22,quinta,50,NA,43,100,ativo,
LIFT-00347,2024-09-12,,67,mensal,5,4,18,quinta,54,crossfit,24,100,cancelado,
LIFT-00348,2024-05-14,2025-05-14,40,anual,3,4,19,quarta,68,esteira,19,100,procesado,
LIFT-00349,2024-10-14,,53,anual,1,9,22,sábado,23,NA,31,100,procesado,
LIFT-00350,2024-05-21,23/06/2024,64,mensal,3,2,7,sábado,96,leg_press,47,100,cancelado,
LIFT-00351,2024-01-16,2024-11-04,48,mensal,0,9,11,sábado,75,halteres,21,100,,
LIFT-00352,2025-03-28,,50,mensal,4,6,13,sábado,40,crossfit,30,100,,
LIFT-00353,2024-06-28,,35,mensal,0,11,10,domingo,74,esteira,21,100,,
LIFT-00354,data_invalida,2024-03-27,38,mensal,2,10,22,sábado,60,supino,26,100,cancelado,
LIFT-00355,2024-06-22,,66,mensal,5,12,17,domingo,80,bike,5,100,cancelado,
LIFT-00356,2024-10-29,data_invalida,51,mensal,3,17,19,terça,35,esteira,12,100,cancelado,
LIFT-00357,2024-01-21,12/01/2024,38,mensal,2,1,14,segunda,38,bike,11,100,procesado,
LIFT-00358,2025-05-08,2024-12-10,57,mensal,1,2,10,terça,73,leg_press,27,100,procesado,
LIFT-00359,26/07/2024,,56,mensal,0,1,14,sexta,58,halteres,39,100,,
LIFT-00360,data_invalida,2025-02-08,17,mensal,1,5,13,sexta,62,leg_press,47,100,,
LIFT-00361,04/03/2025,2024-04-10,43,mensal,2,1,5,sexta,48,NA,22,100,ativo,
LIFT-00362,10-02-2024,,63,mensal,3,8,9,quinta,78,esteira,37,100,procesado,
LIFT-00363,2024-08-25,data_invalida,67,mensal,1,10,20,domingo,35,crossfit,23,100,cancelado,
LIFT-00364,2024-02-16,,62,mensal,0,13,6,sexta,81,leg_press,22,100,procesado,
LIFT-00365,2024-04-29,,25,mensal,3,7,20,quinta,33,esteira,19,100,procesado,
LIFT-00366,2024-06-20,,18,mensal,2,8,20,segunda,78,esteira,11,100,,
LIFT-00367,2025-01-07,2024-02-05,58,anual,0,5,14,sexta,65,crossfit,8,100,procesado,
LIFT-00368,2025-05-03,,68,mensal,3,2,22,segunda,10,crossfit,25,100,ativo,
LIFT-00369,2024-08-09,2024-03-11,40,mensal,0,14,9,terça,56,NA,49,100,procesado,
LIFT-00370,13/05/2024,2025-02-26,21,mensal,2,4,20,segunda,55,esteira,9,100,procesado,
LIFT-00371,2024-10-24,2024-09-18,26,mensal,2,1,10,domingo,70,,18,100,ativo,
LIFT-00372,02-24-2025,2024-12-12,53,mensal,0,5,6,quinta,75,halteres,19,100,ativo,
LIFT-00373,25/07/2024,2025-03-14,27,mensal,2,7,15,quinta,35,supino,5,100,cancelado,
LIFT-00374,2024-09-16,2025-04-26,47,mensal,2,6,23,quinta,28,supino,27,100,procesado,
LIFT-00375,2024-03-22,09-03-2024,51,mensal,4,3,15,terça,69,crossfit,61,100,procesado,
LIFT-00376,2024-03-13,2025-01-11,26,mensal,3,4,11,domingo,107,bike,14,100,,
LIFT-00377,2024-01-03,,36,mensal,3,4,9,quinta,31,esteira,8,100,procesado,
LIFT-00378,2024-11-16,2024-01-30,33,mensal,1,8,22,domingo,31,supino,5,100,ativo,
LIFT-00379,2024-03-11,,16,mensal,0,5,11,terça,54,NA,26,100,,
LIFT-00380,2024-06-03,,49,mensal,2,9,10,sexta,74,bike,32,100,,
LIFT-00381,2024-07-14,2024-06-29,30,anual,2,7,21,segunda,59,esteira,14,100,procesado,
LIFT-00382,2024-10-02,2024-10-30,30,mensal,1,4,13,quinta,61,NA,5,100,procesado,
LIFT-00383,2025-04-13,2024-01-30,31,anual,0,2,6,sexta,84,esteira,44,100,cancelado,
LIFT-00384,2024-11-06,2025-01-10,35,anual,4,4,16,domingo,61,halteres,34,100,cancelado,
LIFT-00385,2025-01-02,,58,mensal,3,4,23,domingo,45,leg_press,16,100,,
LIFT-00386,2024-03-08,2024-05-04,47,mensal,0,3,11,quarta,80,esteira,17,100,ativo,
LIFT-00387,06-07-2024,,63,mensal,2,2,7,terça,55,leg_press,29,100,cancelado,
LIFT-00388,2024-10-14,,67,mensal,4,12,13,sábado,34,leg_press,30,100,,
LIFT-00389,2025-04-01,,67,anual,1,1,21,segunda,86,leg_press,17,100,cancelado,
LIFT-00390,2024-04-05,2025-02-12,64,anual,3,9,22,quinta,62,NA,24,100,,
LIFT-00391,08/06/2024,,22,anual,0,8,11,segunda,45,leg_press,15,100,ativo,
LIFT-00392,2024-07-02,,17,mensal,2,8,22,sábado,53,supino,31,100,cancelado,
LIFT-00393,2024-09-17,2024-08-28,66,mensal,0,4,6,terça,70,crossfit,39,100,,
LIFT-00394,2025-04-16,22/12/2024,26,mensal,6,3,7,sábado,50,crossfit,5,100,ativo,
LIFT-00395,2024-02-09,2025-03-17,28,mensal,1,12,9,terça,43,esteira,5,100,cancelado,
LIFT-00396,2025-03-11,2025-03-05,,mensal,2,6,19,quinta,73,esteira,26,100,,
LIFT-00397,2024-10-21,,33,mensal,2,12,9,sábado,60,leg_press,17,100,ativo,
LIFT-00398,data_invalida,,47,mensal,0,6,19,sábado,34,bike,12,100,,
LIFT-00399,2025-04-22,2024-07-13,31,anual,2,3,5,sexta,77,bike,41,100,cancelado,
LIFT-00400,2024-10-28,,64,mensal,5,7,18,quinta,74,NA,40,100,cancelado,
LIFT-00401,2024-04-15,18/03/2025,52,mensal,3,2,23,quarta,52,supino,5,100,ativo,
LIFT-00402,2024-12-08,,47,mensal,4,9,10,terça,30,leg_press,5,100,,
LIFT-00403,2024-10-31,2024-01-16,52,mensal,5,5,18,sábado,10,esteira,10,100,procesado,
LIFT-00404,2024-07-13,01-01-2024,66,mensal,3,8,22,sábado,102,NA,5,100,procesado,
LIFT-00405,16/01/2024,,42,mensal,1,11,6,terça,53,bike,30,100,procesado,
LIFT-00406,09-09-2024,,54,mensal,0,5,16,segunda,68,halteres,6,100,cancelado,
LIFT-00407,2024-09-22,2024-02-09,59,mensal,1,2,8,sábado,61,crossfit,16,100,cancelado,
LIFT-00408,09-11-2024,,53,anual,3,1,19,terça,51,crossfit,24,100,cancelado,
LIFT-00409,2024-02-17,2024-02-14,37,anual,1,9,23,domingo,98,supino,11,100,ativo,
LIFT-00410,2025-03-15,02-16-2024,53,mensal,0,2,10,quinta,42,NA,15,100,ativo,
LIFT-00411,2024-08-02,,49,anual,5,1,8,sábado,39,supino,20,100,ativo,
LIFT-00412,03-02-2025,2024-07-07,68,mensal,4,3,16,quinta,57,,27,100,cancelado,
LIFT-00413,2024-11-16,,23,mensal,0,1,5,quarta,55,esteira,30,100,cancelado,
LIFT-00414,2024-01-15,,30,mensal,0,7,13,terça,65,bike,19,100,cancelado,
LIFT-00415,06-24-2024,,21,mensal,2,8,13,sexta,35,esteira,29,100,ativo,
LIFT-00416,2025-05-15,2024-06-16,40,mensal,3,1,12,domingo,92,NA,25,100,ativo,
LIFT-00417,2024-10-24,2024-07-04,64,mensal,0,14,8,terça,36,NA,15,100,ativo,
LIFT-00418,2025-04-15,,18,mensal,4,5,5,segunda,62,esteira,12,100,ativo,
LIFT-00419,2024-07-22,2024-07-19,21,mensal,1,5,19,quarta,65,halteres,5,100,procesado,
LIFT-00420,2024-10-28,2024-05-17,16,anual,2,8,18,quinta,96,leg_press,17,100,,
LIFT-00421,2024-09-03,,53,mensal,4,1,11,sexta,44,leg_press,22,100,cancelado,
LIFT-00422,2024-03-21,2024-07-23,70,mensal,5,1,18,quinta,51,bike,13,100,procesado,
LIFT-00423,data_invalida,,30,mensal,4,8,19,sábado,46,esteira,25,100,,
LIFT-00424,2024-04-03,2024-04-30,62,mensal,0,8,20,terça,65,crossfit,14,100,,
LIFT-00425,2024-08-23,,35,mensal,2,4,9,quarta,46,leg_press,12,100,,
LIFT-00426,data_invalida,2024-07-10,39,mensal,5,7,21,quarta,91,NA,5,100,procesado,
LIFT-00427,01-09-2025,02-12-2024,38,mensal,6,5,13,domingo,55,leg_press,5,100,,
LIFT-00428,2024-08-07,04-06-2024,,mensal,2,3,12,terça,79,esteira,29,100,ativo,
LIFT-00429,2024-02-14,,33,mensal,0,1,16,sábado,44,halteres,13,100,,
LIFT-00430,2024-10-19,,29,mensal,0,6,7,sábado,76,NA,5,100,cancelado,
LIFT-00431,2024-11-03,2025-01-04,55,anual,4,1,21,terça,53,leg_press,38,100,procesado,
LIFT-00432,data_invalida,,51,anual,3,9,10,terça,70,esteira,9,100,ativo,
LIFT-00433,2024-05-24,,49,mensal,2,1,17,sexta,99,,5,100,cancelado,
LIFT-00434,2024-05-21,2024-11-10,28,mensal,0,8,17,quarta,58,NA,31,100,ativo,
LIFT-00435,2024-08-22,,30,mensal,4,7,22,domingo,55,halteres,10,100,,
LIFT-00436,2024-08-17,,50,mensal,4,10,22,quinta,70,crossfit,13,100,,
LIFT-00437,2024-09-17,,35,mensal,3,8,8,segunda,79,supino,8,100,cancelado,
LIFT-00438,12-12-2024,,41,anual,0,5,20,quinta,58,leg_press,24,100,,
LIFT-00439,23/02/2025,2024-03-23,65,anual,4,7,17,quinta,78,halteres,24,100,ativo,
LIFT-00440,11/01/2024,,64,mensal,0,4,7,segunda,87,crossfit,44,100,cancelado,
LIFT-00441,2025-03-07,,28,anual,1,4,23,segunda,50,esteira,18,100,ativo,
LIFT-00442,2024-07-21,2024-12-29,69,mensal,4,1,10,quarta,56,leg_press,6,100,,
LIFT-00443,2025-03-24,2024-05-10,23,mensal,0,6,13,segunda,60,bike,61,100,ativo,
LIFT-00444,07/07/2024,,,anual,5,1,14,terça,67,leg_press,15,100,cancelado,
LIFT-00445,2024-08-04,,20,mensal,1,1,6,domingo,49,bike,33,100,,
LIFT-00446,2024-06-06,2024-09-04,17,anual,5,4,7,quarta,82,NA,20,100,ativo,
LIFT-00447,20/04/2025,2024-05-29,28,mensal,1,10,18,terça,52,halteres,8,100,procesado,
LIFT-00448,data_invalida,2025-03-12,19,mensal,2,2,11,quarta,53,esteira,8,100,,
LIFT-00449,2025-01-21,07-12-2024,20,anual,1,3,8,sexta,84,halteres,21,100,cancelado,
LIFT-00450,2024-08-18,,27,mensal,3,11,5,domingo,10,leg_press,5,100,ativo,
LIFT-00451,2024-12-05,2025-03-11,42,anual,4,5,19,segunda,92,NA,20,100,cancelado,
LIFT-00452,02-25-2025,14/01/2024,64,mensal,3,9,15,domingo,31,esteira,38,100,procesado,
LIFT-00453,05/09/2024,,27,mensal,7,2,21,terça,50,esteira,23,100,procesado,
LIFT-00454,data_invalida,,51,anual,2,8,12,quinta,46,supino,5,100,ativo,
LIFT-00455,2024-04-17,2024-11-18,32,mensal,3,5,15,terça,29,halteres,30,100,,
LIFT-00456,06-12-2024,2024-10-19,70,anual,2,11,15,quarta,64,,24,100,ativo,
LIFT-00457,2024-09-07,2025-04-16,62,mensal,4,9,15,sábado,60,supino,22,100,,
LIFT-00458,23/11/2024,2024-09-28,47,mensal,2,1,8,sexta,41,bike,5,100,ativo,
LIFT-00459,2024-10-19,,62,anual,4,11,21,sexta,68,halteres,6,100,ativo,
LIFT-00460,2025-03-14,2024-01-14,36,mensal,5,5,5,quarta,77,crossfit,5,100,ativo,
LIFT-00461,2025-05-05,,32,mensal,1,8,23,sábado,51,,24,100,cancelado,
LIFT-00462,04-11-2024,2024-08-23,34,mensal,1,7,14,quinta,81,leg_press,20,100,,
LIFT-00463,2024-02-16,2024-10-04,27,mensal,1,11,17,quarta,60,halteres,41,100,ativo,
LIFT-00464,04/07/2024,,51,mensal,6,10,22,terça,38,supino,33,100,ativo,
LIFT-00465,06-20-2024,,30,mensal,3,7,19,sexta,40,NA,23,100,cancelado,
LIFT-00466,01/06/2024,,28,mensal,5,6,23,quarta,69,supino,17,100,cancelado,
LIFT-00467,2024-05-22,,35,anual,6,15,16,quinta,60,halteres,30,100,procesado,
LIFT-00468,2024-01-21,2025-02-27,29,mensal,0,4,14,sexta,33,halteres,17,100,procesado,
LIFT-00469,2024-04-09,,51,mensal,2,7,21,sábado,43,NA,5,100,procesado,
LIFT-00470,2024-03-09,08/02/2025,61,mensal,4,9,19,sexta,94,halteres,23,100,ativo,
LIFT-00471,2024-03-10,2024-09-19,28,mensal,1,5,5,sábado,66,halteres,31,100,,
LIFT-00472,2024-10-06,,33,mensal,0,3,9,segunda,53,halteres,34,100,cancelado,
LIFT-00473,06/05/2024,,53,mensal,3,7,16,sábado,36,esteira,6,100,,
LIFT-00474,2024-11-27,,61,anual,3,7,11,quinta,74,crossfit,22,100,procesado,
LIFT-00475,2024-09-29,16/04/2024,70,anual,1,1,9,domingo,64,crossfit,7,100,cancelado,
LIFT-00476,05/03/2025,2025-02-23,38,mensal,2,9,23,sexta,50,NA,40,100,procesado,
LIFT-00477,2024-05-13,2025-03-10,65,anual,4,8,8,terça,46,crossfit,16,100,procesado,
LIFT-00478,2025-04-24,2024-02-05,66,anual,2,1,14,sexta,55,crossfit,20,100,procesado,
LIFT-00479,2024-08-09,2024-02-26,40,mensal,2,6,18,sexta,52,supino,36,100,procesado,
LIFT-00480,11-30-2024,,36,mensal,2,7,17,quarta,58,leg_press,30,100,procesado,
LIFT-00481,09-15-2024,,34,anual,3,1,8,sexta,52,bike,6,100,procesado,
LIFT-00482,2024-06-04,2025-01-13,18,anual,1,4,5,segunda,46,bike,14,100,cancelado,
LIFT-00483,2025-01-17,,51,mensal,4,13,17,terça,48,halteres,27,100,,
LIFT-00484,2024-10-03,2024-11-12,45,mensal,2,4,16,sexta,91,leg_press,19,100,procesado,
LIFT-00485,2024-07-01,,64,anual,5,1,14,terça,89,NA,5,100,ativo,
LIFT-00486,2024-07-17,,44,mensal,6,4,14,sábado,38,leg_press,6,100,cancelado,
LIFT-00487,2024-09-27,2024-02-02,55,anual,3,3,7,terça,31,bike,5,100,cancelado,
LIFT-00488,2024-08-08,,64,anual,4,1,21,domingo,50,supino,31,100,procesado,
LIFT-00489,07-07-2024,,35,mensal,1,5,5,quinta,41,leg_press,5,100,cancelado,
LIFT-00490,2024-03-28,,36,mensal,5,1,18,sábado,69,,25,100,,
LIFT-00491,2024-02-11,2025-04-29,23,mensal,2,9,5,terça,58,halteres,19,100,,
LIFT-00492,2024-03-25,,39,mensal,2,4,23,quinta,67,,29,100,ativo,
LIFT-00493,2024-04-18,2024-06-05,18,mensal,5,1,10,segunda,96,NA,7,100,ativo,
LIFT-00494,2024-04-17,2024-06-18,67,mensal,2,5,22,quinta,82,,22,100,ativo,
LIFT-00495,2024-09-06,12-31-2024,17,anual,6,5,21,domingo,66,supino,18,100,ativo,
LIFT-00496,2024-03-30,,43,mensal,3,7,10,quarta,75,NA,14,100,procesado,
LIFT-00497,2025-02-21,2024-12-03,28,mensal,2,1,6,segunda,72,esteira,21,100,ativo,
LIFT-00498,2024-04-28,,64,mensal,3,9,16,domingo,84,crossfit,41,100,procesado,
LIFT-00499,2024-10-16,2025-03-11,68,mensal,1,9,16,sábado,81,halteres,5,100,,
LIFT-00500,2024-08-20,2025-02-06,24,anual,0,2,7,sexta,83,supino,14,100,cancelado,
LIFT-00501,05-12-2025,2024-02-10,27,mensal,6,5,12,domingo,75,bike,29,100,ativo,
LIFT-00502,30/03/2024,2024-09-01,16,mensal,4,8,6,sábado,63,halteres,40,100,ativo,
LIFT-00503,03-12-2024,,29,mensal,0,8,19,sexta,47,esteira,14,100,,
LIFT-00504,2025-01-28,11-19-2024,66,anual,0,2,20,sábado,36,esteira,24,100,cancelado,
LIFT-00505,2025-03-07,,39,anual,5,9,16,sexta,10,NA,21,100,cancelado,
LIFT-00506,2024-08-01,2025-02-23,43,mensal,3,2,15,quarta,66,halteres,47,100,,
LIFT-00507,2025-03-25,data_invalida,38,mensal,2,7,22,quinta,65,leg_press,43,100,cancelado,
LIFT-00508,04-03-2025,,37,anual,2,3,15,domingo,68,NA,18,100,,
LIFT-00509,06/04/2024,,20,mensal,0,1,11,quinta,80,leg_press,19,100,cancelado,
LIFT-00510,2024-07-14,2024-08-08,64,mensal,2,7,7,domingo,10,bike,13,100,,
LIFT-00511,2024-05-31,2024-06-27,68,mensal,2,10,16,quinta,56,supino,8,100,cancelado,
LIFT-00512,08-22-2024,,45,mensal,5,10,19,terça,47,leg_press,30,100,ativo,
LIFT-00513,2024-09-09,,54,mensal,2,1,12,sexta,59,bike,27,100,procesado,
LIFT-00514,2024-02-18,,22,mensal,4,7,20,terça,74,NA,23,100,procesado,
LIFT-00515,2024-11-06,,49,mensal,3,1,23,sábado,28,bike,7,100,procesado,
LIFT-00516,2024-02-25,,60,mensal,3,1,17,sábado,78,leg_press,10,100,ativo,
LIFT-00517,2024-11-03,2024-03-07,35,anual,3,11,5,terça,81,halteres,40,100,cancelado,
LIFT-00518,2024-07-26,,,anual,3,12,10,quarta,78,esteira,13,100,ativo,
LIFT-00519,2025-01-06,2024-01-10,45,mensal,0,4,16,sexta,67,NA,12,100,procesado,
LIFT-00520,2024-03-27,02-15-2025,19,mensal,4,8,20,quinta,39,supino,29,100,ativo,
LIFT-00521,23/01/2024,,38,mensal,3,1,15,sexta,67,halteres,5,100,ativo,
LIFT-00522,2024-03-31,,54,anual,1,7,16,segunda,48,leg_press,5,100,procesado,
LIFT-00523,2024-05-26,,46,mensal,10,5,15,segunda,80,leg_press,18,100,procesado,
LIFT-00524,2024-02-17,2024-10-08,55,anual,4,8,6,sexta,55,bike,19,100,ativo,
LIFT-00525,2024-06-22,,45,anual,1,9,8,quarta,71,bike,5,100,,
LIFT-00526,2024-06-13,2024-05-30,64,mensal,0,5,20,sábado,71,esteira,5,100,ativo,
LIFT-00527,2024-11-26,,44,mensal,4,11,22,terça,57,esteira,44,100,ativo,
LIFT-00528,2024-12-26,12-16-2024,28,mensal,1,5,11,quinta,75,bike,45,100,,
LIFT-00529,2025-03-30,2025-01-10,18,anual,5,2,8,quarta,72,supino,46,100,,
LIFT-00530,data_invalida,,17,mensal,2,3,5,domingo,59,halteres,24,100,cancelado,
LIFT-00531,2025-04-21,2024-12-10,38,anual,6,8,18,sábado,82,supino,5,100,,
LIFT-00532,2025-04-15,2024-09-17,30,mensal,3,3,11,segunda,70,NA,19,100,cancelado,
LIFT-00533,2025-05-08,,31,mensal,2,4,23,quinta,53,supino,23,100,,
LIFT-00534,2025-02-24,,63,anual,0,1,20,segunda,69,NA,20,100,procesado,
LIFT-00535,13/01/2025,,62,mensal,3,1,10,sexta,28,NA,37,100,cancelado,
LIFT-00536,2024-02-05,04-17-2024,19,mensal,3,10,15,quinta,63,,33,100,procesado,
LIFT-00537,2025-05-14,,24,mensal,0,3,8,terça,37,esteira,17,100,,
LIFT-00538,2024-12-10,,22,mensal,1,6,23,domingo,60,crossfit,19,100,cancelado,
LIFT-00539,08-14-2024,2024-06-08,23,mensal,2,1,8,segunda,47,supino,33,100,,
LIFT-00540,2024-12-24,,44,anual,3,5,17,sexta,59,,38,100,,
LIFT-00541,2024-06-16,,25,mensal,5,3,19,quinta,45,crossfit,15,100,procesado,
LIFT-00542,2024-03-23,2024-08-20,62,mensal,5,4,12,segunda,29,NA,20,100,,
LIFT-00543,2025-04-25,,53,mensal,0,2,10,terça,49,esteira,13,100,procesado,
LIFT-00544,data_invalida,10-24-2024,48,anual,2,5,7,sábado,66,supino,26,100,ativo,
LIFT-00545,2024-06-28,2024-05-21,58,anual,4,1,20,segunda,35,NA,22,100,,
LIFT-00546,2024-12-17,,62,anual,1,7,23,segunda,37,esteira,27,100,,
LIFT-00547,23/08/2024,data_invalida,16,anual,2,6,22,segunda,39,halteres,6,100,cancelado,
LIFT-00548,2024-07-12,2025-02-21,37,mensal,0,7,12,quarta,40,NA,34,100,,
LIFT-00549,2025-01-10,2024-02-12,25,anual,2,1,13,terça,43,supino,5,100,cancelado,
LIFT-00550,2024-07-09,16/09/2024,18,mensal,3,11,19,sexta,70,NA,5,100,,
LIFT-00551,2024-08-15,,48,mensal,1,7,6,segunda,58,leg_press,5,100,ativo,
LIFT-00552,data_invalida,2025-04-24,30,mensal,0,11,10,quinta,68,leg_press,13,100,,
LIFT-00553,11/03/2024,2025-04-03,53,mensal,6,17,12,quinta,59,esteira,31,100,,
LIFT-00554,2024-05-25,,18,mensal,1,8,8,sábado,60,leg_press,32,100,procesado,
LIFT-00555,2024-06-17,2024-02-02,38,anual,4,2,17,quarta,30,bike,7,100,ativo,
LIFT-00556,25/01/2024,,58,mensal,5,8,9,quinta,38,supino,13,100,,
LIFT-00557,2025-01-22,,43,anual,1,2,5,domingo,44,crossfit,28,100,cancelado,
LIFT-00558,2024-08-01,,30,mensal,0,1,23,sábado,63,leg_press,5,100,procesado,
LIFT-00559,2025-02-19,,62,mensal,3,3,20,sábado,64,halteres,11,100,procesado,
LIFT-00560,08-08-2024,2024-10-18,20,mensal,0,3,12,quarta,36,,17,100,cancelado,
LIFT-00561,2024-09-29,2025-04-10,37,anual,1,3,7,quinta,41,supino,23,100,ativo,
LIFT-00562,2024-06-16,,25,mensal,0,2,16,domingo,87,NA,11,100,procesado,
LIFT-00563,data_invalida,,70,mensal,6,1,20,sábado,76,NA,39,100,,
LIFT-00564,data_invalida,2024-02-26,23,mensal,5,9,19,quinta,25,supino,43,100,procesado,
LIFT-00565,2024-12-25,,16,anual,1,10,15,sexta,54,supino,23,100,cancelado,
LIFT-00566,data_invalida,2024-05-24,66,mensal,1,3,13,sexta,38,NA,26,100,cancelado,
LIFT-00567,11-23-2024,,64,anual,3,7,17,segunda,27,esteira,9,100,cancelado,
