pedido_id,cliente_id,data_pedido,cidade,uf,regiao,latitude,longitude,canal_venda,categoria_produto,produto,quantidade,preco_unitario,preco_concorrente,desconto_pct,valor_total,forma_pagamento,cupom_promocional,pedido_delivery,distancia_km,tempo_entrega_min,status_delivery,avaliacao_delivery,participa_fidelidade,compras_ultimos_90d,dias_desde_ultima_compra,nps_cliente,status_pedido,observacao
PED-00257,CLI-0070,2025-09-24,Ribeirão Preto,SP,Sudeste,-21.13,-47.74,loja_fisica,beleza,Base Facial,1,74.11,,0.00,74.11,pix,sem_promocao,nao,,,nao_aplicavel,,nao,3,160,4,concluido,produto sem estoque
PED-00258,CLI-0417,2025-01-23,Belo Horizonte,mg,Sudeste,"-19,88",-43.93,delivery,medicamento,Ibuprofeno 400mg,2,38.63,38.74,0.00,0.00,cartao_debito,sem_promocao,sim,2.18,24,cancelado,5.00,sim,3,45,7,cancelado,
PED-00259,CLI-0045,2025-05-12,Uberaba,MG,Sudeste,-19.80,-47.89,loja_fisica,medicamento,Omeprazol 20mg,5,,29.88,0.00,135.41,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,5,32,7,concluido,
PED-00260,CLI-0274,2025-08-14,Uberaba,MG,Sudeste,-19.79,-47.92,loja_fisica,medicamento,Soro Fisiologico,1,24.47,25.42,0.00,,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,215,7,concluido,
PED-00261,CLI-0236,05-27-2025,Belo Horizonte,MG,Sudeste,-19.92,-43.87,loja_fisica,medicamento,Ibuprofeno 400mg,1,19.68,21.21,0.00,19.68,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,9,58,8,concluido,
PED-00262,CLI-0382,2025-06-22,Fortaleza,CE,Nordeste,"-3,68",-38.48,loja_fisica,higiene,Sabonete Liquido,1,25.45,24.01,12.00,22.39,dinheiro,cupom_10,nao,,,nao_aplicavel,,nao,NA,164,8,concluido,
PED-00263,CLI-0288,2025-12-27,Recife,PE,Nordeste,-8.12,-34.86,loja_fisica,remedio,Loratadina 10mg,1,28.32,31.47,0.00,28.32,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,4,71,10,concluido,
PED-00264,CLI-0164,2025-09-11,Belém,PA,Norte,-1.43,-48.52,loja_fisica,beleza,Protetor Solar FPS50,,32.75,32.31,NA,27.84,cartao_credito,leve_3_pague_2,nao,,,nao_aplicavel,,sim,2,61,3,concluido,
PED-00265,CLI-0091,12/02/2025,Uberaba,MG,Sudeste,-19.68,-47.90,loja_fisica,higiene,Desodorante,2,50.84,"54,09","0,00",101.68,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,2,NA,5,concluido,
PED-00266,CLI-0097,2025-12-13,Uberaba,MG,Sudeste,-19.71,-47.94,loja_fisica,beleza,Creme Anti-idade,1,68.30,75.20,999,NA,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,nao,7,19,6,concluido,cupom nao aplicado
PED-00267,CLI-0382,03/02/2025,Uberlândia,MG,Sudeste,-18.90,-48.21,loja_fisica,medicamento,Soro Fisiologico,1,56.72,55.39,0.00,56.72,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,nao,1,181,6,concluido,
PED-00268,CLI-0166,2025-04-08,RIBEIRÃO PRETO,SP,Sudeste,"-21,19",-47.84,loja_fisica,bem_estar,Teste Glicemia,1,"213,57","240,84",0.00,213.57,dinheiro,sem_promocao,nao,,,nao_aplicavel,,nao,6,36,5,concluido,
PED-00269,CLI-0251,2025-06-19,Fortaleza,CE,Nordeste,-3.67,-38.53,loja_fisica,medicamento,Ibuprofeno 400mg,1,68.42,"69,45",10.00,,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,nao,9,80,9,concluido,
PED-00270,CLI-0076,2025-04-10,Goiânia,GO,Centro-Oeste,-16.74,-49.20,delivery,higiene,Creme Dental,1,18.91,"16,75",0.00,18.91,cartao_credito,sem_promocao,sim,4.11,40,entregue,3.50,sim,4,,7,concluido,
PED-00271,CLI-0356,2025-05-01,Uberaba,MG,Sudeste,-19.68,,app,medicamento,Paracetamol 750mg,1,,27.00,0.00,"32,14",cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,1,NA,6,concluido,
PED-00272,CLI-0199,07-08-2025,Uberaba,MG,Sudeste,-19.79,-47.94,loja_fisica,medicamento,Dipirona 500mg,1,63.55,"57,51",0.00,"63,55",cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,1,82,7,concluido,
PED-00273,CLI-0318,data_invalida,Recife,PE,Nordeste,-8.09,-34.88,delivery,medicamento,Paracetamol 750mg,1,71.44,69.82,NA,"71,44",cartao_credito,sem_promocao,sim,15.64,114,atrasado,1.00,sim,1,33,3,concluido,
PED-00274,CLI-0364,2025-02-03,Uberlândia,mg,Sudeste,-18.99,-48.27,loja_fisica,medicamento,Soro Fisiologico,1,33.29,36.85,12.00,,cartao_credito,cupom_10,nao,,,nao_aplicavel,,nao,4,68,6,concluido,
PED-00275,CLI-0277,2025-09-11,Belo Horizonte,MG,Sudeste,-19.94,,delivery,beleza,Hidratante Facial,NA,24.08,24.72,"0,00",24.08,pix,sem_promocao,sim,"4,49",40,entregue,4.40,nao,7,146,7,concluido,
PED-00276,CLI-0035,2025-09-11,Brasília,DF,Centro-Oeste,-15.73,-47.93,delivery,medicamento,Omeprazol 20mg,1,12.84,,5.00,NA,credito,delivery_gratis,sim,1.73,15,entregue,"5,00",nao,1,61,4,concluido,
PED-00277,CLI-0228,2025-08-21,Ribeirão Preto,SP,Sudeste,-21.24,-47.85,app,vitamina_suplemento,Vitamina D,1,75.05,"72,37",0.00,0.00,cartao_credito,sem_promocao,sim,4.53,24,canceldo,4.50,N,1,77,6,cancelado,
PED-00278,CLI-0135,29/12/2025,Manaus,AM,Norte,-3.10,0.00,loja_fisica,higiene,Fio Dental,1,37.47,35.79,120,37.47,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,6,121,5,concluido,
PED-00279,CLI-0245,20/04/2025,Uberlândia,MG,Sudeste,,-48.23,loja_fisica,medicamento,Loratadina 10mg,1,33.99,33.41,5.00,32.29,cartao_debito,delivery_gratis,nao,,,nao_aplicavel,,nao,12,144,5,concluido,
PED-00280,CLI-0262,2025-01-21,Belo Horizonte,MG,Sudeste,"-19,99",-44.00,delivery,vitamina_suplemento,Multivitaminico,1,167.15,154.56,,167.15,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,7,176,5,concluido,
PED-00281,CLI-0192,2025-12-19,São Paulo,SP,Sudeste,-23.56,-46.61,delivey,beleza,Hidratante Facial,1,71.99,63.03,12.00,63.35,dinheiro,cupom_10,sim,1.31,73,atrasado,2.00,sim,1,154,5,concluido,
PED-00282,CLI-0012,2025-12-18,Uberaba,mg,Sudeste,"-19,78",-47.93,app,medicamento,Dipirona 500mg,1,10.68,"9,73",0.00,0.00,cartao_credito,sem_promocao,sim,3.74,27,canceldo,4.70,nao,3,56,8,cancelado,
PED-00283,CLI-0194,2025-09-26,Uberaba,MG,Sudeste,NA,-47.97,loja_fisica,vitamina_suplemento,Whey Protein,1,93.54,79.02,25.00,70.15,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,nao,1,134,6,concluido,
PED-00284,CLI-0160,2025-07-06,Goiânia,GO,Centro-Oeste,-16.68,-49.26,site,medicamento,Dipirona 500mg,1,23.31,23.04,0.00,23.31,cartao_credito,sem promocao,sim,1.03,24,entregue,5.00,nao,1,48,6,concluido,
PED-00285,CLI-0311,2025-03-09,Ribeirão Preto,SP,Sudeste,-21.18,-47.88,loja_fisica,medicamento,Dipirona 500mg,1,48.80,51.16,0.00,48.80,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,N,2,96,6,concluido,
PED-00286,CLI-0238,2025-03-13,Uberaba,MG,Sudeste,-19.79,-47.89,app,beleza,Creme Anti-idade,1,16.72,,0.00,16.72,pix,sem promocao,nao,,,nao_aplicavel,,não,1,44,9,concluido,
PED-00287,CLI-0374,2025-11-15,Ribeirão Preto,SP,Sudeste,"-21,20",-47.82,loja_fisica,remedio,Omeprazol 20mg,NA,"32,65",32.15,20.00,26.12,cartao_debito,cupom_10,nao,,,nao_aplicavel,,sim,5,39,4,concluido,
PED-00288,CLI-0302,2025-07-10,Manaus,AM,Norte,-3.09,-60.08,loja_fisica,beleza,Esmalte,4,109.64,95.36,25.00,328.92,pix,cupom_10,nao,,,nao_aplicavel,,sim,3,152,9,concluido,
PED-00289,CLI-0252,2025-06-10,Uberlândia,MG,Sudeste,"-18,98","-48,33",loja_fisica,higiene,Fio Dental,NA,46.12,39.57,"0,00",92.25,dinheiro,sem_promocao,nao,,,nao_aplicavel,,nao,NA,54,7,concluido,
PED-00290,CLI-0270,2025-01-21,Uberaba,MG,Sudeste,"-19,80",-47.97,loja_fisica,remedio,Omeprazol 20mg,1,63.04,63.66,0.00,63.04,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,187,3,concluido,
PED-00291,CLI-0364,2025-06-20,Uberaba,MG,Sudeste,-19.80,-47.86,loja_fisica,medicamento,Soro Fisiologico,1,46.81,46.66,0.00,46.81,dinheiro,sem_promocao,nao,,,nao_aplicavel,,sim,1,152,5,concluido,produto sem estoque
PED-00292,CLI-0381,2025-12-31,Fortaleza,CE,Nordeste,-3.78,-38.58,loja_fisica,medicamento,Dipirona 500mg,1,,42.67,25.00,36.90,dinheiro,cupom_10,nao,,,nao_aplicavel,,sim,5,135,8,concluido,
PED-00293,CLI-0417,2025-05-16,Goiânia,GO,Centro-Oeste,-16.63,-49.21,loja_fisica,beleza,Base Facial,1,101.26,85.50,20.00,81.01,pix,delivery_gratis,nao,,,nao_aplicavel,,nao,10,4,10,concluido,
PED-00294,CLI-0123,2025-02-19,Goiânia,GO,Centro-Oeste,-16.73,-49.32,loja_fisica,medicamento,Soro Fisiologico,4,28.74,"31,41",0.00,114.94,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,1,228,5,concluido,
PED-00295,CLI-0382,2025-07-19,Uberaba,mg,Sudeste,-19.75,-47.87,loja,higiene,Sabonete Liquido,5,31.60,33.73,5.00,150.08,cartao_credito,cupom_10,nao,,,nao_aplicavel,,sim,1,199,7,concluido,
PED-00296,CLI-0039,2025-02-24,Salvador,BA,Nordeste,-12.96,-38.54,loja_fisica,higiene,Desodorante,1,"53,28",49.48,0.00,53.28,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,4,127,4,concluido,
PED-00297,CLI-0022,2025-01-21,Uberlândia,MG,Sudeste,-18.85,-48.25,delivery,medicamento,Loratadina 10mg,1,66.82,"75,00",0.00,66.82,pix,sem_promocao,nao,,,nao_aplicavel,,nao,4,138,9,concluido,
PED-00298,CLI-0383,2025-07-30,Belo Horizonte,MG,Sudeste,-19.97,-43.93,site,medicamento,Loratadina 10mg,,,21.37,0.00,104.19,cartao credito,sem_promocao,nao,,,nao_aplicavel,,nao,NA,63,10,concluido,possivel duplicata
PED-00299,CLI-0082,2025-07-19,Ribeirão Preto,SP,Sudeste,-21.15,-47.82,loja,medicamento,Soro Fisiologico,1,66.29,59.70,0.00,66.29,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,NA,46,3,concluido,
PED-00300,CLI-0011,2025-07-26,Ribeirão Preto,SP,Sudeste,-21.22,-47.87,delivery,vitamina_suplemento,Colageno,1,68.84,71.17,0.00,68.84,pix,sem_promocao,sim,6.12,41,entregue,,nao,6,141,6,concluido,
PED-00301,CLI-0144,2025-12-15,Belo Horizonte,MG,Sudeste,-19.86,-43.98,loja_fisica,medicamento,Soro Fisiologico,5,56.13,56.58,0.00,280.67,dinheiro,sem_promocao,nao,,,nao_aplicavel,,nao,9,53,7,concluido,possivel duplicata
PED-00302,CLI-0017,2025-03-22,Uberaba,MG,Sudeste,,-47.93,loja_fisica,beleza,Hidratante Facial,NA,101.86,98.18,0.00,101.86,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,216,5,concluido,
PED-00303,CLI-0376,2025-11-01,Fortaleza,CE,Nordeste,-3.66,-38.51,loja_fisica,medicamento,Loratadina 10mg,1,46.01,41.56,0.00,"46,01",pix,sem_promocao,nao,,,nao_aplicavel,,nao,8,50,5,concluido,
PED-00304,CLI-0390,16/04/2025,Uberlândia,MG,Sudeste,-18.95,-48.27,loja_fisica,vitamina_suplemento,Vitamina C,1,47.91,49.01,"0,00",47.91,pix,sem_promocao,nao,,,nao_aplicavel,,sim,2,70,8,pendente,
PED-00305,CLI-0404,2025-03-17,Fortaleza,CE,Nordeste,-3.73,-38.56,loja_fisica,medicamento,Paracetamol 750mg,1,46.62,49.61,"0,00",46.62,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,128,2,canceldo,
PED-00306,CLI-0003,2025-09-27,São Paulo,SP,Sudeste,-23.57,-46.55,site,beleza,Agua Micelar,1,,17.14,"0,00",,pix,sem_promocao,nao,,,nao_aplicavel,,nao,7,164,6,concluido,
PED-00307,CLI-0096,2025-05-09,Belo Horizonte,MG,Sudeste,-19.88,-43.88,loja_fisica,medicamento,Dipirona 500mg,1,66.52,70.52,NA,63.19,cartao_credito,cupom_10,nao,,,nao_aplicavel,,nao,3,172,5,concluido,
PED-00308,CLI-0073,2025-04-21,Uberlândia,MG,Sudeste,-18.88,"-48,35",loja_fisica,vitamina_suplemento,Multivitaminico,1,"64,95",61.46,0.00,NA,cartao credito,sem_promocao,nao,,,nao_aplicavel,,nao,2,153,6,concluido,
PED-00309,CLI-0213,2025-01-16,Recife,pe,Nordeste,"-8,04",-34.96,delivery,bem_estar,Curativo,1,120.96,125.84,0.00,0.00,dinheiro,sem_promocao,sim,2.91,24,cancelado,3.90,nao,9,174,4,cancelado,
PED-00310,CLI-0219,2025-11-19,Uberlândia,MG,Sudeste,-18.97,-48.27,delivery,bem_estar,Termometro Digital,1,212.99,210.05,,212.99,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,2,10,9,concluido,
PED-00311,CLI-0378,2025-01-21,Goiânia,go,Centro-Oeste,-16.62,-49.25,loja_fisica,infantil,Lenço Umedecido,1,,44.37,20.00,39.62,pix,delivery_gratis,nao,,,nao_aplicavel,,nao,2,11,5,concluido,
PED-00312,CLI-0317,13/12/2025,Recife,PE,Nordeste,-8.00,-34.91,delivery,higiene,Absorvente,1,28.90,,10.00,NA,pix,cashback,sim,"3,42",20,entregue,4.50,sim,9,44,6,concluido,
PED-00313,CLI-0356,2025-10-15,Fortaleza,CE,Nordeste,-3.75,-38.57,loja_fisica,bem_estar,Curativo,1,,181.56,NA,211.68,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,4,7,7,concluido,
PED-00314,CLI-0029,2025-01-21,Uberlândia,MG,Sudeste,-18.90,NA,loja_fisica,vitamina_suplemento,Omega 3,3,,173.32,"0,00",471.28,cartao_credito,sem promocao,nao,,,nao_aplicavel,,nao,1,226,6,concluido,
PED-00315,CLI-0048,01-30-2025,Uberlândia,MG,Sudeste,NA,-48.28,loja_fisica,medicamento,Ibuprofeno 400mg,1,38.08,35.43,"0,00","38,08",cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,5,160,10,concluido,
PED-00316,CLI-0158,2025-09-20,Uberaba,MG,Sudeste,"-19,73",-48.02,loja_fisica,medicamento,Loratadina 10mg,4,16.87,"14,23",12.00,"59,37",cartao_credito,cupom_10,nao,,,nao_aplicavel,,sim,2,43,4,concluido,cliente reclamou do atraso
PED-00317,CLI-0059,2025-10-07,Uberaba,MG,Sudeste,-19.73,-47.98,loja_fisica,bem_estar,Alcool Gel,1,"169,64",151.68,,152.67,pix,delivery_gratis,nao,,,nao_aplicavel,,sim,2,174,5,concluido,
PED-00318,CLI-0021,2025-07-07,Uberlândia,MG,Sudeste,NA,"-48,33",app,infantil,Soro Infantil,1,NA,26.84,NA,28.65,pix,cupom_10,sim,3.46,33,entregue,5.00,nao,5,174,6,concluido,
PED-00319,CLI-0232,2025-08-14,Uberlândia,MG,Sudeste,-18.94,-48.26,delivery,higiene,Sabonete Liquido,1,"18,29",20.69,0.00,18.29,pix,sem_promocao,nao,,,nao_aplicavel,,nao,8,157,NA,concluido,
PED-00320,CLI-0418,2025-06-19,Goiânia,GO,Centro-Oeste,-16.62,-49.29,delivery,infantil,Pomada Assadura,1,89.61,83.31,0.00,89.61,credito,sem_promocao,sim,10.03,46,entregue,4.20,sim,3,63,7,concluido,
PED-00321,CLI-0296,2025-07-09,Uberaba,MG,Sudeste,NA,-47.86,delivery,higiene,Absorvente,1,30.50,30.96,25.00,22.88,cartao_credito,cupom_10,sim,1.56,78,atrasado,2.90,sim,1,59,3,concluido,
PED-00322,CLI-0004,2025-07-01,Goiânia,GO,Centro-Oeste,-16.64,-49.30,loja_fisica,beleza,Protetor Solar FPS50,1,119.75,121.38,15.00,101.79,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,nao,2,131,6,concluido,
PED-00323,CLI-0022,2025-09-15,Belém,PA,Norte,-1.48,-48.43,loja_fisica,beleza,Base Facial,1,NA,100.69,NA,110.77,pix,delivery_gratis,nao,,,nao_aplicavel,,nao,1,109,7,concluido,
PED-00324,CLI-0108,23/11/2025,Ribeirão Preto,SP,Sudeste,,-47.78,loja_fisica,bem_estar,Alcool Gel,4,NA,104.13,"0,00",476.74,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,2,55,9,concluido,cliente reclamou do atraso
PED-00325,CLI-0196,2025-10-15,Uberaba,mg,Sudeste,-19.68,-47.94,site,medicamento,Soro Fisiologico,1,40.42,39.75,25.00,30.31,cartao_debito,cupom_10,nao,,,nao_aplicavel,,nao,5,26,5,concluido,
PED-00326,CLI-0063,03-27-2025,São Paulo,SP,Sudeste,-23.62,-46.66,loja_fisica,higiene,Shampoo Anticaspa,1,53.28,59.71,0.00,53.28,dinheiro,sem_promocao,nao,,,nao_aplicavel,,nao,6,126,6,concluido,
PED-00327,CLI-0416,2025-09-23,Ribeirão Preto,SP,Sudeste,-21.14,-47.76,app,medicamento,Omeprazol 20mg,1,18.00,19.31,20.00,14.40,dinheiro,delivery_gratis,sim,,NA,entregue,5.00,nao,9,132,8,concluido,
PED-00328,CLI-0296,2025-03-27,São Paulo,SP,Sudeste,-23.49,"-46,57",loja_fisica,medicamento,Paracetamol 750mg,4,52.49,43.99,5.00,"199,46",cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,sim,4,53,5,concluido,
PED-00329,CLI-0405,,Brasília,DF,Centro-Oeste,"-15,73",-47.84,app,bem_estar,Curativo,1,149.35,164.37,20.00,119.48,dinheiro,delivery_gratis,sim,,39,entregue,5.00,nao,4,134,6,concluido,
PED-00330,CLI-0064,2025-06-07,Uberlândia,MG,Sudeste,"-18,96",-48.21,loja_fisica,higiene,Absorvente,3,"8,30",9.43,15.00,21.16,cartao_credito,leve_3_pague_2,nao,,,nao_aplicavel,,nao,2,59,7,concluido,possivel duplicata
PED-00331,CLI-0246,05/08/2025,Fortaleza,CE,Nordeste,-3.67,-38.45,loja_fisica,higiene,Fio Dental,4,24.80,27.03,12.00,87.31,cartao credito,leve_3_pague_2,nao,,,nao_aplicavel,,nao,2,64,5,concluido,
PED-00332,CLI-0013,2025-06-20,Ribeirão Preto,SP,Sudeste,-21.25,-47.82,delivey,medicamento,Loratadina 10mg,1,11.20,12.06,0.00,11.20,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,142,7,concluido,produto sem estoque
PED-00333,CLI-0384,2025-06-19,Uberaba,MG,Sudeste,-19.82,-47.98,loja_fisica,medicamento,Dipirona 500mg,1,9.67,10.76,NA,9.67,pix,sem_promocao,nao,,,nao_aplicavel,,sim,5,139,3,concluido,
PED-00334,CLI-0229,,Belo Horizonte,mg,Sudeste,-19.94,-43.93,app,medicamento,Loratadina 10mg,1,40.49,"43,08",,"40,49",pix,sem promocao,sim,"4,59",30,entregue,5.00,nao,2,67,3,concluido,
PED-00335,CLI-0183,2025-10-28,UBERABA,MG,Sudeste,-19.81,-47.95,loja_fisica,medicamento,Omeprazol 20mg,2,62.63,54.12,15.00,106.46,dinheiro,cupom_10,nao,,,nao_aplicavel,,nao,7,59,4,pendente,
PED-00336,CLI-0254,2025-01-26,Curitiba,PR,Sul,-25.45,-49.20,loja_fisica,beleza,Creme Anti-idade,1,27.38,23.44,0.00,27.38,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,6,45,7,concluido,
PED-00337,CLI-0274,,Belo Horizonte,MG,Sudeste,-19.99,-43.92,loja_fisica,remedio,Paracetamol 750mg,1,24.29,"27,38",12.00,21.38,cartao_credito,cupom_10,nao,,0,nao_aplicavel,,sim,6,58,7,concluido,
PED-00338,CLI-0017,2025-12-25,Uberlândia,MG,Sudeste,-18.99,-48.31,loja_fisica,higiene,Sabonete Liquido,1,50.51,42.99,0.00,50.51,pix,sem_promocao,nao,,,nao_aplicavel,,nao,6,70,6,concluido,
PED-00339,CLI-0291,2025-11-12,Uberlândia,MG,Sudeste,,-48.21,loja_fisica,higiene,Creme Dental,1,50.93,46.84,0.00,50.93,cartao credito,sem_promocao,nao,,,nao_aplicavel,,nao,9,23,2,pendente,
PED-00340,CLI-0286,2025-10-21,São Paulo,SP,Sudeste,-23.62,-46.64,loja_fisica,medicamento,Omeprazol 20mg,1,17.10,16.08,25.00,12.83,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,nao,NA,105,4,concluido,
PED-00341,CLI-0391,2025-11-08,Belo Horizonte,MG,Sudeste,-19.94,"-43,97",loja_fisica,medicamento,Soro Fisiologico,1,70.00,60.81,0.00,70.00,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,S,4,122,5,concluido,
PED-00342,CLI-0176,2025-07-29,Belo Horizonte,MG,Sudeste,-19.93,"-43,89",loja_fisica,medicamento,Ibuprofeno 400mg,3,"50,79",45.73,15.00,129.50,cartao_credito,cupom_10,nao,,,nao_aplicavel,,sim,1,119,,concluido,
PED-00343,CLI-0397,2025-08-18,Recife,PE,Nordeste,-8.10,-34.82,loja fisica,medicamento,Paracetamol 750mg,1,44.00,49.92,0.00,44.00,pix,sem_promocao,nao,,,nao_aplicavel,,nao,3,170,4,cancelado,
PED-00344,CLI-0344,05/02/2025,Uberaba,MG,Sudeste,-19.69,-47.88,loja_fisica,beleza,Agua Micelar,1,45.09,39.46,0.00,45.09,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,3,109,4,concluido,
PED-00345,CLI-0307,2025-06-11,Curitiba,PR,Sul,-25.48,"-49,21",loja_fisica,beleza,Protetor Solar FPS50,1,25.99,NA,25.00,"19,49",cartao_debito,delivery_gratis,nao,,,nao_aplicavel,,nao,11,64,7,concluido,
PED-00346,CLI-0006,07-14-2025,Uberaba,MG,Sudeste,-19.68,-48.02,loja_fisica,beleza,Creme Anti-idade,1,81.29,,0.00,81.29,dinheiro,sem_promocao,nao,,,nao_aplicavel,,nao,8,48,7,concluido,
PED-00347,CLI-0048,05-23-2025,Uberaba,MG,Sudeste,NA,-47.90,loja_fisica,bem_estar,Termometro Digital,5,102.67,106.15,0.00,513.35,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,196,4,concluido,
PED-00348,CLI-0093,2025-11-22,BELO HORIZONTE,MG,Sudeste,-19.87,-43.93,loja_fisica,higiene,Absorvente,1,54.76,51.40,0.00,54.76,cartao_credito,sem promocao,nao,,,nao_aplicavel,,nao,8,145,9,concluido,
PED-00349,CLI-0071,07-17-2025,Ribeirão Preto,SP,Sudeste,-21.18,-47.78,loja_fisica,beleza,Hidratante Facial,1,85.66,86.92,0.00,85.66,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,2,36,2,cancelado,
PED-00350,CLI-0030,2025-03-11,Fortaleza,CE,Nordeste,"-3,76",-38.56,loja,medicamneto,Paracetamol 750mg,1,65.92,72.74,0.00,65.92,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,1,164,7,concluido,
PED-00351,CLI-0259,2025-01-23,Uberlândia,MG,Sudeste,-18.84,-48.22,loja_fisica,medicamento,Omeprazol 20mg,1,"12,75",13.31,"5,00",12.11,pix,cashback,nao,,,nao_aplicavel,,sim,3,83,7,concluido,
PED-00352,CLI-0078,2025-02-05,Uberaba,MG,Sudeste,-19.77,-47.93,delivery,higiene,Shampoo Anticaspa,1,53.60,59.07,0.00,53.60,dinheiro,sem_promocao,nao,,,nao_aplicavel,,sim,2,69,9,concluido,
PED-00353,CLI-0323,2025-07-23,Brasília,DF,Centro-Oeste,-15.87,-47.91,loja_fisica,higiene,Creme Dental,1,42.00,38.80,0.00,42.00,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,7,170,8,concluido,
PED-00354,CLI-0409,2025-01-31,Uberaba,MG,Sudeste,"-19,76",-47.97,loja_fisica,beleza,Base Facial,1,88.46,,12.00,77.85,pix,leve_3_pague_2,nao,,,nao_aplicavel,,nao,6,66,7,concluido,cupom nao aplicado
PED-00355,CLI-0114,01-17-2025,Uberaba,MG,Sudeste,,-47.93,loja,medicamento,Ibuprofeno 400mg,5,11.06,11.24,0.00,55.28,cartao_debito,sem promocao,nao,,,nao_aplicavel,,sim,3,,8,concluido,
PED-00356,CLI-0038,2025-07-11,Goiânia,GO,Centro-Oeste,0.00,,site,medicamento,Soro Fisiologico,2,8.19,"7,28",120,16.37,dinheiro,sem promocao,nao,,,nao_aplicavel,,nao,12,80,9,concluido,cliente reclamou do atraso
PED-00357,CLI-0290,14/12/2025,Belo Horizonte,MG,Sudeste,-19.93,-20.00,loja_fisica,higiene,Sabonete Liquido,1,50.78,50.46,0.00,50.78,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,2,151,7,concluido,
PED-00358,CLI-0086,2025-09-25,Brasília,DF,Centro-Oeste,15.00,-47.95,delivery,vitamina_suplemento,Colageno,1,,38.04,0.00,"39,64",cartao_debito,sem_promocao,sim,3.30,21,entregue,3.40,nao,2,142,8,concluido,
PED-00359,CLI-0364,,Uberlândia,MG,Sudeste,15.00,-48.20,loja_fisica,medicamento,Dipirona 500mg,3,56.99,64.17,"0,00",170.96,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,1,33,6,concluido,
PED-00360,CLI-0312,02-06-2025,BELO HORIZONTE,MG,Sudeste,-19.93,-43.92,loja_fisica,higiene,Shampoo Anticaspa,1,54.55,"46,02","0,00",54.55,cartao_debito,sem promocao,nao,,,nao_aplicavel,,sim,1,71,3,concluido,
PED-00361,CLI-0395,2025-01-31,Brasília,DF,Centro-Oeste,-15.81,-47.94,loja_fisica,higiene,Desodorante,1,43.63,49.45,20.00,34.90,pix,cupom_10,nao,,,nao_aplicavel,,nao,1,88,6,concluido,preco divergente
PED-00362,CLI-0369,2025-05-03,São Paulo,SP,Sudeste,-23.48,-46.61,loja_fisica,beleza,Creme Anti-idade,1,84.09,,10.00,75.68,pix,delivery_gratis,nao,,,nao_aplicavel,,sim,12,117,8,concluido,
PED-00363,CLI-0176,11-22-2025,Belo Horizonte,MG,Sudeste,-19.93,-43.90,delivery,beleza,Esmalte,1,60.84,57.42,20.00,48.67,cartao_credito,cupom_10,sim,6.26,27,entregue,"5,00",sim,2,178,2,concluido,
PED-00364,CLI-0086,2025-06-04,São Paulo,SP,Sudeste,-23.60,-46.59,delivery,medicamento,Loratadina 10mg,4,22.30,19.03,5.00,84.75,cartao_credito,leve_3_pague_2,sim,4.13,24,entregue,4.40,nao,1,61,6,concluido,
PED-00365,CLI-0033,2025-04-10,Belo Horizonte,MG,Sudeste,,-43.92,loja_fisica,medicamento,Ibuprofeno 400mg,1,15.47,16.72,20.00,12.38,dinheiro,delivery_gratis,nao,,,nao_aplicavel,,nao,1,125,0,concluido,
