registro_id,data_leitura,cidade,uf,usuario_id,livro,subgenero,classificacao_indicativa,idade_usuario,capitulo,avaliacao_capitulo,comentario,tempo_leitura_min,avaliacao_obra,tags,interacao,escritor_id,qualidade_texto_score,aderencia_genero,status_avaliacao,observacao
RP-00168,2025-03-10,Curitiba,SP,U67,Im(pureza),fantasia,14,21,19,1.6,,103,1.5,sombrio,curtiu,E70,3.8,7.2,,
RP-00169,2025-09-21,Uberaba,SP,U238,Reino das Runas,fantasia_sombria,,28,14,NA,,109,2.5,magia,avaliou,E72,8.8,1.6,,
RP-00170,2025-06-26,São Paulo,SP,U100,Im(pureza),darkromance,livre,37,23,,ruim,30,1.8,sombrio,comentou,E90,1.1,6.3,valido,
RP-00171,2025-04-02,Goiânia,mg,U161,Sombras Eternas,darkromance,,38,22,NA,,54,3.4,aventura,comentou,E13,5.0,2.0,procesado,
RP-00172,2025-08-19,Goiânia,MG,U26,A Santa Que Me Condena,fantasia,livre,12,7,NA,,103,4.4,juvenil,comentou,E60,7.4,8.8,valido,
RP-00173,2025-03-15,São Paulo,PR,U146,Reino das Runas,fantasia_sombria,livre,33,18,,muito bom,112,3.6,magia,,E10,9.9,7.7,valido,
RP-00174,02/09/2025,Curitiba,mg,U296,Im(pureza),fantasia sombria,,24,11,2.0,muito bom,29,2.0,adulto,curtiu,E90,8.2,7.6,valido,
RP-00175,data_invalida,São Paulo,MG,U40,Im(pureza),fantasia sombria,14,13,6,1.2,muito bom,6,4.5,romance,,E63,8.7,4.6,valido,
RP-00176,data_invalida,Uberaba,mg,U381,Reino das Runas,fantasia sombria,18,25,15,NA,NA,57,2.6,romance,curtiu,E47,2.9,7.7,,
RP-00177,2025-08-28,São Paulo,SP,U14,Reino das Runas,dark_romance,,30,24,NA,NA,13,5.0,sombrio,avaliou,E37,1.9,9.3,procesado,
RP-00178,2025-08-30,Curitiba,PR,U167,Im(pureza),fantasia sombria,livre,24,8,NA,NA,110,3.7,aventura,avaliou,E71,2.3,8.3,valido,
RP-00179,2025-02-27,Curitiba,mg,U301,Sombras Eternas,fantasia_sombria,,35,21,,ruim,57,1.6,sombrio,comentou,E59,1.4,4.7,procesado,
RP-00180,2025-07-15,São Paulo,GO,U72,A Santa Que Me Condena,darkromance,14,17,8,1.7,muito bom,21,4.9,adulto,,E84,6.8,5.9,valido,
RP-00181,2025-02-14,Curitiba,PR,U222,A Santa Que Me Condena,fantasia_sombria,livre,16,16,2.1,,71,2.3,magia,avaliou,E34,4.3,8.2,,
RP-00182,2025-05-22,São Paulo,GO,U123,Im(pureza),darkromance,livre,34,27,3.2,muito bom,63,1.2,sombrio,avaliou,E54,5.0,6.4,,
RP-00183,2025-06-02,Goiânia,mg,U49,Im(pureza),fantasia sombria,14,35,6,,ruim,26,3.9,aventura,curtiu,E10,6.9,1.6,valido,
RP-00184,05-04-2025,Curitiba,PR,U28,Sombras Eternas,fantasia sombria,14,36,28,4.3,ruim,116,3.3,romance,avaliou,E37,3.0,4.6,,
RP-00185,2025-06-13,Goiânia,GO,U276,Sombras Eternas,fantasia sombria,,21,27,4.1,muito bom,43,2.9,juvenil,avaliou,E100,4.5,5.0,valido,
RP-00186,2025-08-10,Goiânia,MG,U194,Im(pureza),darkromance,livre,12,25,,ruim,62,3.9,aventura,,E66,3.6,6.0,,
RP-00187,2025-06-14,Uberaba,SP,U85,Im(pureza),fantasia sombria,14,16,17,,,9,2.9,magia,avaliou,E83,9.9,7.1,,
RP-00188,2025-08-18,São Paulo,mg,U383,Im(pureza),darkromance,18,35,17,2.6,muito bom,41,4.0,magia,curtiu,E92,7.4,3.1,procesado,
RP-00189,2025-06-03,Goiânia,SP,U190,Im(pureza),fantasia_sombria,18,35,14,NA,ruim,59,2.0,juvenil,avaliou,E86,8.5,3.0,,
RP-00190,2025-01-22,Uberaba,GO,U323,Sombras Eternas,darkromance,14,34,11,5.0,ruim,106,4.2,adulto,curtiu,E99,10.0,2.7,valido,
RP-00191,2025-03-12,Goiânia,MG,U66,Reino das Runas,fantasia sombria,,40,12,NA,,89,2.6,aventura,,E79,3.2,6.7,,
RP-00192,2025-03-06,Uberaba,MG,U249,Sombras Eternas,infanto_juvenil,14,31,3,,NA,117,2.3,juvenil,,E21,4.1,2.3,procesado,
RP-00193,2025-06-27,São Paulo,mg,U61,Sombras Eternas,fantasia_sombria,14,17,6,NA,muito bom,109,3.7,romance,comentou,E64,2.3,4.5,valido,
RP-00194,2025-06-29,São Paulo,MG,U174,Im(pureza),dark_romance,14,34,20,NA,ruim,34,2.7,magia,curtiu,E100,3.4,7.3,,
RP-00195,2025-07-26,Uberaba,PR,U229,Sombras Eternas,darkromance,livre,29,21,,muito bom,37,3.2,magia,avaliou,E47,6.8,7.4,,
RP-00196,2025-04-20,Goiânia,MG,U90,Sombras Eternas,fantasia sombria,14,23,11,,,80,1.3,adulto,comentou,E32,6.5,5.8,valido,
RP-00197,02-24-2025,Uberaba,PR,U48,Im(pureza),darkromance,14,27,3,1.6,,75,3.4,aventura,curtiu,E10,6.3,7.0,procesado,
RP-00198,2025-04-15,Curitiba,GO,U236,Sombras Eternas,fantasia sombria,livre,17,29,,,104,2.3,sombrio,curtiu,E74,5.1,9.2,,
RP-00199,2025-09-01,Uberaba,PR,U64,Reino das Runas,darkromance,,29,17,1.6,ruim,78,2.9,sombrio,comentou,E58,3.5,2.7,procesado,
RP-00200,01-05-2025,Uberaba,MG,U75,Reino das Runas,fantasia sombria,18,30,20,NA,,104,3.7,juvenil,,E22,2.3,1.7,valido,
RP-00201,2025-08-20,São Paulo,mg,U387,Sombras Eternas,fantasia sombria,livre,24,22,1.0,NA,99,4.1,aventura,avaliou,E45,3.3,8.0,valido,
RP-00202,2025-10-25,Curitiba,mg,U97,A Santa Que Me Condena,fantasia,14,31,15,NA,NA,97,2.5,romance,curtiu,E4,4.3,5.2,procesado,
RP-00203,2025-06-17,Curitiba,SP,U210,A Santa Que Me Condena,fantasia sombria,18,16,2,4.6,ruim,57,2.6,romance,comentou,E42,6.0,5.3,valido,
RP-00204,2025-01-19,Goiânia,MG,U70,Sombras Eternas,fantasia sombria,14,36,24,NA,muito bom,88,3.0,juvenil,curtiu,E44,2.7,1.4,valido,
RP-00205,2025-01-10,Curitiba,GO,U29,Sombras Eternas,dark_romance,,14,18,NA,,2,4.5,romance,avaliou,E50,3.7,4.0,,
RP-00206,2025-06-14,Goiânia,SP,U280,Reino das Runas,darkromance,18,19,7,,NA,88,2.7,romance,comentou,E64,4.1,2.0,,
RP-00207,2025-08-18,Uberaba,MG,U311,Sombras Eternas,fantasia_sombria,18,39,11,2.9,NA,83,2.8,juvenil,avaliou,E24,9.5,3.6,valido,
RP-00208,2025-10-03,Curitiba,GO,U84,A Santa Que Me Condena,darkromance,14,28,9,,,92,3.0,juvenil,,E58,4.4,8.6,procesado,
RP-00209,2025-05-17,Curitiba,MG,U358,Reino das Runas,darkromance,18,39,26,5.0,ruim,107,3.8,sombrio,avaliou,E23,8.4,5.1,procesado,
RP-00210,2025-07-03,São Paulo,MG,U79,Im(pureza),fantasia,14,19,5,NA,ruim,41,3.5,romance,avaliou,E94,6.3,7.6,procesado,
RP-00211,2025-09-16,Uberaba,GO,U387,Im(pureza),darkromance,,23,25,,,70,4.2,sombrio,comentou,E90,6.7,7.0,,
RP-00212,19/05/2025,São Paulo,PR,U6,Sombras Eternas,fantasia_sombria,livre,14,30,,muito bom,116,1.5,juvenil,comentou,E39,3.7,1.3,procesado,
RP-00213,2025-08-14,São Paulo,SP,U382,Im(pureza),dark_romance,livre,34,17,NA,NA,5,2.6,romance,curtiu,E82,2.3,2.8,valido,
RP-00214,2025-02-14,Uberaba,GO,U349,Im(pureza),fantasia sombria,livre,25,17,5.0,muito bom,87,1.8,aventura,,E64,5.3,1.3,procesado,
RP-00215,2025-10-08,Goiânia,mg,U352,A Santa Que Me Condena,dark_romance,14,12,27,NA,NA,21,4.9,magia,,E67,1.7,1.7,valido,
RP-00216,2025-04-06,Goiânia,PR,U139,Im(pureza),fantasia_sombria,14,18,5,3.7,,21,3.1,juvenil,,E91,6.4,2.1,procesado,
RP-00217,2025-09-22,Curitiba,MG,U14,A Santa Que Me Condena,fantasia sombria,18,21,25,4.5,muito bom,84,2.4,adulto,comentou,E76,5.1,3.0,procesado,
RP-00218,2025-01-16,Goiânia,MG,U203,Sombras Eternas,fantasia sombria,livre,13,21,,ruim,38,3.7,magia,curtiu,E36,4.0,5.5,,
RP-00219,2025-06-14,Uberaba,GO,U127,Reino das Runas,fantasia,14,40,7,NA,muito bom,10,1.3,romance,avaliou,E27,4.5,2.3,procesado,
RP-00220,2025-06-26,Curitiba,mg,U169,Reino das Runas,darkromance,14,30,17,NA,NA,34,3.2,juvenil,,E69,9.9,9.1,procesado,
RP-00221,2025-02-23,Curitiba,GO,U61,Sombras Eternas,darkromance,livre,37,30,,ruim,107,2.5,magia,,E51,7.6,9.5,,
RP-00222,27/01/2025,Uberaba,SP,U49,Sombras Eternas,infanto_juvenil,livre,17,9,NA,,97,1.2,magia,curtiu,E17,1.9,2.9,procesado,
RP-00223,2025-04-18,Uberaba,PR,U209,A Santa Que Me Condena,fantasia sombria,14,15,5,,muito bom,15,2.1,adulto,curtiu,E78,3.4,7.5,procesado,
RP-00224,2025-09-15,Curitiba,SP,U365,A Santa Que Me Condena,fantasia sombria,14,31,12,,muito bom,85,2.2,sombrio,,E49,2.5,9.0,procesado,
RP-00225,2025-03-25,Goiânia,mg,U381,A Santa Que Me Condena,darkromance,livre,39,20,,muito bom,12,2.3,adulto,comentou,E98,1.5,2.6,valido,
RP-00226,2025-06-09,Uberaba,PR,U29,A Santa Que Me Condena,fantasia,livre,20,14,NA,muito bom,55,2.0,juvenil,avaliou,E26,6.3,8.9,valido,
RP-00227,2025-09-19,São Paulo,mg,U298,Sombras Eternas,dark_romance,18,38,12,2.3,NA,62,3.6,juvenil,curtiu,E92,7.0,6.9,procesado,
RP-00228,2025-05-22,Curitiba,PR,U130,Sombras Eternas,darkromance,livre,30,28,NA,,13,3.2,juvenil,comentou,E38,6.5,7.7,,
RP-00229,2025-10-18,Uberaba,PR,U154,Sombras Eternas,fantasia sombria,livre,12,24,2.1,ruim,7,1.2,aventura,comentou,E63,3.0,7.6,valido,
RP-00230,12/05/2025,Goiânia,MG,U354,Im(pureza),darkromance,14,32,10,4.5,NA,2,4.7,adulto,comentou,E54,3.3,9.6,procesado,
RP-00231,2025-03-23,Goiânia,SP,U203,Sombras Eternas,darkromance,14,20,2,,ruim,89,3.2,romance,avaliou,E54,2.1,1.8,procesado,
RP-00232,05-04-2025,Curitiba,SP,U105,Sombras Eternas,darkromance,18,14,17,NA,NA,14,2.9,adulto,curtiu,E14,8.7,9.9,procesado,
RP-00233,data_invalida,Curitiba,SP,U253,Reino das Runas,infanto_juvenil,,23,15,NA,ruim,18,2.7,adulto,avaliou,E3,1.8,3.2,procesado,
RP-00234,2025-02-13,Uberaba,SP,U193,Im(pureza),dark_romance,,17,28,NA,muito bom,51,4.2,aventura,avaliou,E21,7.4,8.0,,
RP-00235,2025-10-26,Curitiba,mg,U330,Sombras Eternas,fantasia_sombria,,15,19,,,93,1.6,adulto,curtiu,E29,7.4,6.6,valido,
RP-00236,07-27-2025,São Paulo,PR,U98,A Santa Que Me Condena,fantasia sombria,,21,7,,,22,4.5,sombrio,,E34,4.3,7.4,valido,
RP-00237,data_invalida,São Paulo,GO,U149,Reino das Runas,fantasia sombria,18,33,10,,,100,2.5,juvenil,curtiu,E92,3.8,9.3,procesado,
RP-00238,2025-04-03,Curitiba,SP,U296,Im(pureza),fantasia,14,21,9,,ruim,104,3.5,romance,comentou,E63,4.2,7.5,,
RP-00239,2025-09-12,Uberaba,MG,U399,A Santa Que Me Condena,fantasia sombria,livre,16,27,NA,,60,4.9,aventura,,E38,5.9,9.0,valido,
RP-00240,01/08/2025,Uberaba,PR,U118,A Santa Que Me Condena,fantasia,14,40,6,,,102,4.8,sombrio,avaliou,E100,9.8,7.8,,
RP-00241,30/01/2025,Uberaba,SP,U183,A Santa Que Me Condena,fantasia sombria,18,15,2,NA,ruim,20,5.0,adulto,comentou,E91,9.1,5.0,valido,
RP-00242,2025-02-07,São Paulo,SP,U134,Im(pureza),darkromance,18,24,3,NA,NA,91,1.0,romance,avaliou,E13,6.3,2.8,,
RP-00243,2025-06-25,Goiânia,GO,U17,Reino das Runas,fantasia sombria,14,29,8,4.5,NA,31,4.4,aventura,curtiu,E20,6.7,5.8,procesado,
RP-00244,2025-06-12,São Paulo,GO,U238,Reino das Runas,darkromance,18,19,27,,,67,3.5,juvenil,,E92,3.6,2.2,valido,
RP-00245,2025-03-29,São Paulo,PR,U284,Im(pureza),fantasia sombria,livre,21,1,,NA,118,1.0,magia,avaliou,E69,2.3,7.7,valido,
RP-00246,2025-10-05,Goiânia,SP,U291,Sombras Eternas,fantasia,18,28,22,NA,ruim,34,2.6,romance,,E4,8.3,4.7,procesado,
RP-00247,2025-05-30,São Paulo,MG,U189,Im(pureza),fantasia sombria,livre,32,27,4.2,,42,4.0,magia,comentou,E94,4.6,4.5,,
RP-00248,2025-07-25,Uberaba,PR,U93,Sombras Eternas,fantasia_sombria,18,19,8,NA,ruim,107,3.1,romance,comentou,E61,7.2,4.9,,
RP-00249,2025-02-04,São Paulo,SP,U132,Im(pureza),fantasia_sombria,,38,11,,ruim,38,4.4,juvenil,,E89,6.8,8.1,,
RP-00250,2025-10-18,Uberaba,SP,U400,Reino das Runas,fantasia sombria,,22,28,NA,NA,95,1.5,aventura,,E57,1.8,9.8,,
RP-00251,2025-01-28,São Paulo,GO,U380,Im(pureza),dark_romance,livre,31,17,,muito bom,66,2.1,juvenil,curtiu,E63,6.8,9.1,,
RP-00252,2025-08-25,São Paulo,GO,U133,Reino das Runas,fantasia sombria,livre,37,9,NA,NA,29,2.3,aventura,curtiu,E22,8.6,3.6,valido,
RP-00253,2025-10-18,Goiânia,GO,U299,Sombras Eternas,darkromance,14,20,5,2.0,,100,1.6,aventura,comentou,E16,4.3,1.5,,
RP-00254,2025-03-02,Uberaba,MG,U303,Reino das Runas,darkromance,14,35,20,NA,muito bom,94,1.8,adulto,,E85,3.1,4.5,valido,
RP-00255,15/05/2025,São Paulo,GO,U198,Sombras Eternas,darkromance,14,30,8,1.1,ruim,61,4.8,magia,comentou,E23,2.9,2.4,valido,
RP-00256,2025-07-19,Curitiba,mg,U385,Reino das Runas,darkromance,18,36,17,1.9,muito bom,91,2.4,juvenil,curtiu,E41,1.6,1.1,valido,
RP-00257,2025-05-11,Uberaba,SP,U331,Im(pureza),fantasia,livre,39,15,NA,ruim,56,4.5,sombrio,,E30,7.8,1.5,valido,
RP-00258,2025-09-12,São Paulo,MG,U368,Reino das Runas,dark_romance,,34,20,NA,ruim,65,4.2,romance,,E93,4.8,6.3,valido,
RP-00259,17/10/2025,Goiânia,mg,U358,Im(pureza),darkromance,livre,29,18,,,84,1.3,romance,curtiu,E50,2.6,7.3,procesado,
RP-00260,16/09/2025,Uberaba,MG,U115,A Santa Que Me Condena,fantasia sombria,livre,23,25,,NA,79,2.2,juvenil,avaliou,E99,2.4,8.2,,
RP-00261,2025-01-05,Uberaba,PR,U160,Im(pureza),dark_romance,,19,21,NA,,1,4.7,adulto,curtiu,E32,1.4,8.2,valido,
RP-00262,2025-02-16,Goiânia,PR,U291,Sombras Eternas,darkromance,18,38,16,1.7,NA,120,2.9,aventura,,E78,10.0,2.4,,
RP-00263,04-23-2025,Uberaba,SP,U66,A Santa Que Me Condena,fantasia sombria,,23,9,,NA,11,4.1,adulto,avaliou,E36,1.9,4.8,valido,
RP-00264,2025-08-10,Uberaba,SP,U363,Reino das Runas,darkromance,livre,26,11,NA,ruim,93,1.9,magia,curtiu,E79,5.7,2.9,,
RP-00265,18/05/2025,Goiânia,PR,U333,A Santa Que Me Condena,darkromance,18,17,6,,ruim,2,1.1,romance,avaliou,E4,3.4,5.9,procesado,
RP-00266,2025-02-23,Uberaba,MG,U150,Im(pureza),darkromance,,31,28,NA,muito bom,52,3.7,aventura,,E14,6.9,1.8,valido,
RP-00267,2025-08-14,Uberaba,SP,U66,Sombras Eternas,fantasia sombria,,27,1,,ruim,88,3.3,romance,avaliou,E63,1.4,2.4,valido,
RP-00268,16/03/2025,Goiânia,MG,U164,Im(pureza),darkromance,14,29,4,3.3,muito bom,89,2.0,sombrio,curtiu,E5,5.3,1.8,procesado,
RP-00269,2025-01-03,Curitiba,mg,U398,Im(pureza),fantasia sombria,18,14,23,4.8,NA,76,2.8,aventura,avaliou,E97,2.3,3.2,procesado,
RP-00270,2025-04-08,São Paulo,MG,U200,A Santa Que Me Condena,fantasia,livre,21,11,,,56,3.3,aventura,avaliou,E84,3.4,3.6,valido,
RP-00271,2025-04-26,São Paulo,PR,U305,Sombras Eternas,fantasia sombria,18,17,30,4.7,,91,2.8,sombrio,curtiu,E20,7.5,8.6,,
RP-00272,17/07/2025,Uberaba,mg,U74,Im(pureza),fantasia,,34,8,4.8,muito bom,54,3.8,adulto,comentou,E36,3.6,1.4,valido,
RP-00273,2025-04-16,Uberaba,SP,U72,Sombras Eternas,fantasia sombria,,34,25,,muito bom,5,2.9,juvenil,curtiu,E60,3.9,8.5,valido,
RP-00274,2025-04-03,Uberaba,PR,U6,A Santa Que Me Condena,infanto_juvenil,14,20,19,,ruim,34,4.4,adulto,,E43,4.1,9.5,valido,
RP-00275,2025-01-16,Uberaba,SP,U65,Sombras Eternas,dark_romance,,24,12,5.0,NA,120,2.8,adulto,curtiu,E93,3.9,7.5,valido,
RP-00276,2025-10-23,Curitiba,PR,U193,Im(pureza),infanto_juvenil,,29,21,3.2,muito bom,9,3.5,juvenil,,E37,1.3,8.0,,
RP-00277,2025-07-17,Goiânia,SP,U319,A Santa Que Me Condena,fantasia sombria,livre,34,3,,,56,3.2,adulto,comentou,E76,9.8,3.7,procesado,
RP-00278,2025-10-11,Goiânia,GO,U365,Im(pureza),dark_romance,livre,12,3,NA,ruim,112,1.2,aventura,avaliou,E85,2.1,8.4,valido,
RP-00279,data_invalida,Curitiba,mg,U281,Im(pureza),fantasia_sombria,livre,13,21,NA,ruim,7,2.7,aventura,,E43,7.5,1.1,,
RP-00280,2025-04-03,Goiânia,mg,U283,Im(pureza),darkromance,livre,21,15,,,8,2.7,adulto,comentou,E59,2.3,9.8,valido,
RP-00281,2025-09-17,Uberaba,MG,U381,Reino das Runas,fantasia sombria,,18,11,NA,NA,89,1.4,magia,,E46,3.9,4.9,procesado,
RP-00282,2025-06-12,Uberaba,SP,U288,Reino das Runas,fantasia sombria,18,25,21,1.4,muito bom,2,2.5,sombrio,curtiu,E78,3.2,2.7,procesado,
RP-00283,2025-10-27,Curitiba,GO,U122,A Santa Que Me Condena,infanto_juvenil,18,25,1,1.4,muito bom,118,1.1,magia,avaliou,E15,4.4,2.6,,
RP-00284,2025-10-12,Curitiba,GO,U210,Reino das Runas,darkromance,14,16,14,,muito bom,69,1.1,romance,curtiu,E61,3.9,3.9,valido,
RP-00285,2025-09-12,Curitiba,MG,U152,Reino das Runas,darkromance,14,16,12,NA,muito bom,95,4.5,juvenil,comentou,E77,8.8,9.7,,
RP-00286,2025-01-02,Goiânia,PR,U229,Im(pureza),fantasia sombria,,31,17,,NA,86,1.1,sombrio,comentou,E20,8.6,9.9,,
RP-00287,28/03/2025,Curitiba,GO,U88,A Santa Que Me Condena,fantasia,14,16,28,NA,muito bom,76,2.8,romance,avaliou,E72,5.1,7.5,procesado,
RP-00288,2025-06-18,Uberaba,MG,U217,Sombras Eternas,darkromance,14,28,30,NA,NA,30,1.7,adulto,avaliou,E100,2.6,7.3,procesado,
RP-00289,data_invalida,São Paulo,GO,U393,Im(pureza),darkromance,,17,12,,NA,42,5.0,magia,curtiu,E75,5.3,3.8,valido,
RP-00290,2025-04-29,Goiânia,PR,U162,Sombras Eternas,fantasia,14,27,11,NA,ruim,29,3.3,juvenil,avaliou,E87,2.6,3.3,procesado,
RP-00291,2025-03-19,Goiânia,mg,U277,A Santa Que Me Condena,fantasia sombria,,19,13,NA,ruim,61,2.7,sombrio,avaliou,E74,7.5,8.3,,
RP-00292,2025-05-07,Uberaba,mg,U169,Reino das Runas,darkromance,14,37,18,NA,ruim,64,5.0,adulto,curtiu,E90,3.6,6.1,valido,
RP-00293,2025-10-09,Goiânia,mg,U246,A Santa Que Me Condena,fantasia,14,30,13,,NA,34,4.7,juvenil,curtiu,E81,2.1,6.7,procesado,
RP-00294,2025-10-02,Goiânia,SP,U111,Sombras Eternas,fantasia_sombria,livre,22,3,4.3,NA,23,3.6,sombrio,comentou,E73,9.9,8.4,valido,
RP-00295,2025-01-28,Curitiba,GO,U321,A Santa Que Me Condena,dark_romance,14,19,26,NA,,55,4.1,adulto,comentou,E51,6.8,2.9,procesado,
RP-00296,2025-01-16,Curitiba,mg,U359,A Santa Que Me Condena,darkromance,18,22,13,NA,,59,1.6,sombrio,avaliou,E41,9.1,6.9,valido,
RP-00297,2025-04-26,Curitiba,mg,U335,Im(pureza),darkromance,,23,5,NA,,85,4.8,adulto,curtiu,E99,6.0,9.8,valido,
RP-00298,2025-07-16,Curitiba,PR,U130,Sombras Eternas,fantasia,livre,35,15,,NA,106,1.1,romance,,E19,2.5,4.5,valido,
RP-00299,2025-04-06,Uberaba,MG,U65,Reino das Runas,dark_romance,,30,23,,muito bom,99,3.9,juvenil,comentou,E64,8.3,1.3,procesado,
RP-00300,2025-02-15,Uberaba,MG,U38,Im(pureza),fantasia_sombria,18,20,27,2.7,muito bom,57,1.1,romance,avaliou,E51,9.2,2.1,,
RP-00301,2025-08-12,Curitiba,MG,U184,Im(pureza),fantasia sombria,14,28,23,,NA,81,4.5,juvenil,curtiu,E11,4.6,1.6,valido,
RP-00302,2025-03-13,Goiânia,SP,U189,Reino das Runas,infanto_juvenil,livre,19,20,,ruim,60,1.6,juvenil,,E87,3.4,4.0,valido,
RP-00303,2025-06-08,São Paulo,PR,U27,A Santa Que Me Condena,darkromance,18,32,8,NA,ruim,81,4.1,romance,curtiu,E12,2.1,8.0,procesado,
RP-00304,2025-06-17,Uberaba,PR,U35,Sombras Eternas,fantasia sombria,,23,15,NA,,67,4.5,juvenil,,E71,9.9,3.3,valido,
RP-00305,2025-05-27,Uberaba,SP,U235,Im(pureza),fantasia_sombria,18,30,22,4.9,,50,2.6,sombrio,comentou,E80,7.1,2.2,valido,
RP-00306,2025-01-03,Goiânia,SP,U193,A Santa Que Me Condena,infanto_juvenil,14,15,12,2.7,NA,69,3.1,adulto,curtiu,E28,5.6,1.1,valido,
RP-00307,30/06/2025,Curitiba,mg,U123,Reino das Runas,darkromance,,16,7,NA,,98,2.5,adulto,curtiu,E61,8.6,2.6,,
RP-00308,2025-02-03,Curitiba,SP,U84,Reino das Runas,fantasia_sombria,18,27,26,1.6,ruim,50,2.4,juvenil,,E71,8.2,6.0,valido,
RP-00309,2025-07-02,Uberaba,MG,U304,Reino das Runas,fantasia sombria,18,13,25,NA,muito bom,40,1.5,romance,avaliou,E49,4.4,4.1,procesado,
RP-00310,2025-01-12,Curitiba,SP,U131,Im(pureza),darkromance,18,23,17,,,98,1.6,juvenil,comentou,E53,9.3,7.0,valido,
RP-00311,2025-10-18,São Paulo,SP,U24,Im(pureza),darkromance,,27,11,NA,ruim,29,3.3,sombrio,comentou,E46,6.9,9.6,procesado,
RP-00312,2025-01-26,São Paulo,MG,U325,Sombras Eternas,darkromance,,21,12,,muito bom,9,4.4,juvenil,avaliou,E73,2.4,8.8,valido,
RP-00313,10-11-2025,São Paulo,PR,U159,Im(pureza),fantasia sombria,14,14,20,,,33,1.2,romance,,E32,9.7,8.2,procesado,
RP-00314,2025-04-15,Curitiba,GO,U295,Reino das Runas,fantasia sombria,livre,19,8,3.6,muito bom,68,2.2,magia,avaliou,E25,4.3,4.5,valido,
RP-00315,13/04/2025,Uberaba,PR,U189,Sombras Eternas,darkromance,livre,29,8,NA,NA,64,3.2,magia,curtiu,E32,7.7,2.5,procesado,
RP-00316,2025-01-06,Uberaba,MG,U12,Sombras Eternas,darkromance,,29,13,1.3,NA,67,2.8,aventura,,E71,7.5,5.4,,
RP-00317,2025-05-10,São Paulo,MG,U141,A Santa Que Me Condena,darkromance,14,23,27,,muito bom,104,2.1,adulto,,E40,3.2,2.3,procesado,
RP-00318,2025-02-14,Goiânia,PR,U215,Reino das Runas,fantasia_sombria,livre,15,9,4.2,NA,21,5.0,sombrio,comentou,E66,9.2,2.9,procesado,
RP-00319,2025-10-21,São Paulo,mg,U89,A Santa Que Me Condena,fantasia sombria,18,38,21,1.2,muito bom,8,1.9,aventura,curtiu,E28,9.8,5.1,procesado,
RP-00320,2025-01-03,Uberaba,GO,U212,Reino das Runas,darkromance,18,23,18,NA,ruim,20,3.4,romance,comentou,E91,7.3,8.4,valido,
RP-00321,06-16-2025,Goiânia,GO,U64,Im(pureza),fantasia,14,26,2,,,97,1.4,magia,,E69,1.2,6.3,,
RP-00322,2025-02-18,Curitiba,MG,U17,Reino das Runas,dark_romance,18,33,10,,NA,90,3.5,aventura,avaliou,E98,6.6,7.4,valido,
RP-00323,2025-05-15,São Paulo,MG,U167,Sombras Eternas,fantasia sombria,18,14,17,NA,muito bom,40,4.7,sombrio,avaliou,E95,4.9,6.7,valido,
RP-00324,09/03/2025,São Paulo,PR,U315,A Santa Que Me Condena,dark_romance,livre,27,21,1.7,,11,2.6,juvenil,,E32,9.5,9.1,,
RP-00325,2025-08-24,São Paulo,GO,U216,Sombras Eternas,darkromance,18,14,13,1.8,NA,103,4.5,juvenil,,E54,7.2,4.3,valido,
RP-00326,03-18-2025,Goiânia,mg,U133,Sombras Eternas,fantasia sombria,livre,39,3,1.3,muito bom,76,3.2,juvenil,comentou,E100,1.4,7.5,,
RP-00327,2025-09-07,Goiânia,GO,U161,Sombras Eternas,fantasia_sombria,18,32,19,,,8,1.6,adulto,,E71,3.0,1.5,valido,
RP-00328,09-15-2025,São Paulo,PR,U316,Reino das Runas,fantasia_sombria,14,33,13,,muito bom,27,4.4,juvenil,,E75,1.8,2.7,,
RP-00329,2025-08-01,Goiânia,mg,U6,Im(pureza),fantasia sombria,14,21,29,2.5,muito bom,72,4.5,romance,comentou,E69,2.5,4.7,,
RP-00330,2025-04-29,São Paulo,MG,U58,Reino das Runas,infanto_juvenil,,20,26,NA,ruim,61,3.4,romance,,E100,7.9,6.0,valido,
RP-00331,03-31-2025,Curitiba,PR,U151,Im(pureza),darkromance,14,22,9,3.7,muito bom,50,2.8,adulto,,E40,9.1,5.8,valido,
RP-00332,2025-06-01,São Paulo,PR,U188,Sombras Eternas,fantasia_sombria,livre,40,26,4.5,,50,3.0,juvenil,comentou,E68,6.9,6.5,valido,
RP-00333,2025-09-27,São Paulo,PR,U95,Im(pureza),fantasia sombria,livre,26,27,4.3,ruim,10,4.0,adulto,comentou,E37,4.2,2.7,,
RP-00334,05/05/2025,Curitiba,MG,U89,Reino das Runas,fantasia sombria,,36,2,,NA,88,3.9,sombrio,comentou,E51,7.7,5.4,valido,
RP-00335,2025-03-10,Uberaba,MG,U322,Im(pureza),fantasia sombria,18,14,7,NA,ruim,112,4.3,magia,,E75,4.2,4.3,,
RP-00336,2025-05-13,Goiânia,SP,U15,Sombras Eternas,darkromance,livre,34,29,2.6,ruim,15,3.2,aventura,,E52,3.4,8.7,,
RP-00337,2025-07-24,Uberaba,SP,U335,Sombras Eternas,fantasia,,14,24,NA,muito bom,51,1.1,juvenil,avaliou,E30,4.7,5.5,,
RP-00338,2025-04-02,Uberaba,PR,U249,Im(pureza),fantasia sombria,,33,20,,NA,32,3.3,romance,comentou,E73,9.3,1.8,,
