registro_id,data_evento,cidade,uf,cliente_id,categoria,produto,preco,frete,etapa_funil,tempo_carrinho_seg,pagamento,dispositivo,origem,comprou,devolucao,motivo_devolucao,tempo_devolucao_dias,avaliacao,frequencia_compra,dias_desde_ultima_compra,cashback,status,observacao
VIT-00157,2025-02-19,São Paulo,sp,C422,roupaa,produto_99,246.68,24.59,carrinhu,1493,boleto,mobile,email,sim,nao,cor,27,4.7,1,88,sim,ok,
VIT-00158,2025-08-27,Uberlândia,mg,C324,roupaa,produto_161,620.17,25.79,carrinhu,1209,cartao,desktop,email,sim,nao,,11,1.9,4,11,nao,procesado,
VIT-00159,2025-06-14,Salvador,ba,C497,lifestyle,produto_11,90.3,25.98,carrinhu,1661,,desktop,organico,nao,nao,qualidade,28,1.1,1,68,nao,procesado,
VIT-00160,2025-04-30,Uberlândia,mg,C89,roupaa,produto_189,"350,46",45.92,compra,1077,cartao,desktop,ads,sim,nao,cor,10,2.2,5,92,sim,procesado,
VIT-00161,2025-07-16,Uberlândia,MG,C105,roupa,produto_68,352.37,56.7,carrinhu,1177,,desktop,ads,sim,nao,,7,3.4,10,114,nao,,
VIT-00162,2025-10-09,Salvador,BA,C268,roupaa,produto_34,140.75,45.36,carrinhu,1283,cartao,desktop,email,sim,sim,cor,8,2.3,6,25,nao,procesado,
VIT-00163,2025-07-15,Curitiba,PR,C329,acessorio,produto_67,"252,81",75.34,carrinhu,1933,cartao,desktop,organico,nao,nao,qualidade,20,3.1,9,3,nao,procesado,
VIT-00164,2025-01-30,Curitiba,PR,C393,roupaa,produto_179,"409,71",18.05,carrinhu,387,cartao,mobile,ads,nao,nao,cor,28,4.7,5,3,sim,,
VIT-00165,07/10/2025,Salvador,ba,C52,roupaa,produto_43,"636,84",30.68,carrinhu,747,pix,desktop,organico,sim,nao,qualidade,29,3.7,1,86,nao,ok,
VIT-00166,2025-05-06,Uberlândia,MG,C177,roupaa,produto_21,"471,69",31.11,carrinhu,1653,pix,mobile,organico,sim,nao,,9,1.2,3,107,nao,procesado,
VIT-00167,2025-05-13,Curitiba,pr,C137,acessorio,produto_176,615.32,58.1,compra,1913,cartao,mobile,ads,sim,nao,cor,9,3.3,3,99,nao,ok,
VIT-00168,2025-09-27,Salvador,ba,C59,roupaa,produto_35,788.85,70.67,carrinhu,60,boleto,mobile,email,sim,sim,cor,19,2.8,8,86,sim,ok,
VIT-00169,2025-04-15,Salvador,BA,C28,roupaa,produto_69,467.64,39.75,compra,1720,,mobile,organico,sim,sim,,21,1.2,6,55,nao,procesado,
VIT-00170,21/01/2025,São Paulo,sp,C251,roupa,produto_46,"793,3",56.59,pagamento,974,,mobile,email,nao,nao,,21,4.7,0,18,nao,,
VIT-00171,2025-07-07,São Paulo,SP,C292,roupa,produto_34,429.71,13.38,pagamento,894,,desktop,email,sim,nao,tamanho,16,3.6,1,61,sim,ok,
VIT-00172,2025-07-03,Salvador,ba,C74,acessorio,produto_124,238.55,65.85,carrinhu,1744,boleto,mobile,email,sim,nao,tamanho,17,4.6,0,3,sim,,
VIT-00173,2025-08-19,Salvador,ba,C22,roupaa,produto_54,441.37,29.84,carrinhu,1598,pix,mobile,organico,sim,nao,qualidade,9,3.0,5,49,sim,procesado,
VIT-00174,2025-01-06,Salvador,ba,C32,roupaa,produto_178,672.5,9.74,pagamento,747,cartao,desktop,ads,sim,sim,tamanho,18,1.9,9,114,sim,procesado,
VIT-00175,2025-04-07,Curitiba,PR,C213,roupaa,produto_86,"368,37",79.36,carrinho,1058,boleto,mobile,email,nao,nao,qualidade,30,4.5,10,83,sim,ok,
VIT-00176,2025-07-28,Salvador,BA,C444,roupaa,produto_11,58.67,27.22,pagamento,1402,cartao,desktop,organico,nao,nao,qualidade,17,2.2,2,93,nao,,
VIT-00177,2025-03-21,Uberlândia,MG,C375,roupaa,produto_35,634.79,66.29,visualizou,460,boleto,desktop,ads,sim,sim,qualidade,15,3.3,2,2,sim,ok,
VIT-00178,2025-05-02,Curitiba,PR,C61,acessorio,produto_71,373.4,51.45,carrinhu,357,cartao,mobile,email,sim,sim,cor,29,2.9,0,39,nao,,
VIT-00179,2025-01-27,Uberlândia,mg,C30,acessorio,produto_36,"471,55",6.06,carrinhu,256,cartao,desktop,email,sim,nao,tamanho,3,2.6,3,51,sim,procesado,
VIT-00180,data_invalida,Salvador,BA,C420,roupaa,produto_117,"543,26",63.76,carrinhu,1983,boleto,desktop,ads,nao,nao,tamanho,25,2.1,9,80,nao,ok,
VIT-00181,2025-07-21,Salvador,BA,C44,roupaa,produto_42,146.16,19.9,pagamento,1011,boleto,mobile,organico,nao,nao,,30,4.9,8,41,nao,ok,
VIT-00182,2025-03-04,Curitiba,pr,C215,calcado,produto_133,272.24,60.7,carrinhu,1244,cartao,mobile,email,nao,nao,qualidade,9,4.5,3,77,nao,,
VIT-00183,2025-01-15,Curitiba,pr,C2,roupaa,produto_84,85.2,8.73,compra,83,cartao,mobile,organico,sim,nao,qualidade,30,3.8,7,116,sim,,
VIT-00184,2025-01-15,Salvador,ba,C428,roupa,produto_14,375.23,56.87,carrinhu,940,boleto,mobile,ads,sim,sim,qualidade,1,3.0,1,70,sim,procesado,
VIT-00185,2025-04-18,Curitiba,pr,C410,roupa,produto_143,600.45,38.72,carrinhu,1044,pix,desktop,organico,nao,nao,,13,3.7,9,119,sim,,
VIT-00186,data_invalida,São Paulo,sp,C327,acessorio,produto_14,648.53,77.18,carrinhu,309,cartao,mobile,email,nao,nao,tamanho,16,4.0,8,4,sim,procesado,
VIT-00187,2025-10-07,Curitiba,PR,C202,roupa,produto_121,778.42,40.7,carrinhu,99,boleto,mobile,organico,sim,nao,qualidade,17,4.0,5,73,nao,procesado,
VIT-00188,18/10/2025,Salvador,BA,C194,lifestyle,produto_75,744.21,3.51,carrinhu,1421,,mobile,email,nao,nao,tamanho,2,4.8,8,94,nao,ok,
VIT-00189,08-28-2025,Curitiba,pr,C352,roupaa,produto_5,82.38,66.49,carrinhu,49,cartao,desktop,email,sim,nao,cor,5,1.5,1,113,sim,procesado,
VIT-00190,2025-07-14,São Paulo,sp,C486,calcado,produto_16,"730,94",44.15,visualizou,933,pix,mobile,organico,nao,nao,,4,1.4,7,98,sim,ok,
VIT-00191,2025-10-02,Uberlândia,mg,C419,roupa,produto_53,"186,07",6.63,carrinhu,1698,boleto,mobile,email,sim,nao,cor,30,2.6,3,47,nao,,
VIT-00192,23/07/2025,Salvador,ba,C48,roupaa,produto_189,364.82,42.73,carrinhu,896,cartao,desktop,email,sim,nao,qualidade,27,1.8,10,63,sim,procesado,
VIT-00193,2025-04-20,Salvador,BA,C405,calcado,produto_75,447.83,24.45,visualizou,1147,cartao,desktop,organico,sim,sim,qualidade,4,3.0,7,31,sim,,
VIT-00194,2025-07-26,São Paulo,sp,C10,roupaa,produto_18,267.62,9.64,visualizou,162,,desktop,ads,nao,nao,qualidade,5,2.5,5,89,nao,procesado,
VIT-00195,2025-01-02,Salvador,ba,C184,roupaa,produto_86,567.02,38.8,carrinhu,1468,pix,mobile,email,sim,nao,tamanho,16,2.5,6,48,sim,ok,
VIT-00196,2025-09-24,Curitiba,PR,C465,acessorio,produto_180,171.01,71.49,visualizou,674,boleto,desktop,ads,sim,nao,qualidade,15,1.7,2,33,sim,ok,
VIT-00197,2025-01-05,Salvador,ba,C492,roupaa,produto_20,317.91,1.59,carrinhu,1285,boleto,mobile,email,nao,nao,cor,8,4.2,10,113,nao,,
VIT-00198,04-19-2025,Curitiba,pr,C398,calcado,produto_193,158.62,50.42,visualizou,1423,pix,desktop,ads,nao,nao,tamanho,10,5.0,1,48,sim,procesado,
VIT-00199,2025-03-24,São Paulo,SP,C387,roupa,produto_156,236.55,42.34,visualizou,314,boleto,desktop,email,nao,nao,tamanho,24,2.7,5,74,sim,,
VIT-00200,11/01/2025,Salvador,BA,C102,calcado,produto_32,536.16,0.56,pagamento,1812,cartao,desktop,email,nao,nao,qualidade,10,1.8,7,100,nao,ok,
VIT-00201,data_invalida,Uberlândia,MG,C376,roupaa,produto_155,"344,54",46.63,carrinhu,1028,pix,mobile,organico,sim,nao,cor,7,2.1,4,95,sim,ok,
VIT-00202,2025-05-01,São Paulo,sp,C37,roupaa,produto_29,739.7,77.64,carrinhu,1237,pix,mobile,email,nao,nao,qualidade,15,1.7,8,110,sim,ok,
VIT-00203,2025-10-08,Uberlândia,mg,C71,roupa,produto_15,593.39,64.87,carrinhu,1944,boleto,desktop,organico,nao,nao,,19,1.4,4,38,nao,ok,
VIT-00204,09-12-2025,Uberlândia,mg,C231,calcado,produto_69,341.83,12.96,carrinhu,613,,desktop,organico,sim,nao,,20,4.9,8,61,nao,ok,
VIT-00205,2025-10-04,Curitiba,PR,C341,roupaa,produto_44,"421,9",34.22,pagamento,525,,desktop,organico,nao,nao,,30,4.4,1,2,sim,ok,
VIT-00206,08-18-2025,Curitiba,PR,C217,roupaa,produto_2,660.95,62.42,carrinhu,1204,boleto,desktop,email,nao,nao,qualidade,10,1.6,1,71,sim,procesado,
VIT-00207,2025-03-22,São Paulo,sp,C305,roupaa,produto_48,516.61,40.4,visualizou,1404,boleto,desktop,email,sim,nao,,18,1.9,10,89,nao,procesado,
VIT-00208,2025-06-20,Curitiba,pr,C400,roupaa,produto_58,617.78,3.41,carrinhu,517,cartao,mobile,ads,nao,nao,,1,3.6,9,44,sim,procesado,
VIT-00209,data_invalida,Uberlândia,mg,C326,roupaa,produto_97,125.46,65.82,carrinhu,1405,boleto,mobile,email,nao,nao,cor,4,1.6,1,84,sim,ok,
VIT-00210,2025-08-01,São Paulo,sp,C263,roupaa,produto_10,711.8,9.92,carrinhu,855,cartao,desktop,organico,sim,nao,cor,2,2.5,3,43,nao,,
VIT-00211,03-11-2025,São Paulo,SP,C406,roupaa,produto_21,533.5,48.85,carrinhu,859,cartao,mobile,email,sim,nao,cor,8,3.1,3,68,sim,procesado,
VIT-00212,06-28-2025,Uberlândia,mg,C452,roupaa,produto_19,"709,62",67.76,carrinhu,436,,desktop,organico,sim,nao,qualidade,6,4.6,3,118,sim,procesado,
VIT-00213,10/04/2025,Uberlândia,MG,C134,roupaa,produto_193,596.88,27.44,carrinhu,375,,mobile,email,nao,nao,cor,8,2.6,4,48,nao,procesado,
VIT-00214,08/02/2025,Uberlândia,mg,C301,lifestyle,produto_9,"650,87",50.57,carrinhu,536,,desktop,ads,sim,sim,cor,7,3.5,4,99,sim,ok,
VIT-00215,2025-07-19,São Paulo,SP,C490,calcado,produto_128,632.29,26.83,carrinhu,1180,pix,mobile,email,nao,nao,qualidade,15,2.3,0,90,sim,,
VIT-00216,2025-01-16,Curitiba,PR,C343,roupaa,produto_10,"446,46",50.05,carrinhu,1489,cartao,mobile,organico,nao,nao,tamanho,22,1.6,4,24,nao,ok,
VIT-00217,2025-08-11,Curitiba,PR,C130,roupaa,produto_158,569.45,74.93,carrinhu,173,,mobile,ads,nao,nao,cor,4,2.0,8,14,sim,ok,
VIT-00218,2025-10-16,São Paulo,sp,C469,acessorio,produto_170,186.87,25.51,carrinhu,1337,pix,desktop,ads,sim,nao,qualidade,17,3.0,9,78,nao,,
VIT-00219,2025-07-21,Curitiba,PR,C160,roupaa,produto_35,148.71,17.96,carrinhu,1745,cartao,mobile,email,nao,nao,cor,11,2.9,9,80,sim,,
VIT-00220,2025-05-15,Curitiba,pr,C29,calcado,produto_29,494.25,1.15,carrinhu,461,pix,desktop,email,sim,nao,qualidade,19,4.2,5,52,nao,,
VIT-00221,2025-05-20,Curitiba,PR,C68,roupa,produto_8,795.19,55.15,carrinho,385,boleto,mobile,organico,sim,nao,qualidade,5,4.8,7,30,sim,,
VIT-00222,2025-03-15,Salvador,ba,C191,roupaa,produto_156,621.1,11.12,carrinho,1753,,desktop,email,nao,nao,cor,25,4.2,2,6,sim,procesado,
VIT-00223,2025-03-15,Uberlândia,MG,C295,roupaa,produto_106,"442,26",33.97,pagamento,1842,,mobile,organico,sim,nao,,13,2.5,7,91,nao,ok,
VIT-00224,2025-03-13,Uberlândia,MG,C330,roupa,produto_190,"381,52",43.83,carrinhu,1273,,mobile,email,sim,nao,,12,3.3,6,87,sim,ok,
VIT-00225,07-27-2025,Salvador,BA,C390,lifestyle,produto_112,403.72,55.53,carrinhu,649,,desktop,organico,sim,nao,qualidade,6,2.4,8,89,nao,procesado,
VIT-00226,2025-06-20,Curitiba,PR,C369,calcado,produto_156,271.19,74.14,carrinhu,410,cartao,mobile,organico,sim,nao,qualidade,2,4.9,5,64,sim,procesado,
VIT-00227,07-30-2025,Salvador,ba,C291,roupaa,produto_85,188.8,3.75,compra,18,pix,desktop,ads,sim,nao,cor,17,1.3,10,43,sim,,
VIT-00228,2025-07-01,Curitiba,pr,C225,calcado,produto_29,"708,66",56.65,carrinho,1474,boleto,mobile,organico,sim,nao,qualidade,18,2.7,9,109,nao,ok,
VIT-00229,2025-01-18,Curitiba,PR,C131,roupaa,produto_89,799.03,79.41,carrinhu,898,,desktop,ads,sim,sim,,8,2.2,3,3,sim,ok,
VIT-00230,2025-04-20,Uberlândia,mg,C141,calcado,produto_122,520.12,62.47,carrinhu,1876,pix,desktop,email,nao,nao,,20,2.8,7,69,nao,,
VIT-00231,2025-06-05,Salvador,ba,C181,roupa,produto_76,"237,63",40.95,carrinhu,1232,cartao,mobile,email,nao,nao,,14,4.2,4,71,nao,procesado,
VIT-00232,2025-06-23,Uberlândia,MG,C161,calcado,produto_148,120.71,52.56,carrinho,717,boleto,desktop,organico,nao,nao,cor,17,4.8,4,86,nao,,
VIT-00233,2025-04-17,Curitiba,PR,C97,roupaa,produto_39,"555,51",50.59,carrinhu,484,,mobile,organico,nao,nao,tamanho,14,2.4,4,66,nao,ok,
VIT-00234,data_invalida,São Paulo,SP,C44,roupaa,produto_80,425.49,29.29,pagamento,1412,,desktop,ads,sim,sim,cor,14,4.5,5,18,nao,procesado,
VIT-00235,2025-05-25,Uberlândia,MG,C487,roupa,produto_64,124.03,38.44,carrinhu,1274,pix,mobile,ads,sim,nao,qualidade,16,1.1,1,37,sim,ok,
VIT-00236,2025-01-12,Salvador,ba,C311,acessorio,produto_130,157.09,65.39,carrinhu,756,,desktop,ads,sim,sim,qualidade,3,2.2,7,6,nao,ok,
VIT-00237,2025-10-13,Curitiba,PR,C392,roupa,produto_160,656.63,69.53,carrinhu,555,pix,mobile,ads,sim,nao,cor,3,1.3,1,3,sim,,
VIT-00238,2025-02-13,Uberlândia,MG,C12,roupaa,produto_132,546.64,13.17,visualizou,982,cartao,mobile,organico,nao,nao,,5,3.8,8,79,nao,procesado,
VIT-00239,2025-10-25,Uberlândia,mg,C80,calcado,produto_34,520.2,16.04,carrinhu,290,,mobile,organico,sim,nao,qualidade,28,4.0,5,40,nao,procesado,
VIT-00240,2025-06-07,Salvador,ba,C404,lifestyle,produto_131,615.09,48.92,carrinhu,160,,desktop,organico,sim,nao,tamanho,22,4.3,6,28,nao,,
VIT-00241,2025-05-15,Uberlândia,mg,C250,roupa,produto_172,347.58,79.66,carrinhu,1292,boleto,mobile,organico,sim,nao,cor,19,3.4,1,17,sim,,
VIT-00242,2025-07-29,Salvador,BA,C387,roupa,produto_92,392.61,54.4,pagamento,966,cartao,desktop,email,sim,nao,cor,24,4.3,4,67,nao,,
VIT-00243,2025-03-02,São Paulo,SP,C353,roupaa,produto_40,187.25,57.39,carrinhu,1158,cartao,mobile,email,sim,nao,cor,8,3.4,6,70,nao,,
VIT-00244,2025-06-20,Uberlândia,MG,C386,roupa,produto_155,173.55,17.47,carrinho,1480,,mobile,email,sim,nao,tamanho,29,2.6,2,27,sim,ok,
VIT-00245,2025-03-22,Salvador,BA,C101,roupaa,produto_169,"483,99",1.34,carrinhu,301,boleto,desktop,organico,sim,nao,cor,27,1.7,8,16,sim,,
VIT-00246,02/01/2025,São Paulo,SP,C208,roupaa,produto_9,535.21,2.86,carrinhu,1629,cartao,desktop,ads,nao,nao,cor,1,3.6,5,77,nao,procesado,
VIT-00247,2025-07-15,Salvador,BA,C498,roupa,produto_19,545.64,36.51,carrinho,789,boleto,desktop,email,sim,nao,cor,1,1.8,5,91,nao,,
VIT-00248,21/08/2025,São Paulo,SP,C136,roupa,produto_98,62.1,62.91,compra,1867,,mobile,email,sim,nao,qualidade,29,3.4,5,68,sim,ok,
VIT-00249,2025-09-30,Curitiba,PR,C296,roupaa,produto_20,63.21,51.21,pagamento,128,cartao,desktop,ads,nao,nao,tamanho,8,4.6,4,15,nao,,
VIT-00250,2025-04-19,São Paulo,sp,C438,roupa,produto_170,287.24,39.87,pagamento,1009,pix,mobile,email,sim,nao,tamanho,3,3.7,6,93,sim,procesado,
VIT-00251,2025-04-04,Salvador,BA,C481,roupaa,produto_128,490.4,22.52,carrinhu,277,cartao,desktop,email,sim,nao,tamanho,19,4.6,9,89,nao,procesado,
VIT-00252,2025-04-15,Salvador,BA,C466,roupaa,produto_182,639.96,8.01,carrinhu,30,boleto,desktop,organico,sim,nao,tamanho,17,4.2,6,35,sim,ok,
VIT-00253,2025-06-05,Curitiba,pr,C374,acessorio,produto_109,"251,44",58.88,pagamento,1161,boleto,mobile,email,sim,nao,,27,1.7,10,102,sim,ok,
VIT-00254,10-04-2025,Salvador,ba,C374,calcado,produto_127,454.72,64.56,carrinhu,1206,pix,mobile,ads,nao,nao,tamanho,7,2.9,10,46,sim,,
VIT-00255,2025-07-08,São Paulo,SP,C287,calcado,produto_72,96.65,77.1,carrinhu,1377,cartao,desktop,email,sim,nao,cor,6,3.3,4,102,sim,procesado,
VIT-00256,2025-03-20,Curitiba,PR,C484,roupa,produto_150,641.17,66.73,pagamento,664,boleto,desktop,ads,nao,nao,cor,11,4.6,0,12,sim,procesado,
VIT-00257,2025-08-09,São Paulo,SP,C196,roupaa,produto_67,700.2,57.59,carrinho,1723,boleto,mobile,organico,sim,nao,qualidade,12,4.6,6,89,nao,ok,
VIT-00258,2025-04-12,São Paulo,SP,C255,roupaa,produto_68,490.43,50.28,pagamento,442,cartao,desktop,organico,sim,nao,cor,5,1.5,0,111,sim,,
VIT-00259,29/08/2025,Uberlândia,MG,C462,roupa,produto_93,471.42,32.74,carrinhu,920,pix,mobile,email,nao,nao,tamanho,23,1.3,2,95,sim,ok,
VIT-00260,2025-01-08,Uberlândia,MG,C233,roupaa,produto_37,476.25,43.61,visualizou,122,boleto,desktop,ads,nao,nao,cor,5,4.1,9,14,nao,ok,
VIT-00261,2025-03-01,Uberlândia,mg,C41,roupaa,produto_113,431.22,41.78,carrinhu,1725,,mobile,organico,nao,nao,cor,16,2.7,3,76,sim,,
VIT-00262,2025-05-24,São Paulo,sp,C445,lifestyle,produto_175,546.51,22.89,carrinho,190,cartao,mobile,organico,sim,nao,qualidade,30,4.7,5,47,sim,procesado,
VIT-00263,2025-09-22,São Paulo,sp,C389,calcado,produto_1,"225,49",37.34,visualizou,48,boleto,mobile,email,nao,nao,qualidade,19,2.0,2,4,sim,ok,
VIT-00264,2025-07-23,Uberlândia,MG,C192,calcado,produto_26,407.99,71.61,carrinhu,819,,desktop,organico,sim,sim,,5,2.8,10,32,sim,ok,
VIT-00265,2025-03-04,São Paulo,SP,C56,acessorio,produto_103,472.12,32.39,visualizou,1491,,desktop,ads,nao,nao,qualidade,1,3.0,5,52,sim,ok,
VIT-00266,2025-10-19,Salvador,ba,C476,roupaa,produto_148,475.11,15.24,carrinho,1656,boleto,mobile,email,nao,nao,cor,23,4.6,7,13,nao,procesado,
VIT-00267,2025-04-11,Salvador,BA,C119,roupa,produto_75,241.63,33.8,compra,1877,pix,mobile,ads,sim,sim,,18,1.2,0,38,sim,ok,
VIT-00268,2025-07-31,São Paulo,SP,C316,roupaa,produto_34,"789,91",66.13,pagamento,1943,pix,mobile,email,sim,nao,cor,2,4.4,4,106,nao,ok,
VIT-00269,2025-01-23,Salvador,ba,C375,lifestyle,produto_176,"240,03",33.67,carrinhu,992,boleto,desktop,email,nao,nao,tamanho,13,2.1,2,40,nao,,
VIT-00270,2025-05-31,Uberlândia,MG,C146,roupaa,produto_118,170.39,72.05,compra,511,pix,desktop,ads,sim,nao,tamanho,1,1.4,2,44,nao,procesado,
VIT-00271,2025-07-17,Uberlândia,mg,C24,roupaa,produto_158,659.05,47.14,carrinhu,273,boleto,desktop,organico,sim,nao,cor,2,1.5,7,21,nao,,
VIT-00272,2025-01-23,Curitiba,PR,C469,roupa,produto_81,719.76,57.72,carrinhu,485,cartao,desktop,organico,sim,nao,tamanho,3,4.2,0,47,nao,procesado,
VIT-00273,31/01/2025,Salvador,BA,C331,roupa,produto_71,283.85,4.83,carrinhu,1667,boleto,mobile,ads,nao,nao,cor,4,2.8,4,71,sim,ok,
VIT-00274,2025-03-16,Uberlândia,MG,C420,lifestyle,produto_24,"198,9",34.01,carrinhu,76,boleto,mobile,ads,sim,nao,qualidade,7,2.5,7,92,nao,ok,
VIT-00275,07-01-2025,Uberlândia,MG,C477,roupaa,produto_153,"724,86",55.8,carrinhu,1068,cartao,mobile,ads,sim,sim,tamanho,14,5.0,3,110,sim,,
VIT-00276,2025-06-29,São Paulo,sp,C338,roupaa,produto_77,585.65,32.37,pagamento,1179,pix,desktop,email,nao,nao,,5,1.5,3,65,sim,,
VIT-00277,2025-08-25,Curitiba,PR,C415,roupaa,produto_194,"281,89",5.41,visualizou,950,cartao,desktop,email,sim,nao,tamanho,3,1.9,7,40,sim,procesado,
VIT-00278,2025-04-23,Salvador,BA,C311,calcado,produto_52,"442,88",39.31,carrinhu,1984,pix,desktop,organico,sim,nao,tamanho,18,1.1,2,89,sim,ok,
VIT-00279,2025-05-01,Curitiba,pr,C411,roupa,produto_187,431.69,55.44,compra,259,pix,desktop,email,sim,nao,,11,2.9,8,69,sim,,
VIT-00280,2025-07-21,Uberlândia,mg,C278,roupa,produto_1,"128,14",68.98,visualizou,813,,desktop,ads,sim,nao,tamanho,14,3.7,1,80,sim,procesado,
VIT-00281,data_invalida,Salvador,ba,C415,roupa,produto_192,790.06,78.65,compra,708,pix,mobile,organico,sim,sim,cor,12,3.7,4,64,nao,procesado,
VIT-00282,2025-01-13,Curitiba,pr,C253,roupaa,produto_23,"694,32",37.47,compra,1328,,desktop,organico,sim,nao,cor,13,3.2,7,29,sim,procesado,
VIT-00283,02-01-2025,São Paulo,sp,C217,calcado,produto_193,"173,42",29.75,carrinhu,755,boleto,desktop,ads,sim,nao,qualidade,6,3.0,8,22,nao,procesado,
VIT-00284,2025-06-14,Curitiba,PR,C394,calcado,produto_146,635.47,13.09,carrinhu,1287,cartao,desktop,ads,sim,sim,qualidade,2,2.3,9,87,sim,,
VIT-00285,2025-10-02,Curitiba,PR,C369,roupaa,produto_77,593.71,39.87,compra,1656,,desktop,email,sim,sim,qualidade,13,3.4,4,72,sim,ok,
VIT-00286,data_invalida,Uberlândia,mg,C18,roupaa,produto_9,"523,99",70.09,carrinhu,367,,mobile,ads,sim,nao,qualidade,7,4.4,10,111,nao,,
VIT-00287,2025-05-13,Uberlândia,mg,C471,roupaa,produto_177,618.41,31.81,visualizou,139,boleto,desktop,ads,sim,nao,cor,21,1.8,0,67,sim,ok,
VIT-00288,2025-10-27,Curitiba,pr,C45,calcado,produto_118,"764,25",66.35,compra,335,,desktop,ads,sim,nao,,5,5.0,2,95,sim,ok,
VIT-00289,03/01/2025,Uberlândia,MG,C431,roupaa,produto_163,"51,47",16.68,carrinhu,1265,pix,mobile,ads,sim,sim,qualidade,13,3.6,1,118,nao,procesado,
VIT-00290,2025-08-26,Uberlândia,MG,C360,calcado,produto_8,743.44,0.12,carrinho,1942,,desktop,organico,sim,sim,,6,4.7,0,17,nao,,
VIT-00291,27/07/2025,Curitiba,PR,C335,roupaa,produto_196,392.35,21.22,carrinho,389,boleto,mobile,email,nao,nao,,7,4.1,2,98,nao,ok,
VIT-00292,2025-04-01,Salvador,ba,C240,roupaa,produto_53,631.57,38.71,pagamento,1007,cartao,desktop,ads,nao,nao,,3,2.7,8,54,nao,procesado,
VIT-00293,12/02/2025,Salvador,BA,C261,roupaa,produto_72,403.59,5.18,carrinhu,881,pix,mobile,organico,sim,nao,tamanho,30,1.3,5,23,nao,ok,
VIT-00294,2025-05-04,Salvador,BA,C435,roupaa,produto_95,320.76,33.2,visualizou,1762,cartao,mobile,email,sim,nao,cor,28,4.7,1,76,sim,,
VIT-00295,2025-09-18,São Paulo,SP,C69,calcado,produto_18,117.09,60.29,carrinhu,1486,boleto,mobile,email,sim,sim,,14,4.5,0,14,nao,ok,
VIT-00296,09-04-2025,Uberlândia,mg,C348,roupaa,produto_170,725.74,63.29,compra,603,boleto,mobile,email,sim,nao,qualidade,13,3.1,4,51,nao,procesado,
VIT-00297,data_invalida,Salvador,BA,C332,roupaa,produto_167,154.11,16.29,carrinhu,852,,desktop,email,nao,nao,tamanho,10,3.2,8,25,sim,,
VIT-00298,2025-04-03,São Paulo,SP,C260,roupaa,produto_48,"647,32",45.17,carrinhu,703,boleto,desktop,ads,sim,sim,qualidade,25,3.6,5,76,nao,,
VIT-00299,2025-03-27,Uberlândia,MG,C25,calcado,produto_54,157.88,48.7,carrinho,256,boleto,desktop,organico,nao,nao,cor,30,1.9,10,41,nao,ok,
VIT-00300,data_invalida,Salvador,ba,C141,roupaa,produto_16,256.07,27.08,carrinhu,512,,desktop,ads,sim,nao,cor,18,1.9,6,52,nao,,
VIT-00301,2025-10-09,Uberlândia,MG,C355,roupaa,produto_181,"406,86",7.23,carrinhu,1314,,mobile,organico,nao,nao,cor,11,4.6,7,85,nao,ok,
VIT-00302,2025-03-14,Uberlândia,mg,C316,roupa,produto_61,391.59,15.87,carrinhu,1937,,desktop,email,sim,sim,qualidade,28,3.8,2,63,nao,ok,
VIT-00303,2025-10-09,São Paulo,SP,C359,roupa,produto_7,262.39,61.26,carrinhu,93,pix,mobile,ads,sim,nao,qualidade,11,4.1,10,63,nao,,
VIT-00304,2025-02-02,São Paulo,SP,C106,roupaa,produto_176,"252,56",53.16,compra,380,boleto,desktop,ads,sim,nao,,16,3.9,3,14,nao,ok,
VIT-00305,2025-04-02,São Paulo,SP,C45,roupa,produto_194,593.3,64.49,visualizou,328,pix,mobile,ads,sim,sim,cor,17,3.0,7,10,nao,,
VIT-00306,2025-09-16,São Paulo,SP,C44,roupaa,produto_126,361.49,46.38,carrinhu,729,,mobile,ads,sim,nao,,11,3.0,0,63,nao,procesado,
VIT-00307,2025-03-11,Salvador,BA,C403,roupaa,produto_144,735.96,7.98,pagamento,1456,boleto,desktop,email,sim,nao,tamanho,29,1.7,7,111,nao,,
VIT-00308,2025-08-14,Curitiba,pr,C287,roupaa,produto_93,126.83,8.99,carrinhu,487,,mobile,email,sim,sim,cor,9,3.6,0,55,sim,,
VIT-00309,2025-01-02,Uberlândia,MG,C402,roupaa,produto_75,398.06,73.48,carrinhu,798,pix,mobile,organico,nao,nao,,5,1.6,9,62,nao,ok,
VIT-00310,data_invalida,Uberlândia,mg,C344,roupaa,produto_97,356.49,42.67,visualizou,1774,boleto,desktop,email,sim,nao,cor,18,4.6,6,31,sim,ok,
VIT-00311,2025-10-11,Uberlândia,MG,C248,roupaa,produto_183,764.2,38.1,carrinhu,1741,cartao,mobile,email,nao,nao,,16,4.0,8,100,nao,ok,
VIT-00312,2025-10-04,Uberlândia,mg,C366,roupa,produto_97,528.28,61.63,visualizou,1734,boleto,desktop,email,sim,nao,,23,1.2,1,86,nao,procesado,
VIT-00313,2025-07-18,Salvador,BA,C340,roupaa,produto_53,626.2,78.25,carrinhu,1063,boleto,desktop,email,sim,nao,qualidade,2,3.3,9,107,nao,procesado,
VIT-00314,2025-04-25,Salvador,ba,C450,roupaa,produto_187,67.94,25.6,pagamento,782,boleto,mobile,email,nao,nao,cor,18,1.2,3,6,sim,ok,
