registro_id,data_pedido,cidade,uf,canal,tipo_pedido,cliente_id,frequencia_cliente_mes,dias_desde_ultimo_pedido,ticket_medio,prato,categoria_prato,quantidade_produzida,quantidade_vendida,custo_prato,preco_prato,tempo_entrega_min,avaliacao,dia_semana,hora,clima,promocao_ativa,status_pedido,observacao
SAB-00161,2025-08-02,São Paulo,SP,app,delivery,C56,4,8,23.83,lasanha,acompanhamento,57,35,25.49,68.24,16,2.6,segunda,22,chuva,sim,procesado,
SAB-00162,2025-07-10,São Paulo,SP,app,local,C11,3,37,"53,93",feijao,massa,73,73,26.91,66.44,11,3.7,sexta,20,chuva,,cancelado,
SAB-00163,27/01/2025,São Paulo,sp,ifood,local,C342,1,0,38.0,carne_assada,vegetariano,119,116,11.17,17.4,37,3.3,quinta,21,nublado,sim,cancelado,
SAB-00164,2025-02-02,São Paulo,SP,local,local,C99,3,35,30.35,salada,acompanhamento,118,107,22.99,48.77,17,5.0,sabado,13,nublado,sim,,
SAB-00165,2025-02-15,São Paulo,SP,app,local,C491,9,14,58.02,salada,massa,56,54,9.95,24.62,52,4.8,quarta,22,chuva,nao,finalizado,
SAB-00166,2025-09-30,São Paulo,sp,app,local,C149,4,12,46.91,feijao,vegetariano,74,54,10.17,21.65,40,2.1,sabado,20,nublado,nao,,
SAB-00167,07-26-2025,São Paulo,SP,app,local,C29,2,46,59.39,frango_grelhado,proteina,67,24,17.37,29.79,35,1.4,segunda,17,nublado,nao,,
SAB-00168,2025-03-14,São Paulo,sp,app,local,C392,4,30,30.54,feijao,proteina,50,4,6.45,14.06,22,1.4,sabado,20,sol,,procesado,
SAB-00169,data_invalida,São Paulo,SP,ifood,delivery,C268,7,54,50.61,carne_assada,acompanhamento,27,8,21.52,38.99,62,2.3,sexta,17,chuva,sim,procesado,
SAB-00170,2025-07-04,São Paulo,SP,ifood,delivery,C318,6,0,"38,31",frango_grelhado,vegetariano,31,7,7.11,12.27,38,2.2,quarta,15,sol,nao,,
SAB-00171,14/07/2025,São Paulo,sp,ifood,local,C355,1,9,39.41,frango_grelhado,acompanhamento,72,53,21.92,55.9,41,4.2,terça,18,nublado,nao,finalizado,
SAB-00172,2025-02-15,São Paulo,SP,ifood,delivery,C82,9,60,25.13,lasanha,massa,92,77,26.85,80.02,35,3.7,quarta,10,sol,,,
SAB-00173,2025-02-23,São Paulo,sp,ifood,delivery,C322,9,10,20.81,carne_assada,massa,51,50,16.57,31.16,37,1.2,terça,11,sol,nao,cancelado,
SAB-00174,2025-07-11,São Paulo,sp,ifood,local,C38,6,8,41.98,lasanha,acompanhamento,30,5,6.27,13.28,30,3.6,terça,18,sol,,procesado,
SAB-00175,2025-05-06,São Paulo,sp,app,local,C24,6,51,24.61,salada,vegetariano,104,25,16.7,39.25,30,3.4,domingo,14,chuva,,cancelado,
SAB-00176,10-22-2025,São Paulo,SP,app,delivery,C397,6,54,30.44,salada,vegetariano,98,11,11.61,32.43,79,3.4,terça,21,sol,nao,finalizado,
SAB-00177,data_invalida,São Paulo,sp,app,local,C246,4,10,57.11,salada,proteina,96,16,28.7,52.31,43,3.9,quinta,15,nublado,sim,,
SAB-00178,2025-08-03,São Paulo,sp,ifood,delivery,C272,2,49,73.72,salada,vegetariano,18,16,9.25,23.86,72,3.3,quinta,14,nublado,,procesado,
SAB-00179,24/07/2025,São Paulo,SP,app,local,C360,6,45,25.87,feijao,proteina,69,10,27.86,61.05,19,1.7,domingo,22,chuva,,,
SAB-00180,data_invalida,São Paulo,sp,local,local,C306,4,24,32.75,carne_assada,acompanhamento,78,26,12.13,20.63,39,3.2,quinta,22,nublado,,finalizado,
SAB-00181,2025-09-01,São Paulo,sp,ifood,delivery,C312,7,6,25.48,feijao,massa,13,8,21.44,59.82,80,3.9,quinta,19,sol,sim,procesado,
SAB-00182,2025-04-12,São Paulo,SP,ifood,local,C402,8,47,31.46,salada,acompanhamento,100,21,10.26,15.94,44,3.0,terça,14,chuva,,,
SAB-00183,2025-07-26,São Paulo,sp,app,delivery,C393,5,52,30.71,feijao,massa,35,25,21.34,59.37,68,2.9,domingo,10,chuva,,,
SAB-00184,2025-08-14,São Paulo,SP,app,delivery,C408,5,55,25.12,salada,vegetariano,87,39,14.98,25.03,48,3.9,sexta,19,sol,sim,finalizado,
SAB-00185,2025-10-10,São Paulo,SP,app,local,C198,2,12,72.31,lasanha,acompanhamento,35,6,19.92,40.77,68,3.3,domingo,21,chuva,nao,finalizado,
SAB-00186,2025-02-01,São Paulo,SP,local,delivery,C425,4,58,56.48,arroz,acompanhamento,73,41,21.71,61.77,75,3.1,terça,15,nublado,nao,,
SAB-00187,2025-03-10,São Paulo,sp,ifood,delivery,C377,8,60,32.75,salada,acompanhamento,79,29,21.54,46.76,56,1.3,quinta,19,chuva,sim,cancelado,
SAB-00188,2025-01-04,São Paulo,sp,local,delivery,C117,0,52,"50,7",feijao,acompanhamento,31,22,10.04,27.32,12,2.3,domingo,17,sol,,finalizado,
SAB-00189,2025-01-31,São Paulo,sp,local,local,C102,3,16,79.7,lasanha,vegetariano,99,1,13.33,36.5,56,4.4,terça,18,sol,nao,cancelado,
SAB-00190,2025-07-02,São Paulo,SP,ifood,delivery,C32,6,17,67.13,frango_grelhado,massa,34,28,24.12,52.3,63,2.2,terça,15,chuva,sim,,
SAB-00191,2025-08-21,São Paulo,SP,ifood,local,C225,5,13,50.69,arroz,proteina,23,14,15.31,26.1,32,4.6,terça,19,chuva,,,
SAB-00192,2025-03-15,São Paulo,SP,local,delivery,C23,7,27,"41,34",lasanha,massa,21,20,17.36,47.59,58,1.9,sabado,22,chuva,sim,finalizado,
SAB-00193,2025-05-20,São Paulo,sp,app,delivery,C187,1,17,"35,99",feijao,proteina,70,41,10.31,26.42,42,2.9,quinta,19,chuva,,finalizado,
SAB-00194,2025-02-10,São Paulo,sp,local,delivery,C108,1,27,46.11,feijao,acompanhamento,107,7,19.78,49.52,12,2.6,domingo,18,sol,nao,,
SAB-00195,2025-03-15,São Paulo,sp,ifood,local,C2,12,15,68.02,frango_grelhado,vegetariano,11,0,9.48,24.48,79,1.6,domingo,16,chuva,sim,finalizado,
SAB-00196,08/06/2025,São Paulo,sp,ifood,local,C92,5,54,46.5,carne_assada,acompanhamento,91,6,28.02,63.51,84,3.7,quinta,13,nublado,,cancelado,
SAB-00197,2025-08-16,São Paulo,sp,ifood,delivery,C60,4,24,67.51,salada,acompanhamento,82,2,10.99,24.97,72,2.4,domingo,14,sol,sim,procesado,
SAB-00198,2025-02-18,São Paulo,sp,app,delivery,C118,1,14,55.3,arroz,vegetariano,111,76,14.29,39.96,61,2.3,quarta,15,chuva,nao,procesado,
SAB-00199,data_invalida,São Paulo,SP,app,local,C357,8,39,75.12,feijao,vegetariano,54,54,22.37,46.91,54,4.7,terça,10,nublado,sim,procesado,
SAB-00200,2025-08-11,São Paulo,sp,app,delivery,C349,2,49,55.95,arroz,massa,79,45,29.6,45.13,25,3.1,quarta,14,chuva,sim,cancelado,
SAB-00201,2025-06-27,São Paulo,sp,local,delivery,C420,7,43,54.3,carne_assada,acompanhamento,49,42,9.03,16.38,75,3.7,segunda,22,sol,nao,,
SAB-00202,2025-04-30,São Paulo,sp,app,delivery,C9,0,49,73.91,salada,acompanhamento,108,104,9.36,22.68,83,3.2,segunda,12,sol,sim,cancelado,
SAB-00203,2025-09-14,São Paulo,SP,app,local,C10,8,27,54.44,arroz,vegetariano,76,55,23.17,56.15,76,2.8,domingo,15,sol,nao,cancelado,
SAB-00204,2025-10-05,São Paulo,sp,ifood,delivery,C441,1,19,"60,51",carne_assada,vegetariano,97,55,6.09,12.32,53,4.9,quarta,10,chuva,sim,,
SAB-00205,2025-07-09,São Paulo,sp,local,delivery,C334,4,52,49.41,frango_grelhado,vegetariano,103,12,26.87,58.28,35,2.1,quinta,20,chuva,nao,,
SAB-00206,2025-07-09,São Paulo,SP,ifood,local,C318,6,23,35.74,frango_grelhado,massa,62,50,11.71,29.62,11,4.7,sabado,18,chuva,,cancelado,
SAB-00207,2025-08-25,São Paulo,SP,local,local,C271,5,23,"63,89",lasanha,vegetariano,103,62,16.29,43.04,30,3.4,quinta,14,sol,nao,finalizado,
SAB-00208,2025-09-02,São Paulo,sp,app,delivery,C318,8,20,78.84,lasanha,acompanhamento,86,11,8.9,14.46,50,1.0,sexta,12,nublado,nao,procesado,
SAB-00209,2025-08-13,São Paulo,SP,app,delivery,C364,9,22,23.48,carne_assada,proteina,107,11,16.62,30.18,47,2.7,quinta,10,chuva,,procesado,
SAB-00210,2025-07-18,São Paulo,sp,ifood,delivery,C79,4,23,68.15,salada,acompanhamento,54,15,14.97,42.18,83,1.9,sabado,15,sol,nao,,
SAB-00211,2025-06-05,São Paulo,SP,local,delivery,C396,8,28,70.57,arroz,massa,85,10,7.21,11.13,88,4.0,quarta,10,chuva,nao,finalizado,
SAB-00212,2025-07-16,São Paulo,sp,app,delivery,C33,4,4,"37,43",arroz,vegetariano,53,39,27.89,78.41,87,1.6,terça,10,sol,sim,procesado,
SAB-00213,2025-02-19,São Paulo,sp,app,delivery,C310,5,40,55.27,salada,vegetariano,49,0,18.44,30.15,30,4.1,quinta,17,nublado,,,
SAB-00214,2025-03-24,São Paulo,SP,app,delivery,C208,6,9,20.82,frango_grelhado,acompanhamento,25,0,16.79,36.68,36,3.3,sexta,16,sol,sim,cancelado,
SAB-00215,07-25-2025,São Paulo,sp,ifood,delivery,C10,10,41,48.67,salada,vegetariano,95,59,19.94,40.68,85,2.7,sabado,13,nublado,,cancelado,
SAB-00216,2025-04-01,São Paulo,sp,local,local,C344,7,24,37.74,lasanha,acompanhamento,41,8,15.6,38.05,32,1.6,quinta,20,nublado,nao,,
SAB-00217,2025-04-15,São Paulo,sp,ifood,delivery,C268,5,18,75.07,frango_grelhado,proteina,57,53,19.63,53.62,16,3.1,terça,16,sol,nao,finalizado,
SAB-00218,09/07/2025,São Paulo,sp,ifood,delivery,C387,6,8,"77,71",salada,proteina,34,0,23.44,43.4,14,1.7,sabado,13,chuva,nao,cancelado,
SAB-00219,2025-09-09,São Paulo,SP,app,delivery,C469,10,54,20.89,frango_grelhado,acompanhamento,47,46,23.91,60.81,64,4.4,quinta,17,chuva,sim,procesado,
SAB-00220,2025-07-24,São Paulo,sp,app,local,C30,3,37,35.23,lasanha,acompanhamento,61,60,9.85,22.56,38,2.6,quinta,17,sol,,,
SAB-00221,2025-02-12,São Paulo,SP,ifood,delivery,C380,3,40,78.11,lasanha,acompanhamento,67,52,11.15,21.49,40,3.6,sabado,22,chuva,sim,cancelado,
SAB-00222,2025-09-19,São Paulo,SP,ifood,delivery,C290,8,47,77.88,arroz,proteina,97,25,6.26,16.19,83,2.8,segunda,13,nublado,nao,cancelado,
SAB-00223,2025-07-30,São Paulo,SP,ifood,local,C439,7,45,45.02,frango_grelhado,proteina,18,17,16.96,50.6,24,4.8,segunda,14,nublado,sim,finalizado,
SAB-00224,07/08/2025,São Paulo,sp,ifood,local,C109,3,29,44.47,feijao,vegetariano,105,25,17.9,30.03,15,4.2,terça,16,nublado,sim,procesado,
SAB-00225,2025-06-12,São Paulo,sp,app,local,C16,5,6,42.32,lasanha,proteina,114,13,24.41,57.65,49,4.3,terça,15,sol,nao,procesado,
SAB-00226,2025-01-30,São Paulo,sp,ifood,delivery,C85,0,12,42.22,salada,proteina,87,58,6.83,11.8,37,1.4,segunda,22,sol,nao,cancelado,
SAB-00227,15/04/2025,São Paulo,SP,ifood,local,C437,11,31,65.18,carne_assada,vegetariano,11,11,7.18,18.87,33,4.0,sabado,20,sol,,finalizado,
SAB-00228,2025-01-12,São Paulo,sp,app,delivery,C436,2,56,26.01,lasanha,acompanhamento,77,32,28.74,49.52,28,4.4,domingo,10,nublado,,,
SAB-00229,12/01/2025,São Paulo,sp,local,local,C266,9,20,30.33,carne_assada,proteina,100,60,18.51,45.34,44,2.3,terça,10,nublado,sim,finalizado,
SAB-00230,2025-08-19,São Paulo,sp,app,delivery,C189,9,18,25.6,arroz,massa,15,5,17.27,46.8,18,4.2,sabado,14,nublado,sim,,
SAB-00231,2025-07-29,São Paulo,SP,local,delivery,C354,8,23,55.15,lasanha,massa,103,101,29.37,69.54,42,3.9,quarta,21,chuva,,procesado,
SAB-00232,2025-04-19,São Paulo,sp,local,delivery,C76,8,22,60.25,feijao,proteina,53,1,25.5,39.12,82,2.8,domingo,22,sol,,finalizado,
SAB-00233,2025-02-06,São Paulo,sp,ifood,local,C112,6,39,44.02,arroz,vegetariano,55,24,29.24,64.4,18,1.7,segunda,21,chuva,nao,finalizado,
SAB-00234,2025-05-30,São Paulo,sp,ifood,local,C313,0,30,46.42,lasanha,vegetariano,85,58,12.06,25.64,71,4.0,terça,20,chuva,sim,,
SAB-00235,2025-02-12,São Paulo,sp,local,local,C475,3,29,65.65,frango_grelhado,vegetariano,14,14,16.05,27.0,52,2.1,quarta,21,nublado,,cancelado,
SAB-00236,2025-07-20,São Paulo,SP,local,local,C409,4,5,63.11,lasanha,proteina,55,22,29.73,80.43,48,2.7,segunda,14,nublado,,,
SAB-00237,2025-09-02,São Paulo,SP,app,local,C463,5,14,56.91,carne_assada,acompanhamento,87,28,25.88,65.78,60,1.6,terça,15,sol,,,
SAB-00238,2025-03-31,São Paulo,sp,ifood,delivery,C214,5,54,27.95,carne_assada,acompanhamento,119,50,25.66,42.51,28,3.5,segunda,22,sol,sim,,
SAB-00239,17/02/2025,São Paulo,SP,app,local,C184,3,31,72.95,lasanha,acompanhamento,13,9,10.02,21.3,33,2.7,quarta,18,sol,sim,cancelado,
SAB-00240,2025-08-27,São Paulo,SP,ifood,delivery,C139,8,14,41.98,salada,acompanhamento,57,39,25.16,66.86,86,3.6,sabado,22,chuva,nao,procesado,
SAB-00241,24/05/2025,São Paulo,SP,app,local,C425,3,55,41.79,arroz,proteina,39,19,6.1,14.49,68,2.7,sexta,21,sol,sim,cancelado,
SAB-00242,2025-03-31,São Paulo,sp,ifood,delivery,C382,5,12,59.84,feijao,acompanhamento,18,17,7.39,12.22,11,3.4,quarta,12,nublado,nao,cancelado,
SAB-00243,2025-01-14,São Paulo,SP,local,local,C129,1,35,62.63,salada,massa,15,5,24.1,64.62,60,1.7,domingo,10,nublado,nao,,
SAB-00244,2025-10-25,São Paulo,SP,ifood,delivery,C34,4,0,"23,26",salada,massa,21,12,13.42,33.9,20,3.3,quinta,16,sol,sim,,
SAB-00245,02-02-2025,São Paulo,sp,app,local,C99,9,11,75.98,salada,proteina,32,15,25.05,68.12,83,3.4,sexta,13,nublado,,cancelado,
SAB-00246,2025-06-13,São Paulo,SP,local,local,C464,5,50,43.65,feijao,massa,91,38,9.71,16.67,86,2.9,sexta,14,nublado,sim,finalizado,
SAB-00247,2025-01-15,São Paulo,sp,app,delivery,C122,7,11,"23,45",arroz,vegetariano,88,18,10.17,26.64,23,4.8,sexta,18,nublado,,procesado,
SAB-00248,09/04/2025,São Paulo,sp,app,local,C141,5,22,75.81,frango_grelhado,vegetariano,107,6,21.5,61.36,79,2.0,sexta,20,nublado,nao,finalizado,
SAB-00249,2025-08-13,São Paulo,SP,ifood,delivery,C394,8,52,36.3,carne_assada,vegetariano,49,8,16.4,40.13,15,4.4,terça,14,sol,nao,cancelado,
SAB-00250,data_invalida,São Paulo,sp,local,delivery,C42,3,13,46.53,salada,acompanhamento,65,30,21.44,54.22,63,2.4,terça,18,nublado,sim,cancelado,
SAB-00251,2025-08-08,São Paulo,SP,local,delivery,C95,7,48,21.76,arroz,proteina,86,71,24.58,66.49,47,3.7,sexta,21,nublado,sim,cancelado,
SAB-00252,09-01-2025,São Paulo,sp,app,delivery,C412,3,25,72.67,salada,proteina,49,2,19.53,35.95,54,2.7,sexta,15,chuva,sim,finalizado,
SAB-00253,2025-07-24,São Paulo,SP,app,delivery,C455,4,59,"55,92",carne_assada,massa,114,75,23.91,58.41,68,3.7,segunda,17,nublado,sim,procesado,
SAB-00254,2025-07-25,São Paulo,sp,app,delivery,C464,0,12,"38,93",lasanha,massa,116,71,22.11,35.33,27,3.4,terça,20,chuva,sim,cancelado,
SAB-00255,2025-10-22,São Paulo,SP,app,delivery,C137,7,11,"23,64",feijao,vegetariano,95,16,12.44,34.44,10,1.5,segunda,19,nublado,sim,finalizado,
SAB-00256,2025-09-14,São Paulo,SP,app,delivery,C383,7,6,40.57,carne_assada,acompanhamento,54,17,23.35,56.75,30,4.6,quinta,17,nublado,sim,,
SAB-00257,25/04/2025,São Paulo,SP,app,local,C72,7,34,38.91,arroz,acompanhamento,29,19,15.43,25.41,87,4.9,quinta,16,chuva,sim,cancelado,
SAB-00258,2025-09-10,São Paulo,SP,app,local,C486,4,15,44.12,salada,vegetariano,32,2,10.71,29.64,13,3.7,domingo,19,chuva,sim,procesado,
SAB-00259,2025-05-13,São Paulo,sp,ifood,local,C292,5,28,25.79,carne_assada,acompanhamento,27,17,13.86,25.76,76,4.9,domingo,14,chuva,nao,finalizado,
SAB-00260,09-23-2025,São Paulo,SP,app,local,C267,5,48,73.99,lasanha,proteina,46,46,7.45,20.85,25,1.7,quarta,15,chuva,,,
SAB-00261,2025-08-08,São Paulo,sp,ifood,delivery,C386,1,59,78.86,frango_grelhado,proteina,94,50,9.44,16.14,26,1.6,domingo,14,nublado,nao,cancelado,
SAB-00262,2025-09-01,São Paulo,SP,app,delivery,C230,3,58,59.56,lasanha,proteina,63,42,5.73,13.5,25,4.8,sabado,13,nublado,nao,cancelado,
SAB-00263,2025-07-14,São Paulo,SP,ifood,local,C443,4,60,66.67,salada,massa,78,46,17.86,30.3,78,3.5,sexta,18,sol,nao,cancelado,
SAB-00264,2025-03-10,São Paulo,sp,ifood,local,C167,4,13,65.63,lasanha,massa,86,7,27.38,67.23,13,2.8,quinta,20,sol,,procesado,
SAB-00265,2025-06-14,São Paulo,sp,app,local,C205,6,32,"49,47",arroz,proteina,10,10,21.04,55.9,59,4.2,terça,20,nublado,,cancelado,
SAB-00266,10/04/2025,São Paulo,sp,app,delivery,C428,6,23,39.59,carne_assada,massa,77,29,13.17,27.22,56,1.3,sabado,17,sol,sim,finalizado,
SAB-00267,08-31-2025,São Paulo,SP,app,delivery,C320,2,32,26.14,carne_assada,vegetariano,68,35,19.68,57.57,88,3.0,domingo,14,sol,sim,cancelado,
SAB-00268,2025-01-19,São Paulo,SP,ifood,delivery,C309,9,53,33.88,feijao,vegetariano,105,100,9.39,26.84,73,4.5,quarta,13,sol,nao,procesado,
SAB-00269,2025-09-22,São Paulo,SP,app,local,C418,4,15,57.97,salada,vegetariano,108,74,8.97,14.6,26,3.4,terça,11,nublado,,cancelado,
SAB-00270,2025-09-17,São Paulo,SP,ifood,local,C173,1,19,71.67,arroz,vegetariano,24,5,21.76,51.38,75,4.9,quarta,12,sol,sim,procesado,
SAB-00271,08-23-2025,São Paulo,sp,ifood,local,C273,8,11,"77,15",feijao,massa,21,16,21.14,33.83,59,3.4,sexta,17,nublado,nao,,
SAB-00272,2025-04-26,São Paulo,sp,app,delivery,C422,4,19,55.99,feijao,acompanhamento,55,27,7.23,12.22,17,2.1,domingo,13,sol,sim,procesado,
SAB-00273,2025-06-14,São Paulo,sp,ifood,delivery,C289,7,53,77.54,salada,vegetariano,112,11,25.2,51.57,40,1.3,terça,18,nublado,sim,,
SAB-00274,2025-05-23,São Paulo,SP,app,delivery,C290,5,31,50.03,salada,proteina,11,4,27.61,76.55,54,3.1,quinta,16,nublado,sim,cancelado,
SAB-00275,2025-04-15,São Paulo,SP,ifood,delivery,C123,7,26,66.42,feijao,vegetariano,93,32,15.81,47.09,53,2.5,segunda,18,chuva,sim,procesado,
SAB-00276,2025-10-08,São Paulo,SP,ifood,delivery,C307,7,55,48.48,arroz,proteina,82,80,19.14,45.11,27,3.2,segunda,17,nublado,,finalizado,
SAB-00277,26/10/2025,São Paulo,SP,ifood,local,C411,1,24,46.21,feijao,acompanhamento,19,7,21.42,41.05,50,3.8,quinta,17,sol,sim,finalizado,
SAB-00278,2025-10-22,São Paulo,sp,local,local,C277,2,48,53.28,arroz,acompanhamento,98,67,23.98,42.49,63,2.4,sabado,17,chuva,sim,procesado,
SAB-00279,data_invalida,São Paulo,sp,local,delivery,C174,4,36,63.01,arroz,vegetariano,56,16,25.37,44.29,64,3.8,segunda,22,chuva,,cancelado,
SAB-00280,2025-09-09,São Paulo,sp,app,local,C225,3,58,65.25,feijao,proteina,61,31,16.94,41.24,45,3.5,terça,14,chuva,sim,finalizado,
SAB-00281,data_invalida,São Paulo,sp,ifood,delivery,C424,4,19,"46,96",lasanha,proteina,59,9,24.8,48.08,14,3.5,quinta,18,sol,sim,,
SAB-00282,2025-01-13,São Paulo,SP,ifood,delivery,C497,2,7,49.49,carne_assada,proteina,41,31,12.37,36.08,82,1.3,terça,21,nublado,nao,procesado,
SAB-00283,2025-04-04,São Paulo,SP,ifood,delivery,C361,7,23,54.98,salada,vegetariano,14,5,14.35,40.33,77,2.8,quarta,14,chuva,,procesado,
SAB-00284,2025-01-24,São Paulo,SP,app,delivery,C88,0,3,37.2,lasanha,vegetariano,53,8,13.01,35.72,12,3.3,sabado,16,chuva,,procesado,
SAB-00285,10-26-2025,São Paulo,SP,app,local,C488,7,53,60.28,salada,proteina,119,103,18.73,43.15,73,1.3,quinta,22,nublado,sim,,
SAB-00286,2025-10-07,São Paulo,SP,ifood,local,C170,0,0,41.02,carne_assada,massa,112,65,8.89,19.38,47,2.2,segunda,12,chuva,nao,procesado,
SAB-00287,03-16-2025,São Paulo,sp,app,local,C335,1,4,64.9,lasanha,massa,114,62,9.95,18.63,65,3.7,terça,19,sol,sim,procesado,
SAB-00288,2025-03-04,São Paulo,sp,local,local,C120,4,60,45.66,salada,vegetariano,83,63,25.38,63.46,12,2.2,domingo,11,nublado,,cancelado,
SAB-00289,2025-02-22,São Paulo,SP,ifood,local,C466,2,27,"32,71",feijao,vegetariano,27,19,13.53,33.59,17,1.4,sexta,13,chuva,sim,procesado,
SAB-00290,2025-02-12,São Paulo,sp,ifood,delivery,C179,5,57,59.42,arroz,vegetariano,116,58,26.32,75.51,56,2.6,sabado,22,nublado,sim,finalizado,
SAB-00291,2025-09-16,São Paulo,sp,ifood,delivery,C438,2,15,41.16,lasanha,proteina,11,3,18.77,50.58,59,3.7,sabado,10,sol,sim,cancelado,
SAB-00292,2025-03-06,São Paulo,SP,app,local,C146,1,57,67.99,arroz,proteina,78,63,18.04,39.93,16,1.3,segunda,19,sol,sim,,
SAB-00293,2025-09-01,São Paulo,SP,local,local,C294,1,17,78.27,lasanha,proteina,19,17,25.16,63.96,81,1.3,sabado,15,nublado,nao,cancelado,
SAB-00294,2025-01-05,São Paulo,sp,ifood,local,C195,7,55,40.63,carne_assada,proteina,94,25,14.19,31.31,52,1.3,terça,12,nublado,,cancelado,
SAB-00295,28/03/2025,São Paulo,SP,ifood,delivery,C156,4,36,"67,06",frango_grelhado,proteina,38,35,11.19,28.65,22,5.0,domingo,22,sol,sim,finalizado,
SAB-00296,data_invalida,São Paulo,SP,ifood,local,C495,2,24,37.66,arroz,acompanhamento,99,59,15.99,38.38,47,3.8,sabado,20,chuva,nao,finalizado,
SAB-00297,2025-04-16,São Paulo,sp,ifood,delivery,C458,6,25,62.79,salada,massa,103,14,11.64,24.49,26,2.9,terça,11,nublado,nao,,
SAB-00298,2025-08-07,São Paulo,sp,local,delivery,C134,0,34,58.41,lasanha,massa,81,28,18.0,47.71,18,1.4,domingo,18,chuva,,,
SAB-00299,03/08/2025,São Paulo,sp,app,local,C273,3,36,46.9,feijao,acompanhamento,28,8,25.27,64.64,73,4.1,quarta,22,nublado,nao,procesado,
SAB-00300,2025-01-05,São Paulo,sp,ifood,local,C339,4,1,41.25,frango_grelhado,massa,96,48,20.81,49.54,35,4.0,segunda,22,chuva,sim,finalizado,
SAB-00301,2025-04-25,São Paulo,SP,app,local,C431,5,46,42.71,feijao,acompanhamento,22,12,8.73,18.75,40,4.6,terça,16,nublado,nao,procesado,
SAB-00302,2025-06-07,São Paulo,sp,app,delivery,C251,6,60,23.07,lasanha,acompanhamento,72,66,9.87,19.72,82,3.8,domingo,10,nublado,,finalizado,
SAB-00303,2025-02-21,São Paulo,sp,app,local,C401,2,7,62.26,salada,acompanhamento,103,83,21.74,48.69,71,1.8,segunda,10,nublado,nao,,
SAB-00304,2025-09-30,São Paulo,SP,app,delivery,C169,0,31,22.59,feijao,massa,53,13,6.62,10.21,17,1.9,domingo,11,chuva,sim,,
SAB-00305,2025-08-01,São Paulo,sp,app,delivery,C97,11,51,38.16,feijao,massa,84,7,10.03,23.72,20,4.5,terça,11,sol,nao,cancelado,
SAB-00306,2025-10-01,São Paulo,SP,ifood,local,C185,3,5,28.07,frango_grelhado,acompanhamento,66,33,11.84,18.39,17,1.1,segunda,16,nublado,,finalizado,
SAB-00307,2025-03-23,São Paulo,sp,local,delivery,C343,5,53,"57,37",salada,proteina,99,23,15.3,44.34,90,2.8,domingo,16,nublado,nao,finalizado,
SAB-00308,21/08/2025,São Paulo,SP,app,local,C289,4,48,71.23,frango_grelhado,acompanhamento,99,70,26.74,71.71,64,2.6,sabado,11,nublado,nao,,
SAB-00309,2025-08-17,São Paulo,sp,ifood,delivery,C346,3,20,55.01,arroz,massa,20,9,17.59,49.57,14,2.9,domingo,16,sol,sim,,
SAB-00310,2025-02-26,São Paulo,SP,ifood,delivery,C139,8,4,23.1,lasanha,vegetariano,107,78,25.63,67.65,15,2.7,segunda,20,sol,nao,,
SAB-00311,2025-08-15,São Paulo,sp,app,delivery,C166,9,22,30.3,salada,acompanhamento,50,43,25.0,69.69,86,1.6,domingo,21,sol,sim,,
SAB-00312,22/03/2025,São Paulo,SP,app,local,C418,8,7,26.42,feijao,vegetariano,104,74,15.78,29.31,84,4.0,sabado,11,chuva,sim,cancelado,
SAB-00313,data_invalida,São Paulo,sp,ifood,delivery,C284,6,53,58.43,frango_grelhado,proteina,120,90,18.01,49.83,29,1.6,quinta,13,sol,sim,procesado,
SAB-00314,2025-06-01,São Paulo,SP,app,local,C6,1,31,53.79,lasanha,vegetariano,63,37,24.95,57.22,18,1.6,sabado,17,sol,sim,cancelado,
SAB-00315,2025-08-18,São Paulo,sp,app,local,C49,11,53,42.43,lasanha,acompanhamento,88,10,12.5,20.52,86,3.1,terça,20,nublado,,finalizado,
SAB-00316,2025-05-01,São Paulo,SP,ifood,local,C445,2,32,57.25,salada,acompanhamento,56,31,6.76,14.47,67,1.6,terça,13,nublado,nao,,
SAB-00317,data_invalida,São Paulo,SP,ifood,delivery,C197,5,49,58.58,arroz,vegetariano,78,1,10.21,28.67,55,4.1,quarta,22,chuva,nao,procesado,
SAB-00318,2025-04-02,São Paulo,SP,local,local,C179,4,55,27.41,frango_grelhado,proteina,99,0,26.76,65.16,22,2.1,quarta,14,sol,nao,cancelado,
SAB-00319,09-12-2025,São Paulo,SP,ifood,delivery,C187,3,14,75.55,feijao,acompanhamento,116,66,23.43,46.27,52,3.7,terça,16,sol,sim,finalizado,
SAB-00320,2025-07-14,São Paulo,sp,local,local,C460,4,33,66.92,feijao,acompanhamento,76,18,27.61,70.11,17,2.2,quarta,17,chuva,sim,,
SAB-00321,2025-10-25,São Paulo,sp,ifood,delivery,C486,1,7,56.76,frango_grelhado,proteina,36,7,22.35,35.13,12,3.2,sexta,14,sol,,finalizado,
SAB-00322,2025-05-09,São Paulo,SP,app,local,C161,12,6,31.08,lasanha,proteina,117,62,5.67,10.89,17,2.8,sabado,17,chuva,,,
SAB-00323,2025-02-23,São Paulo,sp,ifood,delivery,C454,6,29,63.89,lasanha,proteina,38,10,6.94,10.43,41,3.7,quinta,17,sol,,cancelado,
