registro_id,data,ativo,setor,preco,volume,pl,roe,dy,volatilidade,perfil_usuario,rentabilidade_usuario,benchmark_ibov,taxa_operacao,recomendacao_ia,status_operacao,observacao
INV-00194,2025-08-27,VALE3,industria,10.62,220472,27.56,28.74,6.86,4.41,conservador,17.46,7.58,1.2,vend,cancelado,
INV-00195,2025-08-31,MGLU3,industria,155.63,172211,30.39,8.88,2.7,1.06,conservador,16.45,-4.08,1.27,vend,cancelado,
INV-00196,2025-02-28,MGLU3,varejo,197.8,396504,7.47,21.08,8.05,4.88,conservador,9.88,14.96,4.56,manter,procesado,
INV-00197,2025-03-03,PETR4,energia,175.32,56756,13.16,14.0,4.74,3.1,conservador,-17.31,12.67,4.91,manter,procesado,
INV-00198,2025-07-24,ABEV3,mineracao,"76,35",22582,23.52,8.05,5.96,1.09,conservador,22.34,10.49,3.8,compra,procesado,
INV-00199,2025-10-10,MGLU3,mineracao,197.48,270783,34.18,26.94,4.82,4.91,agressivo,23.82,0.76,4.31,manter,procesado,
INV-00200,2025-06-19,ITUB4,banco,166.38,381469,31.98,21.0,9.56,0.57,agressivo,21.27,7.05,0.7,vend,executado,
INV-00201,2025-08-01,VALE3,banco,"120,3",68062,7.97,18.16,3.57,3.4,moderado,22.65,-9.2,4.66,compra,procesado,
INV-00202,2025-09-24,MGLU3,varejo,145.91,77485,19.45,17.81,2.83,3.4,conservador,3.52,11.03,1.94,manter,executado,
INV-00203,2025-02-21,VALE3,banco,53.87,324003,32.15,29.72,6.24,0.67,agressivo,0.25,-6.38,3.03,venda,cancelado,
INV-00204,2025-02-04,PETR4,banco,96.94,51704,35.66,10.81,3.92,1.01,conservador,-11.11,2.65,3.8,comprar,cancelado,
INV-00205,2025-02-19,MGLU3,varejo,146.91,262956,8.09,5.12,4.44,2.28,conservador,18.91,5.98,0.57,venda,cancelado,
INV-00206,2025-06-03,PETR4,banco,150.62,335906,26.21,15.02,2.83,0.96,conservador,12.17,-3.71,1.87,compra,procesado,
INV-00207,2025-08-07,PETR4,mineracao,80.72,465724,30.9,20.49,2.62,0.83,conservador,15.86,3.17,0.48,vend,executado,
INV-00208,2025-03-31,ABEV3,industria,20.96,495819,20.26,28.14,6.75,4.43,conservador,17.08,-2.12,1.23,vend,pendente,
INV-00209,10/01/2025,MGLU3,industria,"179,47",303523,23.0,13.33,8.04,1.75,agressivo,14.11,9.8,2.58,manter,procesado,
INV-00210,2025-01-25,WEGE3,energia,22.77,220720,35.31,19.26,5.42,4.4,conservador,2.73,3.58,0.42,comprar,pendente,
INV-00211,2025-02-15,VALE3,banco,94.5,144087,5.02,11.77,9.43,2.76,moderado,17.86,-9.09,0.53,compra,cancelado,
INV-00212,2025-02-15,MGLU3,varejo,105.81,41624,10.27,25.95,6.96,0.75,conservador,24.62,14.63,1.01,venda,cancelado,
INV-00213,2025-10-15,MGLU3,mineracao,30.29,62467,7.73,7.53,0.09,4.71,conservador,-13.96,1.55,4.05,compra,pendente,
INV-00214,2025-05-14,VALE3,varejo,133.97,15518,39.8,25.94,4.85,4.99,agressivo,-13.87,13.14,2.17,manter,cancelado,
INV-00215,2025-08-01,PETR4,banco,150.88,433284,22.32,13.03,8.69,2.33,conservador,-16.52,8.8,2.63,comprar,procesado,
INV-00216,2025-04-08,WEGE3,banco,"176,36",173224,7.31,17.34,4.53,3.97,agressivo,-3.67,-0.37,0.64,compra,pendente,
INV-00217,2025-06-14,PETR4,banco,116.98,15268,13.67,10.07,8.64,1.91,conservador,12.49,-4.58,4.47,manter,executado,
INV-00218,2025-09-17,PETR4,industria,66.45,44439,21.05,14.71,9.67,4.99,conservador,8.71,6.17,3.53,manter,executado,
INV-00219,2025-05-12,BBDC4,mineracao,"170,33",155144,20.32,9.61,4.55,2.16,moderado,17.74,2.13,4.48,compra,procesado,
INV-00220,2025-04-13,BBDC4,banco,"94,78",487931,16.57,7.24,8.16,2.61,moderado,-14.69,12.83,1.06,vend,executado,
INV-00221,19/04/2025,ITUB4,industria,17.87,496476,30.39,11.03,1.8,1.01,moderado,18.62,1.69,4.97,venda,cancelado,
INV-00222,22/07/2025,PETR4,mineracao,175.76,193596,5.96,28.14,6.44,3.42,moderado,-13.28,-0.32,2.05,comprar,pendente,
INV-00223,2025-03-09,BBDC4,banco,68.83,19582,26.18,16.69,6.34,4.19,conservador,7.1,-2.47,1.53,comprar,procesado,
INV-00224,2025-01-02,MGLU3,mineracao,138.61,399780,25.43,13.54,6.22,1.55,agressivo,-4.0,-9.37,2.02,venda,pendente,
INV-00225,2025-02-12,VALE3,mineracao,172.75,405547,5.75,13.64,7.85,1.61,moderado,9.89,9.02,3.35,compra,pendente,
INV-00226,2025-08-11,VALE3,industria,141.44,461134,14.28,14.92,5.17,1.57,conservador,8.08,-5.47,0.07,comprar,pendente,
INV-00227,2025-01-03,PETR4,industria,146.95,174460,21.14,19.17,9.69,4.45,moderado,-10.79,5.39,0.21,manter,cancelado,
INV-00228,11/07/2025,BBDC4,banco,149.38,283291,16.17,19.34,3.21,2.23,moderado,9.9,8.82,0.47,venda,executado,
INV-00229,18/02/2025,WEGE3,mineracao,"99,49",292744,27.09,16.07,6.65,2.94,conservador,23.66,-9.57,1.98,compra,procesado,
INV-00230,2025-10-08,MGLU3,mineracao,108.13,313881,27.34,15.64,4.01,0.87,conservador,-0.41,-0.9,3.53,compra,cancelado,
INV-00231,2025-02-06,ABEV3,banco,174.6,354268,27.57,11.54,4.21,1.69,conservador,0.37,0.29,3.25,vend,executado,
INV-00232,2025-05-15,PETR4,varejo,112.66,287258,19.15,23.32,3.27,1.71,moderado,-12.98,-5.96,3.36,venda,executado,
INV-00233,2025-08-15,ABEV3,industria,17.36,402630,18.34,19.4,9.89,2.56,conservador,-9.95,5.23,0.44,comprar,procesado,
INV-00234,2025-04-22,MGLU3,banco,38.13,186787,10.62,9.6,2.45,3.15,conservador,14.04,5.04,0.5,compra,cancelado,
INV-00235,2025-03-27,PETR4,energia,118.63,358801,32.92,17.78,0.81,3.46,moderado,-6.23,12.84,3.51,compra,cancelado,
INV-00236,2025-03-10,ITUB4,mineracao,"5,85",350123,7.37,21.01,5.68,0.96,moderado,9.45,4.61,1.25,venda,pendente,
INV-00237,2025-05-04,ITUB4,mineracao,95.04,14761,32.31,22.4,4.91,2.91,conservador,-11.03,7.12,0.31,vend,cancelado,
INV-00238,2025-05-11,ABEV3,industria,187.81,140366,26.24,24.03,0.34,0.58,agressivo,-15.75,-0.47,3.56,manter,executado,
INV-00239,2025-02-20,ABEV3,energia,43.25,61275,23.69,20.08,9.87,2.68,conservador,-3.77,10.55,3.96,vend,executado,
INV-00240,2025-09-20,VALE3,industria,"35,13",453376,18.6,18.38,1.92,3.06,conservador,0.55,2.24,0.64,venda,cancelado,
INV-00241,2025-03-07,WEGE3,energia,175.27,173748,37.75,22.23,5.12,3.29,conservador,-6.94,-9.8,1.22,manter,executado,
INV-00242,2025-02-04,BBDC4,energia,"12,14",384258,34.07,18.72,6.2,3.14,agressivo,10.94,-9.67,0.54,venda,procesado,
INV-00243,2025-09-21,BBDC4,energia,157.2,470177,23.75,11.81,5.9,4.01,conservador,-8.83,-2.92,2.54,manter,cancelado,
INV-00244,02/07/2025,MGLU3,varejo,49.53,369967,38.83,23.64,1.8,1.88,conservador,-2.85,10.82,2.87,venda,executado,
INV-00245,2025-03-04,MGLU3,energia,83.82,98521,22.18,11.31,9.52,1.4,conservador,6.36,-8.2,2.62,venda,pendente,
INV-00246,2025-06-10,WEGE3,energia,79.05,397118,15.04,5.29,3.03,4.22,moderado,-5.69,14.5,4.81,vend,procesado,
INV-00247,2025-01-24,BBDC4,industria,56.62,57779,26.66,8.53,9.14,0.57,conservador,-1.94,12.6,3.53,comprar,pendente,
INV-00248,data_invalida,MGLU3,mineracao,"187,97",164987,24.38,18.58,5.35,0.79,agressivo,-9.59,12.64,1.08,vend,pendente,
INV-00249,2025-05-15,ABEV3,banco,119.87,136919,26.44,18.49,2.51,0.98,moderado,16.05,-8.58,1.58,venda,pendente,
INV-00250,02/06/2025,ABEV3,energia,"22,57",275570,14.34,21.48,4.7,2.27,moderado,-11.29,-2.52,3.23,comprar,pendente,
INV-00251,04-03-2025,VALE3,energia,36.53,382216,13.11,20.5,4.15,1.6,moderado,-17.64,-0.59,3.56,venda,cancelado,
INV-00252,2025-05-30,BBDC4,mineracao,"62,77",473653,36.75,9.34,3.93,4.41,conservador,-4.2,5.42,1.4,compra,cancelado,
INV-00253,09-07-2025,WEGE3,banco,63.96,341983,20.69,8.11,8.83,0.92,conservador,-18.34,-8.62,4.63,comprar,pendente,
INV-00254,2025-08-05,ABEV3,mineracao,140.63,2056,7.87,7.99,1.75,2.14,agressivo,-5.55,3.66,1.1,comprar,executado,
INV-00255,2025-08-07,ITUB4,banco,90.6,275834,35.96,9.47,7.36,2.42,moderado,-14.09,1.89,1.06,venda,cancelado,
INV-00256,21/05/2025,BBDC4,mineracao,38.59,98534,33.66,6.87,7.68,3.4,conservador,2.56,-5.77,4.35,compra,cancelado,
INV-00257,2025-01-10,PETR4,mineracao,105.99,10524,23.92,6.5,1.09,3.3,conservador,2.13,10.98,3.69,comprar,pendente,
INV-00258,2025-08-17,PETR4,varejo,158.81,133741,13.43,21.03,6.21,3.13,conservador,-12.9,-4.87,3.11,vend,executado,
INV-00259,2025-07-05,VALE3,varejo,"78,07",165222,25.31,16.34,3.62,3.59,moderado,11.21,4.73,2.11,vend,procesado,
INV-00260,2025-10-02,WEGE3,industria,30.13,385042,38.4,10.31,1.87,3.39,agressivo,5.48,1.65,2.72,comprar,pendente,
INV-00261,2025-10-27,ABEV3,varejo,113.05,7761,14.2,19.26,0.22,1.04,agressivo,-14.95,5.97,4.88,comprar,pendente,
INV-00262,2025-04-05,BBDC4,varejo,67.85,446347,19.21,11.03,7.38,4.64,moderado,-5.64,2.65,3.03,venda,procesado,
INV-00263,10-22-2025,MGLU3,industria,125.42,30245,33.39,19.99,7.12,2.14,conservador,-5.69,2.65,2.91,venda,procesado,
INV-00264,2025-05-11,VALE3,varejo,60.81,222388,14.73,19.09,0.75,1.37,conservador,5.38,-6.5,3.09,manter,cancelado,
INV-00265,2025-07-30,VALE3,energia,97.5,439927,31.13,22.06,1.42,4.29,conservador,0.14,-1.87,4.68,comprar,procesado,
INV-00266,06-11-2025,WEGE3,industria,64.45,177740,19.47,19.81,1.45,2.2,conservador,14.3,-3.81,4.2,comprar,pendente,
INV-00267,23/07/2025,BBDC4,varejo,102.06,291567,25.41,24.35,4.16,3.96,conservador,-2.66,-0.24,4.73,venda,executado,
INV-00268,2025-10-17,BBDC4,energia,71.0,68567,7.29,27.8,7.47,3.18,conservador,-19.81,3.35,3.63,compra,pendente,
INV-00269,2025-04-08,BBDC4,mineracao,109.7,193444,6.85,28.73,1.97,1.19,agressivo,-15.45,8.3,3.27,vend,executado,
INV-00270,08-10-2025,BBDC4,mineracao,"127,98",245975,10.7,24.29,0.56,1.55,moderado,-12.66,13.62,0.19,compra,executado,
INV-00271,2025-01-14,PETR4,banco,184.18,77456,5.26,9.59,5.36,0.52,agressivo,11.91,-7.76,1.59,venda,procesado,
INV-00272,data_invalida,BBDC4,varejo,35.42,415552,11.49,29.66,2.65,1.25,conservador,11.15,-3.8,0.2,vend,executado,
INV-00273,2025-04-20,MGLU3,mineracao,189.26,196926,21.15,18.23,8.2,0.63,conservador,9.14,13.24,4.2,venda,pendente,
INV-00274,2025-09-27,PETR4,mineracao,"104,97",334139,37.69,21.15,5.81,2.39,conservador,-13.76,-3.43,0.12,venda,executado,
INV-00275,2025-06-03,BBDC4,varejo,88.38,221855,18.44,25.29,8.29,2.96,conservador,8.6,7.94,4.1,vend,pendente,
INV-00276,2025-10-16,BBDC4,varejo,106.12,40601,12.82,12.84,5.01,2.13,conservador,-6.56,0.16,3.91,comprar,executado,
INV-00277,2025-02-02,ITUB4,energia,14.17,454117,28.76,26.31,4.73,1.2,conservador,-4.53,-9.51,3.07,vend,cancelado,
INV-00278,2025-09-01,ITUB4,varejo,156.69,367330,15.62,12.74,2.22,3.53,agressivo,20.51,6.21,4.75,manter,cancelado,
INV-00279,30/09/2025,PETR4,banco,150.91,398153,5.02,8.5,3.67,4.38,conservador,10.77,-8.19,1.83,venda,cancelado,
INV-00280,2025-04-25,ITUB4,banco,"82,53",160672,7.46,21.07,1.08,3.56,conservador,8.89,12.15,2.12,compra,cancelado,
INV-00281,2025-02-22,VALE3,energia,"198,69",497291,18.14,5.52,8.33,3.09,moderado,10.42,-7.71,4.27,manter,executado,
INV-00282,2025-05-21,MGLU3,industria,"116,23",35603,8.66,23.26,8.38,2.85,moderado,-0.13,1.06,1.47,compra,cancelado,
INV-00283,2025-08-23,MGLU3,banco,185.22,387804,17.36,21.08,4.0,1.58,agressivo,2.57,-4.87,3.65,comprar,pendente,
INV-00284,data_invalida,WEGE3,industria,147.17,16749,17.84,13.31,4.52,2.37,agressivo,1.71,-5.45,3.62,comprar,cancelado,
INV-00285,12/01/2025,PETR4,varejo,13.92,143806,15.51,24.59,7.83,1.01,agressivo,0.31,-6.61,3.69,venda,executado,
INV-00286,2025-07-17,ITUB4,mineracao,60.02,437099,24.61,18.22,0.72,3.18,conservador,23.79,6.62,0.06,comprar,procesado,
INV-00287,26/08/2025,PETR4,banco,74.73,100774,8.23,24.99,1.27,0.92,agressivo,-19.78,-2.29,3.94,compra,executado,
INV-00288,2025-05-15,BBDC4,industria,30.09,67086,35.02,13.73,0.46,3.63,moderado,6.35,6.04,4.28,manter,pendente,
INV-00289,2025-09-15,ABEV3,banco,29.14,453673,11.04,18.59,0.48,3.32,agressivo,3.42,14.74,2.55,venda,procesado,
INV-00290,data_invalida,BBDC4,banco,21.24,23895,34.8,6.14,5.77,2.52,agressivo,5.93,-7.34,4.65,vend,procesado,
INV-00291,06-16-2025,MGLU3,industria,"100,61",158759,29.08,21.53,8.83,2.54,conservador,0.14,12.1,3.13,manter,procesado,
INV-00292,2025-04-07,WEGE3,banco,150.3,136593,35.03,17.15,6.79,1.97,agressivo,21.55,-4.74,4.11,manter,pendente,
INV-00293,2025-08-19,VALE3,banco,141.94,158487,13.54,12.16,4.45,2.13,conservador,-9.15,0.6,1.45,vend,cancelado,
INV-00294,06-23-2025,MGLU3,banco,8.1,29453,33.26,11.64,8.99,3.3,conservador,10.7,8.95,3.71,manter,executado,
INV-00295,2025-10-08,PETR4,energia,"42,64",434039,6.24,23.78,8.19,4.02,agressivo,13.62,0.29,1.43,compra,procesado,
INV-00296,2025-01-03,BBDC4,energia,59.25,60559,25.06,26.79,6.32,4.35,conservador,15.71,-2.1,3.1,comprar,procesado,
INV-00297,05-16-2025,PETR4,mineracao,123.82,470768,14.42,26.65,0.1,2.29,conservador,-4.27,-5.54,0.69,comprar,cancelado,
INV-00298,2025-04-03,MGLU3,mineracao,152.65,349946,35.77,11.48,3.22,4.86,conservador,-9.66,-9.88,0.44,manter,procesado,
INV-00299,2025-05-28,BBDC4,industria,124.47,7596,9.29,18.8,5.61,2.6,moderado,-6.34,-0.77,1.37,vend,procesado,
INV-00300,08/10/2025,WEGE3,mineracao,67.28,120977,13.69,20.59,5.4,3.75,moderado,0.08,3.81,3.84,compra,cancelado,
INV-00301,31/08/2025,PETR4,mineracao,168.08,27528,9.49,8.34,4.58,1.09,conservador,9.5,6.65,2.04,vend,procesado,
INV-00302,10-14-2025,VALE3,banco,131.34,376562,36.16,16.29,0.58,1.13,conservador,21.84,0.49,2.86,vend,executado,
INV-00303,15/01/2025,ITUB4,energia,"22,95",46944,39.68,11.7,5.72,4.69,moderado,22.6,3.86,0.29,manter,cancelado,
INV-00304,2025-10-04,ABEV3,industria,185.69,294981,27.61,18.58,9.13,2.84,moderado,-16.62,11.2,1.89,compra,cancelado,
INV-00305,2025-06-30,ITUB4,industria,"15,17",393365,34.82,9.52,2.41,2.54,conservador,-11.26,-0.63,0.32,venda,cancelado,
INV-00306,2025-05-12,ITUB4,mineracao,104.72,378454,17.74,5.75,5.3,1.24,moderado,-5.34,-4.5,4.4,vend,pendente,
INV-00307,08-19-2025,ABEV3,energia,161.95,266081,18.07,7.18,0.04,1.66,agressivo,13.36,6.88,3.16,manter,procesado,
INV-00308,2025-04-09,WEGE3,banco,89.87,343968,22.31,14.69,8.96,3.07,moderado,-18.65,-8.01,4.73,comprar,executado,
INV-00309,2025-05-27,WEGE3,banco,"97,76",256255,39.2,12.67,3.01,3.18,conservador,22.27,4.37,2.87,vend,cancelado,
INV-00310,2025-08-04,ITUB4,industria,155.95,64481,31.57,18.0,2.69,1.27,conservador,10.41,-0.37,1.76,vend,pendente,
INV-00311,2025-05-01,PETR4,energia,187.39,120090,23.7,29.95,7.7,3.36,moderado,22.58,-6.81,0.85,compra,pendente,
INV-00312,2025-08-07,MGLU3,varejo,73.35,117051,16.34,6.48,1.19,4.12,conservador,16.76,6.15,0.72,venda,procesado,
INV-00313,2025-06-18,WEGE3,energia,157.66,293614,26.2,17.13,8.66,3.77,agressivo,-15.64,5.07,1.12,vend,pendente,
INV-00314,06-07-2025,PETR4,varejo,123.79,257955,23.07,28.24,0.96,0.61,agressivo,-10.92,1.67,0.11,venda,procesado,
INV-00315,2025-04-04,VALE3,varejo,20.02,305307,24.66,11.09,3.16,1.56,agressivo,-14.93,9.18,1.63,venda,pendente,
INV-00316,2025-07-15,VALE3,banco,157.27,5474,31.17,10.73,8.86,1.34,agressivo,-17.87,2.62,4.09,venda,procesado,
INV-00317,10/08/2025,WEGE3,industria,108.86,480897,36.33,17.76,6.09,4.05,conservador,13.34,2.45,3.98,vend,cancelado,
INV-00318,2025-08-10,ITUB4,mineracao,167.85,467936,12.29,7.73,9.11,3.18,moderado,12.76,-8.08,2.96,manter,cancelado,
INV-00319,2025-01-15,MGLU3,energia,"109,18",305536,39.64,6.18,9.37,3.74,moderado,1.98,11.7,4.05,manter,cancelado,
INV-00320,2025-02-05,BBDC4,varejo,21.13,463664,27.71,10.32,3.34,1.88,conservador,18.31,10.21,3.57,manter,cancelado,
INV-00321,2025-03-01,ABEV3,varejo,199.41,93875,26.33,28.18,9.53,4.61,agressivo,1.96,10.34,4.24,comprar,executado,
INV-00322,2025-06-28,VALE3,energia,112.48,22153,28.87,26.23,0.31,2.44,conservador,-16.16,13.25,3.03,comprar,procesado,
INV-00323,2025-04-13,BBDC4,industria,"24,45",128048,33.68,13.22,3.25,4.15,moderado,19.42,2.38,0.12,manter,executado,
INV-00324,2025-02-16,MGLU3,varejo,"108,53",215520,8.86,13.54,3.04,4.66,conservador,0.21,10.11,0.58,venda,executado,
INV-00325,07-30-2025,VALE3,banco,184.26,69279,14.83,16.73,9.87,3.85,moderado,16.42,-9.82,0.12,venda,procesado,
INV-00326,03-24-2025,PETR4,mineracao,60.06,201954,28.69,7.47,9.46,2.17,agressivo,9.64,-9.45,1.5,vend,procesado,
INV-00327,18/05/2025,BBDC4,mineracao,148.77,479334,37.16,9.09,1.72,1.59,moderado,-18.1,-9.2,2.48,compra,procesado,
INV-00328,2025-09-11,ITUB4,industria,48.0,431128,30.51,25.53,5.81,3.31,moderado,-17.06,-9.23,4.7,manter,cancelado,
INV-00329,04-14-2025,BBDC4,industria,"37,79",20683,22.12,19.08,7.28,4.89,conservador,7.47,-1.27,2.72,venda,pendente,
INV-00330,2025-08-28,ABEV3,energia,38.57,236818,20.65,24.44,9.01,3.02,moderado,12.51,3.53,3.51,compra,pendente,
INV-00331,2025-09-27,MGLU3,mineracao,"107,31",93093,7.07,20.82,1.76,4.19,conservador,12.08,2.28,0.56,venda,cancelado,
INV-00332,2025-08-22,ITUB4,mineracao,170.19,486520,26.22,17.8,2.42,1.39,conservador,-11.22,1.81,2.81,vend,pendente,
INV-00333,2025-03-05,VALE3,industria,"55,22",299426,13.85,26.77,0.66,0.86,conservador,-6.32,-3.38,3.91,vend,procesado,
INV-00334,2025-04-10,BBDC4,mineracao,113.62,85032,17.64,19.84,3.31,0.59,agressivo,-1.27,10.43,0.94,venda,executado,
INV-00335,2025-05-02,PETR4,industria,"198,71",100321,12.84,15.57,8.35,2.75,conservador,21.69,12.29,4.27,manter,executado,
INV-00336,06-03-2025,BBDC4,varejo,155.87,35912,12.95,18.05,5.6,0.81,conservador,-9.55,10.24,4.66,compra,pendente,
INV-00337,2025-04-02,PETR4,banco,82.02,192418,5.26,27.67,6.83,1.35,moderado,-17.9,-7.16,4.5,comprar,executado,
INV-00338,2025-01-06,PETR4,varejo,"125,37",120704,21.78,29.22,3.7,2.45,conservador,-5.01,-0.5,2.01,manter,procesado,
INV-00339,08-13-2025,ITUB4,industria,195.11,479829,38.44,15.04,0.34,2.32,conservador,24.8,13.58,1.13,manter,executado,
INV-00340,2025-03-13,WEGE3,banco,34.81,315689,23.86,29.6,8.83,0.91,agressivo,7.89,-4.93,1.45,manter,pendente,
INV-00341,2025-06-06,WEGE3,industria,154.83,199570,11.43,6.2,2.08,4.07,conservador,13.45,-2.08,3.37,comprar,pendente,
INV-00342,2025-03-27,PETR4,varejo,98.78,231588,34.99,14.4,6.42,3.46,conservador,6.67,-3.85,1.87,compra,cancelado,
INV-00343,01-09-2025,ABEV3,varejo,57.59,443680,5.67,17.86,3.55,4.35,conservador,20.23,-8.0,3.9,venda,procesado,
INV-00344,2025-06-08,ABEV3,varejo,174.94,206480,10.9,28.25,6.28,1.75,conservador,12.54,-5.39,1.76,compra,executado,
INV-00345,15/08/2025,ABEV3,banco,82.88,235061,15.83,28.98,2.32,2.73,conservador,19.07,4.57,1.22,comprar,procesado,
INV-00346,2025-01-29,ITUB4,banco,138.96,323110,18.34,17.28,9.97,1.79,conservador,-7.04,3.34,3.52,compra,procesado,
INV-00347,2025-05-30,VALE3,mineracao,90.05,487472,33.23,28.46,2.5,3.39,conservador,19.78,-3.24,2.87,comprar,pendente,
INV-00348,05/05/2025,ITUB4,industria,94.52,475961,22.93,29.36,6.75,2.37,agressivo,9.3,13.39,3.49,manter,pendente,
INV-00349,2025-09-26,PETR4,industria,171.77,321743,7.47,26.08,3.88,1.34,conservador,10.73,8.86,1.85,manter,executado,
INV-00350,2025-10-23,ITUB4,varejo,99.61,298878,18.09,5.21,3.11,1.36,moderado,20.93,14.65,1.6,compra,pendente,
INV-00351,2025-07-15,VALE3,mineracao,172.08,459708,21.94,29.55,7.43,3.28,moderado,-18.84,0.83,4.52,compra,procesado,
INV-00352,2025-08-16,MGLU3,banco,74.62,376779,37.26,11.87,3.16,1.41,conservador,-1.48,-8.1,1.91,manter,cancelado,
INV-00353,02-08-2025,BBDC4,varejo,"14,02",373764,22.58,23.49,5.76,4.89,conservador,18.85,7.05,3.13,comprar,executado,
INV-00354,2025-03-10,BBDC4,mineracao,"26,4",480170,25.34,21.68,9.21,4.69,conservador,10.96,-6.68,2.83,compra,pendente,
INV-00355,2025-02-26,PETR4,varejo,"140,07",171267,26.34,8.37,1.29,1.38,conservador,21.77,5.62,0.42,venda,cancelado,
INV-00356,2025-03-26,PETR4,varejo,156.84,2343,33.62,24.07,6.87,3.41,moderado,3.72,-3.9,1.33,compra,procesado,
INV-00357,2025-06-23,ITUB4,energia,194.81,230846,9.24,12.38,1.52,2.8,agressivo,-18.83,10.01,4.46,manter,procesado,
INV-00358,20/01/2025,PETR4,industria,168.94,470158,27.48,7.19,1.96,4.38,conservador,18.89,9.81,1.17,compra,executado,
INV-00359,2025-02-24,VALE3,banco,"63,03",466499,36.44,22.95,1.32,4.47,conservador,16.1,1.64,3.93,manter,cancelado,
INV-00360,2025-01-08,ITUB4,energia,149.42,424778,9.31,11.52,5.36,2.77,moderado,2.15,-5.33,1.21,vend,procesado,
INV-00361,2025-06-03,PETR4,banco,69.31,493389,37.74,9.25,9.7,2.02,conservador,20.29,9.22,4.35,manter,procesado,
INV-00362,2025-06-06,BBDC4,varejo,112.96,120642,37.36,16.62,9.42,1.25,conservador,18.07,8.17,4.07,manter,pendente,
INV-00363,2025-05-26,VALE3,energia,"91,51",124868,29.21,25.73,7.6,2.15,moderado,-8.99,-4.66,0.67,vend,executado,
INV-00364,2025-06-04,ABEV3,mineracao,"65,71",316410,32.88,10.04,7.59,4.51,conservador,4.34,1.28,0.03,comprar,executado,
INV-00365,04-13-2025,ITUB4,industria,34.58,108331,37.09,11.22,2.43,2.39,conservador,-9.61,13.09,4.89,venda,procesado,
INV-00366,01-31-2025,WEGE3,varejo,27.5,310510,33.87,24.81,1.55,2.62,conservador,4.83,-9.38,1.31,venda,executado,
INV-00367,2025-07-20,PETR4,energia,15.58,191733,29.44,18.74,2.53,2.22,agressivo,-8.18,2.9,2.75,manter,cancelado,
INV-00368,2025-10-26,MGLU3,banco,154.85,261062,8.5,6.07,8.96,4.69,agressivo,-1.54,-1.83,0.13,compra,cancelado,
INV-00369,2025-09-14,PETR4,varejo,11.42,66891,12.44,8.31,5.93,2.32,conservador,7.79,-2.61,0.47,vend,procesado,
INV-00370,2025-04-05,PETR4,varejo,163.58,341799,34.8,18.13,3.9,2.48,conservador,-9.78,12.22,4.45,vend,pendente,
INV-00371,2025-02-10,PETR4,industria,76.12,456350,33.43,11.67,5.86,4.67,conservador,23.77,-5.63,2.62,comprar,executado,
INV-00372,2025-08-17,ABEV3,industria,35.21,198370,31.04,27.06,5.3,4.31,conservador,6.06,-9.21,1.59,comprar,pendente,
INV-00373,2025-07-10,BBDC4,banco,48.15,466725,37.63,29.94,6.05,4.4,conservador,7.75,9.16,2.62,comprar,pendente,
INV-00374,2025-04-25,ABEV3,energia,144.22,399393,28.47,13.94,6.41,2.37,conservador,6.03,-9.23,3.18,venda,procesado,
INV-00375,2025-08-25,ITUB4,energia,131.43,394637,20.08,24.58,2.36,0.57,conservador,13.46,-7.04,3.5,compra,procesado,
INV-00376,2025-08-03,ITUB4,varejo,"16,94",465885,31.37,9.0,8.35,2.73,moderado,-10.77,3.05,2.73,compra,pendente,
INV-00377,01-25-2025,ABEV3,varejo,139.16,331250,28.89,9.18,7.76,1.27,agressivo,0.81,11.07,3.84,compra,cancelado,
INV-00378,2025-04-11,MGLU3,energia,"85,45",242609,14.83,21.73,9.38,3.86,moderado,-8.72,7.25,2.42,venda,pendente,
INV-00379,04-06-2025,MGLU3,industria,85.31,247546,28.36,8.56,8.49,1.36,moderado,-12.25,10.42,3.36,compra,pendente,
INV-00380,data_invalida,BBDC4,industria,"168,61",135612,33.83,28.16,3.89,3.27,moderado,-6.81,-2.31,0.96,vend,pendente,
INV-00381,2025-08-03,ABEV3,industria,130.42,74132,16.33,24.94,9.09,2.59,agressivo,-4.91,10.39,3.27,venda,procesado,
INV-00382,28/01/2025,ITUB4,energia,186.56,225934,11.44,8.99,3.2,1.55,agressivo,2.07,7.42,2.01,manter,pendente,
INV-00383,2025-02-26,PETR4,varejo,24.39,199770,24.75,16.18,9.97,2.06,conservador,2.44,-0.02,1.62,manter,executado,
INV-00384,data_invalida,ITUB4,mineracao,"171,12",291710,37.73,20.73,5.98,3.44,agressivo,-6.67,-3.55,1.06,vend,cancelado,
INV-00385,02-18-2025,PETR4,industria,13.93,264007,13.34,26.78,8.75,1.76,agressivo,-15.24,-0.44,4.41,venda,cancelado,
INV-00386,2025-07-31,PETR4,industria,"45,8",100086,20.79,9.43,1.33,4.22,agressivo,-15.88,0.96,0.93,compra,pendente,
INV-00387,2025-10-05,WEGE3,energia,"130,82",459280,34.1,22.84,4.17,2.1,conservador,1.1,6.26,4.15,vend,procesado,
INV-00388,2025-08-12,BBDC4,energia,160.24,124282,6.82,29.08,0.96,1.78,conservador,-3.63,14.96,4.08,vend,executado,
INV-00389,2025-09-02,BBDC4,energia,29.97,87320,31.88,21.73,2.01,2.76,agressivo,-0.2,12.15,3.03,compra,procesado,
