registro_id,data_pedido,cidade,uf,sku,categoria_peca,curva_abc,estoque_atual,demanda_mensal,lead_time_dias,custo_aquisicao,preco_venda,imposto_pct,custo_frete,tempo_entrega_dias,status_entrega,avaria,devolucao,margem_lucro,observacao
AUTO-00180,2025-06-03,uberaba,MG,SKU5998,correiaa,B,34,74,7,"463,12",554.69,13.92,162.89,1,,nao,nao,16.51,
AUTO-00181,2025-02-17,Uberaba,MG,SKU1257,rolamento,B,145,164,7,38.13,59.26,7.4,140.58,2,entregue,nao,sim,35.66,
AUTO-00182,12/05/2025,Campinas,SP,SKU3602,correia,A,76,147,1,392.9,536.24,21.97,21.43,7,,nao,sim,26.73,
AUTO-00183,2025-03-23,Uberaba,MG,SKU1598,correiaa,B,121,113,8,415.65,718.96,8.9,123.75,6,procesado,sim,sim,42.19,
AUTO-00184,2025-01-03,São Paulo,sp,SKU1984,rolamento,A,16,95,1,671.51,1003.32,19.58,28.48,1,atrasado,nao,sim,33.07,
AUTO-00185,2025-07-13,Uberaba,MG,SKU5379,correiaa,B,0,71,7,649.1,1386.03,12.25,104.55,12,,sim,nao,53.17,
AUTO-00186,2025-08-21,São Paulo,SP,SKU4149,rolamnto,C,109,146,6,90.87,156.74,8.2,16.85,8,procesado,sim,nao,42.03,
AUTO-00187,2025-10-10,Uberlândia,MG,SKU3492,engrenagem,A,75,93,10,781.6,1656.64,21.05,15.25,9,procesado,sim,sim,52.82,
AUTO-00188,2025-10-09,São Paulo,SP,SKU7709,rolamento,C,19,100,11,786.96,1326.85,21.66,196.49,3,atrasado,nao,nao,40.69,
AUTO-00189,2025-08-11,Campinas,SP,SKU9759,outros,B,22,63,11,480.47,664.24,16.05,146.52,6,procesado,sim,nao,27.67,
AUTO-00190,2025-02-08,Uberaba,MG,SKU7656,correiaa,C,52,90,7,307.75,688.41,21.85,18.64,9,,sim,sim,55.3,
AUTO-00191,2025-10-16,Uberlândia,MG,SKU4982,rolamnto,A,39,61,6,549.54,843.81,14.33,74.24,7,procesado,nao,nao,34.87,
AUTO-00192,2025-04-28,Campinas,SP,SKU7563,correiaa,B,53,88,6,298.26,686.96,24.61,94.6,2,procesado,sim,nao,56.58,
AUTO-00193,2025-01-14,Campinas,SP,SKU1121,rolamnto,C,52,68,9,"463,3",689.73,24.75,182.62,12,,nao,sim,32.83,
AUTO-00194,06/04/2025,Campinas,SP,SKU3147,correiaa,C,21,0,24,758.77,1501.08,14.2,106.25,8,procesado,nao,nao,49.45,
AUTO-00195,07-07-2025,São Paulo,SP,SKU2441,rolamnto,A,145,93,14,153.69,220.15,19.97,85.14,13,,sim,sim,30.19,
AUTO-00196,2025-08-23,Uberaba,mg,SKU3973,eixo,C,36,142,12,177.52,314.23,19.53,49.35,2,procesado,nao,nao,43.51,
AUTO-00197,2025-06-13,Uberlândia,MG,SKU4763,rolamnto,A,70,103,14,424.81,707.64,10.31,120.14,8,atrasado,nao,sim,39.97,
AUTO-00198,data_invalida,uberaba,MG,SKU4041,rolamnto,C,51,72,15,714.64,1219.67,13.79,153.35,8,,sim,sim,41.41,
AUTO-00199,2025-01-29,Uberaba,MG,SKU7403,outros,B,57,99,6,618.34,931.12,13.21,122.87,4,entregue,nao,nao,33.59,
AUTO-00200,2025-02-09,Uberaba,MG,SKU8682,correiaa,C,69,37,11,563.19,706.25,22.41,122.07,12,,sim,sim,20.26,
AUTO-00201,2025-10-16,Campinas,SP,SKU1986,rolamnto,C,70,16,8,"67,89",115.9,15.89,188.55,5,,sim,nao,41.42,
AUTO-00202,05-15-2025,campinas,SP,SKU6699,rolamnto,B,30,87,9,740.49,997.93,7.16,95.17,7,,nao,nao,25.8,
AUTO-00203,2025-04-04,Campinas,sp,SKU1583,correiaa,B,52,0,9,"706,01",864.95,5.04,127.95,9,procesado,nao,nao,18.38,
AUTO-00204,data_invalida,Uberlândia,MG,SKU9986,correiaa,B,52,65,14,743.03,828.69,7.76,39.07,9,procesado,nao,nao,10.34,
AUTO-00205,2025-04-01,Uberaba,MG,SKU6180,correiaa,C,154,48,19,278.05,670.06,13.42,94.47,6,atrasado,nao,nao,58.5,
AUTO-00206,data_invalida,Uberlândia,MG,SKU1300,correiaa,C,44,35,11,188.34,402.8,6.09,31.65,1,procesado,sim,nao,53.24,
AUTO-00207,2025-04-24,Campinas,SP,SKU9206,rolamnto,B,36,84,5,512.21,1015.77,7.05,184.32,8,procesado,sim,sim,49.57,
AUTO-00208,2025-04-19,São Paulo,SP,SKU1439,correiaa,B,71,87,4,368.85,872.59,7.76,198.02,8,entregue,sim,nao,57.73,
AUTO-00209,03-03-2025,São Paulo,SP,SKU1573,rolamnto,C,32,59,14,487.03,875.01,8.3,118.58,1,procesado,nao,nao,44.34,
AUTO-00210,2025-06-18,São Paulo,SP,SKU6715,correiaa,C,23,110,9,749.55,1277.13,6.69,191.28,9,entregue,nao,sim,41.31,
AUTO-00211,2025-04-25,Campinas,SP,SKU2683,correiaa,C,109,68,1,517.54,1120.38,17.18,156.51,9,atrasado,sim,nao,53.81,
AUTO-00212,18/01/2025,Campinas,SP,SKU9900,rolamnto,B,132,65,9,"197,55",416.83,12.58,130.63,1,atrasado,sim,nao,52.61,
AUTO-00213,2025-09-23,Campinas,SP,SKU1849,correiaa,B,173,109,11,"280,32",665.7,14.44,152.49,7,atrasado,sim,sim,57.89,
AUTO-00214,2025-07-11,São Paulo,SP,SKU4132,rolamento,B,105,73,1,449.16,632.66,10.76,164.09,8,entregue,nao,sim,29.0,
AUTO-00215,2025-08-10,uberaba,MG,SKU7484,correia,C,62,73,9,519.86,1128.66,21.92,156.82,9,entregue,sim,sim,53.94,
AUTO-00216,02/10/2025,Uberaba,mg,SKU2251,eixo,C,59,50,3,"129,41",321.71,24.76,189.97,6,atrasado,sim,sim,59.77,
AUTO-00217,2025-04-30,São Paulo,SP,SKU7084,rolamento,B,52,80,10,507.49,1069.02,12.26,160.47,3,atrasado,sim,nao,52.53,
AUTO-00218,08/04/2025,Uberaba,MG,SKU6964,correiaa,C,83,32,16,172.44,388.26,20.72,168.87,1,atrasado,sim,sim,55.59,
AUTO-00219,2025-09-20,Campinas,SP,SKU8310,rolamnto,C,37,0,8,650.98,1565.16,10.53,119.65,9,atrasado,sim,sim,58.41,
AUTO-00220,2025-04-26,Uberlândia,mg,SKU8788,correia,C,37,61,16,662.34,1140.95,13.24,89.34,4,,nao,sim,41.95,
AUTO-00221,2025-08-15,Uberaba,MG,SKU8525,rolamento,C,35,122,14,"293,89",337.8,18.15,138.86,9,,sim,nao,13.0,
AUTO-00222,04/03/2025,campinas,sp,SKU9981,correia,C,71,108,7,553.67,1018.11,18.99,110.02,9,,nao,nao,45.62,
AUTO-00223,2025-01-26,São Paulo,SP,SKU4711,rolamnto,C,26,73,7,74.65,90.09,17.93,188.87,5,,sim,sim,17.14,
AUTO-00224,2025-10-04,são paulo,sp,SKU2477,correiaa,C,0,49,13,120.45,132.54,6.25,149.24,8,procesado,nao,nao,9.12,
AUTO-00225,2025-08-08,Uberlândia,mg,SKU9506,correiaa,B,21,141,9,322.75,417.59,21.25,177.52,10,entregue,nao,sim,22.71,
AUTO-00226,2025-08-06,Campinas,SP,SKU6924,correiaa,C,51,22,15,143.47,299.71,16.18,97.61,11,,nao,nao,52.13,
AUTO-00227,07-21-2025,campinas,SP,SKU6921,rolamnto,B,44,134,10,735.09,1081.18,9.55,16.34,13,procesado,nao,nao,32.01,
AUTO-00228,2025-09-10,Uberaba,MG,SKU4681,rolamento,B,42,12,1,400.66,593.49,12.0,76.51,5,entregue,sim,nao,32.49,
AUTO-00229,10-03-2025,são paulo,SP,SKU4190,engrenagem,A,123,116,12,706.94,1000.2,9.04,51.91,12,atrasado,nao,nao,29.32,
AUTO-00230,2025-05-22,Campinas,SP,SKU6783,correiaa,A,7,158,12,793.34,1466.02,14.26,178.02,10,,sim,sim,45.88,
AUTO-00231,2025-06-13,Uberlândia,MG,SKU9468,engrenagem,C,6,65,7,242.85,274.34,22.84,62.33,8,entregue,nao,nao,11.48,
AUTO-00232,06/08/2025,Uberaba,mg,SKU3723,correiaa,B,11,99,9,379.23,588.54,17.83,93.51,7,,nao,nao,35.56,
AUTO-00233,05-24-2025,São Paulo,SP,SKU5266,correia,C,39,66,6,544.43,1080.55,21.17,134.69,6,procesado,sim,nao,49.62,
AUTO-00234,2025-10-19,Campinas,sp,SKU8327,correiaa,C,66,141,8,525.9,1061.15,24.62,99.93,9,atrasado,sim,nao,50.44,
AUTO-00235,2025-06-15,São Paulo,SP,SKU5481,rolamnto,C,48,29,8,"648,7",1146.18,6.74,46.08,1,procesado,sim,sim,43.4,
AUTO-00236,2025-01-20,Uberaba,MG,SKU7069,engrenagem,B,12,92,10,"258,75",342.71,18.26,40.06,9,entregue,sim,nao,24.5,
AUTO-00237,2025-06-07,Campinas,SP,SKU9973,rolamnto,B,34,105,12,708.75,1082.41,15.4,94.94,7,atrasado,nao,nao,34.52,
AUTO-00238,2025-05-13,Uberaba,MG,SKU6181,correiaa,A,56,139,9,353.49,711.55,11.41,24.27,5,atrasado,sim,sim,50.32,
AUTO-00239,2025-09-08,São Paulo,SP,SKU3083,correiaa,C,73,75,18,60.98,126.49,15.63,22.95,8,,nao,sim,51.79,
AUTO-00240,2025-06-08,Uberlândia,MG,SKU7552,eixo,C,0,109,6,469.61,532.72,11.26,178.11,7,entregue,sim,sim,11.85,
AUTO-00241,2025-05-23,Uberaba,MG,SKU3806,correiaa,B,77,128,7,110.81,269.16,7.74,78.38,1,atrasado,sim,sim,58.83,
AUTO-00242,2025-01-27,São Paulo,SP,SKU7708,rolamnto,B,75,80,9,164.66,288.71,23.94,124.56,12,entregue,nao,nao,42.97,
AUTO-00243,2025-07-25,Campinas,SP,SKU9479,rolamnto,C,108,155,17,493.56,644.36,12.98,61.32,9,entregue,sim,nao,23.4,
AUTO-00244,2025-08-09,Campinas,sp,SKU8807,correiaa,B,8,47,6,206.58,476.91,12.61,41.15,1,entregue,sim,sim,56.68,
AUTO-00245,2025-01-24,Campinas,SP,SKU6108,rolamnto,C,143,84,20,553.2,901.81,7.64,99.4,7,entregue,sim,nao,38.66,
AUTO-00246,2025-02-02,São Paulo,SP,SKU2765,correiaa,B,55,109,17,"141,58",166.45,20.85,30.28,1,,nao,sim,14.94,
AUTO-00247,2025-02-19,Uberlândia,mg,SKU5243,rolamnto,B,14,44,1,557.98,963.97,11.4,133.89,8,atrasado,nao,nao,42.12,
AUTO-00248,2025-09-29,Uberaba,MG,SKU3943,engrenagem,C,90,66,3,738.11,897.32,8.54,194.76,11,procesado,nao,nao,17.74,
AUTO-00249,2025-06-19,São Paulo,sp,SKU8931,rolamnto,C,22,0,8,632.17,1088.71,23.93,151.58,10,,sim,nao,41.93,
AUTO-00250,2025-03-30,Uberaba,mg,SKU6177,correiaa,C,62,64,12,"659,53",1622.29,11.44,95.34,8,procesado,nao,nao,59.35,
AUTO-00251,2025-07-01,uberaba,MG,SKU7750,rolamento,A,1,84,14,118.17,157.02,19.27,117.24,12,entregue,nao,nao,24.74,
AUTO-00252,2025-08-16,Uberaba,MG,SKU8037,engrenagem,A,147,143,11,"245,04",407.39,17.83,43.86,8,,sim,sim,39.85,
AUTO-00253,data_invalida,uberaba,MG,SKU3746,correiaa,C,157,90,14,191.14,338.69,14.0,173.84,7,atrasado,nao,sim,43.56,
AUTO-00254,2025-07-03,São Paulo,SP,SKU1224,rolamnto,C,76,82,9,340.58,828.63,8.93,105.07,9,procesado,nao,nao,58.9,
AUTO-00255,2025-05-19,Uberlândia,MG,SKU1895,correiaa,C,51,59,9,768.52,1288.61,11.8,140.98,5,atrasado,sim,nao,40.36,
AUTO-00256,data_invalida,Campinas,SP,SKU6312,correiaa,B,91,100,11,703.09,1249.18,24.79,13.52,7,procesado,sim,nao,43.72,
AUTO-00257,2025-06-03,Campinas,SP,SKU5115,correiaa,A,0,88,13,"206,55",361.54,15.55,35.15,12,entregue,sim,nao,42.87,
AUTO-00258,2025-05-10,São Paulo,SP,SKU8116,engrenagem,C,81,68,9,"158,61",364.65,19.27,124.74,7,procesado,nao,nao,56.5,
AUTO-00259,2025-01-23,Campinas,SP,SKU4660,rolamnto,A,2,131,6,"337,92",749.17,14.53,136.74,8,entregue,sim,nao,54.89,
AUTO-00260,09-10-2025,Campinas,SP,SKU9877,rolamento,B,164,52,10,"224,31",289.89,12.88,58.48,11,procesado,nao,nao,22.62,
AUTO-00261,2025-03-03,Campinas,SP,SKU4823,correiaa,A,70,141,2,169.47,376.15,17.61,81.24,3,,nao,nao,54.95,
AUTO-00262,06-11-2025,Campinas,SP,SKU3635,rolamnto,C,133,45,12,230.21,337.18,11.61,112.24,7,atrasado,nao,nao,31.72,
AUTO-00263,2025-03-01,Uberaba,mg,SKU4484,engrenagem,B,0,70,9,542.73,1342.34,16.65,124.02,17,atrasado,sim,nao,59.57,
AUTO-00264,2025-10-20,Campinas,SP,SKU3011,rolamento,A,106,61,19,191.92,229.58,24.81,69.6,4,,sim,nao,16.4,
AUTO-00265,data_invalida,Campinas,sp,SKU8112,rolamnto,B,3,62,14,67.93,103.08,20.49,26.29,7,atrasado,nao,sim,34.1,
AUTO-00266,2025-02-19,Uberlândia,MG,SKU6665,rolamnto,B,105,80,9,82.94,112.08,21.04,155.26,11,procesado,nao,nao,26.0,
AUTO-00267,11/07/2025,São Paulo,SP,SKU3094,rolamnto,B,49,59,8,649.42,1603.22,20.26,59.64,5,,sim,sim,59.49,
AUTO-00268,2025-09-16,Uberaba,MG,SKU9384,rolamento,C,130,72,6,"626,27",912.13,6.4,48.03,3,,nao,sim,31.34,
AUTO-00269,02-19-2025,São Paulo,SP,SKU9030,engrenagem,C,3,71,8,222.89,548.23,17.7,157.19,4,atrasado,nao,nao,59.34,
AUTO-00270,2025-08-23,São Paulo,SP,SKU4734,correiaa,C,62,71,12,550.38,1091.99,6.15,187.94,13,procesado,nao,sim,49.6,
AUTO-00271,2025-09-28,São Paulo,SP,SKU4578,rolamnto,C,81,42,6,337.14,785.09,16.24,51.35,3,entregue,sim,sim,57.06,
AUTO-00272,2025-06-07,Campinas,sp,SKU4085,correiaa,C,123,107,8,619.28,1208.27,5.15,180.88,9,procesado,sim,sim,48.75,
AUTO-00273,2025-07-08,Campinas,SP,SKU8362,rolamnto,A,0,51,8,417.42,505.05,8.27,125.97,6,procesado,sim,sim,17.35,
AUTO-00274,2025-03-17,campinas,SP,SKU9755,correiaa,A,46,98,9,543.65,972.01,23.12,129.38,10,entregue,sim,nao,44.07,
AUTO-00275,2025-07-18,Campinas,SP,SKU5078,rolamnto,B,14,49,11,321.48,541.82,20.79,196.35,8,atrasado,nao,nao,40.67,
AUTO-00276,24/04/2025,São Paulo,SP,SKU6297,correia,C,20,87,9,788.88,1752.73,15.32,11.92,5,entregue,nao,nao,54.99,
AUTO-00277,2025-04-15,São Paulo,SP,SKU1779,rolamnto,B,37,136,8,214.98,487.85,7.49,185.28,4,procesado,nao,sim,55.93,
AUTO-00278,2025-07-14,Campinas,SP,SKU6397,rolamnto,C,0,75,11,212.83,497.9,8.39,134.5,12,,nao,nao,57.25,
AUTO-00279,09-05-2025,Uberlândia,MG,SKU6043,rolamnto,C,38,105,16,694.58,1092.31,16.77,33.74,6,atrasado,sim,nao,36.41,
AUTO-00280,2025-10-27,Uberaba,MG,SKU5019,correia,C,21,79,8,375.64,809.91,12.08,154.78,12,procesado,nao,nao,53.62,
AUTO-00281,2025-06-27,Campinas,SP,SKU4670,rolamnto,B,23,73,6,277.31,389.35,13.09,120.0,1,,sim,nao,28.78,
AUTO-00282,2025-08-06,Uberaba,mg,SKU3794,correiaa,A,44,102,11,"752,79",1511.7,5.29,156.44,4,,nao,sim,50.2,
AUTO-00283,2025-08-22,Uberlândia,MG,SKU8320,engrenagem,B,0,66,14,420.21,755.49,22.79,117.87,8,,sim,nao,44.38,
AUTO-00284,2025-08-02,são paulo,SP,SKU9641,engrenagem,C,130,75,12,130.5,194.0,13.05,169.42,7,procesado,nao,nao,32.73,
AUTO-00285,2025-01-02,Uberaba,MG,SKU7482,rolamento,B,0,75,6,532.32,1000.07,24.96,67.86,5,atrasado,nao,nao,46.77,
AUTO-00286,2025-01-11,São Paulo,SP,SKU4984,rolamento,B,18,20,11,792.91,1446.65,19.57,47.79,1,,nao,nao,45.19,
AUTO-00287,2025-09-01,São Paulo,SP,SKU8948,correiaa,B,149,39,7,"537,47",667.51,7.8,162.77,1,,sim,sim,19.48,
AUTO-00288,03-24-2025,São Paulo,SP,SKU2807,correiaa,C,43,69,11,429.47,759.08,22.62,156.55,13,procesado,nao,nao,43.42,
AUTO-00289,2025-08-17,Uberlândia,MG,SKU9268,rolamento,A,32,62,17,364.07,459.6,21.18,177.99,10,atrasado,nao,sim,20.79,
AUTO-00290,2025-09-25,Campinas,sp,SKU5577,rolamnto,C,0,156,13,520.86,838.98,19.59,123.55,3,atrasado,nao,nao,37.92,
AUTO-00291,data_invalida,Campinas,SP,SKU8026,rolamnto,B,24,166,5,740.3,1735.23,23.85,97.74,3,entregue,nao,sim,57.34,
AUTO-00292,2025-01-26,Uberlândia,MG,SKU3760,rolamnto,C,84,71,9,"521,89",820.26,17.61,40.86,3,procesado,nao,sim,36.38,
AUTO-00293,2025-09-25,campinas,SP,SKU3341,rolamnto,B,87,38,5,672.97,1662.94,15.05,187.66,5,entregue,nao,sim,59.53,
AUTO-00294,09-28-2025,Campinas,SP,SKU7946,eixo,C,97,77,5,763.61,1383.47,10.27,15.69,10,entregue,nao,sim,44.8,
AUTO-00295,2025-02-09,São Paulo,SP,SKU8467,correiaa,A,27,19,13,"740,66",1425.42,25.0,190.92,5,,nao,nao,48.04,
AUTO-00296,2025-10-18,Campinas,SP,SKU4966,engrenagem,B,13,87,8,"63,21",103.3,9.12,197.46,2,procesado,sim,sim,38.81,
AUTO-00297,2025-03-17,Uberlândia,MG,SKU9456,rolamento,C,20,52,20,148.9,328.8,5.96,39.11,9,procesado,sim,nao,54.71,
AUTO-00298,2025-02-18,Campinas,SP,SKU2879,rolamnto,B,72,139,8,"526,73",646.27,8.21,94.06,13,atrasado,sim,sim,18.5,
AUTO-00299,2025-06-29,Uberaba,MG,SKU9060,rolamento,C,16,85,13,782.53,866.49,12.33,181.52,5,,sim,nao,9.69,
AUTO-00300,2025-07-13,Uberaba,MG,SKU3961,rolamnto,A,32,7,14,205.6,500.7,5.36,76.78,3,atrasado,nao,sim,58.94,
AUTO-00301,2025-03-02,Campinas,SP,SKU5421,rolamnto,B,97,33,13,22.66,39.88,15.49,130.42,1,,nao,nao,43.18,
AUTO-00302,2025-01-18,São Paulo,sp,SKU3798,rolamnto,B,3,102,14,568.63,1168.31,10.6,28.75,1,atrasado,sim,sim,51.33,
AUTO-00303,2025-04-24,são paulo,SP,SKU5951,rolamnto,C,0,91,6,708.61,1552.32,22.94,59.02,9,atrasado,nao,sim,54.35,
AUTO-00304,data_invalida,Uberaba,MG,SKU9021,rolamnto,B,51,60,4,"179,26",256.48,10.15,82.22,2,atrasado,sim,nao,30.11,
AUTO-00305,2025-07-30,Uberaba,MG,SKU5230,rolamento,C,77,116,14,"618,62",1210.82,17.49,105.21,12,atrasado,nao,sim,48.91,
AUTO-00306,2025-01-19,Uberaba,MG,SKU3244,eixo,C,33,73,16,38.69,73.42,22.95,83.16,10,procesado,nao,nao,47.3,
AUTO-00307,13/03/2025,São Paulo,SP,SKU5926,rolamnto,C,0,87,16,137.93,166.37,7.96,149.42,8,atrasado,nao,sim,17.09,
AUTO-00308,2025-03-08,Uberaba,MG,SKU7293,rolamnto,A,0,68,9,32.22,78.21,21.74,121.91,6,atrasado,nao,sim,58.8,
AUTO-00309,2025-02-26,Uberlândia,MG,SKU3577,outros,C,43,131,13,197.09,349.7,15.31,25.96,14,procesado,nao,sim,43.64,
AUTO-00310,2025-02-19,uberlândia,MG,SKU4967,rolamnto,C,107,24,3,"302,06",527.18,17.23,44.41,6,entregue,nao,sim,42.7,
AUTO-00311,2025-04-29,São Paulo,SP,SKU4465,eixo,B,0,112,6,152.12,318.97,24.24,68.38,11,procesado,sim,sim,52.31,
AUTO-00312,2025-01-01,Campinas,sp,SKU3350,rolamnto,C,0,126,5,574.62,1168.09,22.85,138.79,7,entregue,sim,nao,50.81,
AUTO-00313,2025-02-25,Campinas,SP,SKU4123,eixo,C,68,73,15,792.19,981.03,22.42,63.89,12,atrasado,sim,sim,19.25,
AUTO-00314,2025-02-04,Uberaba,mg,SKU6728,correiaa,B,77,115,19,"247,43",290.57,17.24,61.81,5,entregue,nao,sim,14.85,
AUTO-00315,2025-01-05,Uberlândia,mg,SKU8611,correiaa,C,72,76,5,"285,0",372.18,16.25,12.1,11,,sim,sim,23.42,
AUTO-00316,18/10/2025,São Paulo,SP,SKU4007,engrenagem,C,100,117,7,773.32,1725.58,11.67,91.69,1,entregue,nao,nao,55.18,
AUTO-00317,2025-10-08,Uberaba,MG,SKU2337,correia,B,94,26,2,195.01,468.24,18.9,193.02,5,procesado,nao,sim,58.35,
AUTO-00318,2025-10-10,são paulo,SP,SKU6130,rolamnto,C,0,34,3,215.69,349.78,14.0,15.62,8,procesado,nao,nao,38.34,
AUTO-00319,08/04/2025,Uberlândia,MG,SKU7151,correiaa,C,109,39,3,125.69,314.19,7.18,177.39,8,atrasado,sim,nao,60.0,
AUTO-00320,2025-09-15,São Paulo,SP,SKU9206,eixo,B,77,77,5,554.81,1208.81,8.51,108.48,11,procesado,nao,nao,54.1,
AUTO-00321,2025-10-09,São Paulo,SP,SKU4884,eixo,B,22,20,10,468.72,568.11,20.49,69.91,7,procesado,sim,sim,17.49,
AUTO-00322,2025-08-25,Uberlândia,MG,SKU6964,rolamento,C,25,113,11,443.64,561.37,19.0,192.71,9,entregue,sim,nao,20.97,
AUTO-00323,2025-08-20,São Paulo,SP,SKU7265,rolamnto,C,36,151,7,346.87,440.28,9.99,134.19,8,procesado,nao,nao,21.22,
AUTO-00324,2025-04-12,Uberaba,mg,SKU5808,correiaa,C,64,60,8,"94,15",110.65,14.35,131.86,11,procesado,sim,nao,14.91,
AUTO-00325,2025-01-10,Uberlândia,MG,SKU1008,correiaa,B,30,40,10,85.53,123.43,14.58,45.71,4,procesado,nao,sim,30.71,
AUTO-00326,28/03/2025,Campinas,SP,SKU1927,engrenagem,B,19,95,10,695.02,1699.57,23.66,178.05,1,procesado,sim,nao,59.11,
AUTO-00327,2025-01-13,São Paulo,SP,SKU5109,rolamnto,C,106,30,14,690.92,1467.02,24.41,39.24,14,entregue,sim,sim,52.9,
AUTO-00328,2025-01-18,são paulo,SP,SKU5838,correiaa,C,112,94,10,"608,74",715.79,22.79,62.08,11,atrasado,nao,nao,14.96,
AUTO-00329,2025-09-09,São Paulo,SP,SKU9423,rolamento,C,29,121,8,407.83,557.13,5.99,181.17,7,atrasado,sim,nao,26.8,
AUTO-00330,2025-09-21,Uberlândia,MG,SKU2809,eixo,C,72,106,11,526.57,856.0,13.67,168.36,9,,nao,sim,38.48,
AUTO-00331,2025-01-19,Uberaba,MG,SKU5487,correiaa,B,63,65,13,540.82,1323.75,16.82,52.91,4,entregue,sim,sim,59.14,
AUTO-00332,2025-01-24,Campinas,SP,SKU1263,rolamnto,C,61,54,6,441.3,1097.31,23.65,50.35,10,entregue,nao,sim,59.78,
AUTO-00333,2025-09-12,São Paulo,SP,SKU3373,rolamnto,A,0,52,11,314.02,779.77,13.47,155.81,5,procesado,sim,sim,59.73,
AUTO-00334,2025-05-16,São Paulo,SP,SKU5009,rolamnto,B,96,96,11,205.01,449.25,18.02,130.45,7,atrasado,sim,sim,54.37,
AUTO-00335,2025-03-21,uberaba,MG,SKU1036,rolamento,A,7,91,8,44.64,77.25,18.68,65.4,1,atrasado,nao,nao,42.21,
AUTO-00336,2025-01-31,Campinas,SP,SKU8573,correia,C,21,68,15,560.67,1297.08,7.43,120.49,1,procesado,nao,sim,56.77,
AUTO-00337,2025-05-28,São Paulo,SP,SKU6845,rolamnto,B,40,153,11,696.61,827.09,15.04,182.61,7,entregue,sim,sim,15.78,
AUTO-00338,2025-03-11,Uberlândia,mg,SKU2196,rolamnto,B,134,85,10,789.27,1846.2,9.58,118.68,5,entregue,sim,sim,57.25,
AUTO-00339,2025-02-14,São Paulo,SP,SKU3630,correiaa,A,0,71,3,200.35,447.07,14.89,189.35,5,procesado,nao,sim,55.19,
AUTO-00340,2025-01-08,Campinas,SP,SKU9787,rolamnto,B,150,8,16,21.28,29.27,18.05,144.8,5,procesado,sim,nao,27.3,
AUTO-00341,2025-08-24,Uberlândia,MG,SKU3255,rolamnto,C,45,34,7,351.92,700.24,10.11,73.01,8,procesado,sim,nao,49.74,
AUTO-00342,2025-10-11,são paulo,SP,SKU9946,correia,C,35,130,1,396.74,731.4,21.67,134.46,7,procesado,sim,sim,45.76,
AUTO-00343,2025-06-27,uberaba,MG,SKU2059,correiaa,C,73,41,9,"529,71",818.04,19.15,122.19,6,,nao,sim,35.25,
AUTO-00344,2025-10-17,Uberaba,MG,SKU8508,correiaa,C,69,51,21,257.39,400.34,14.02,169.72,13,,sim,sim,35.71,
AUTO-00345,07-29-2025,Uberlândia,MG,SKU2593,correia,B,136,110,9,94.9,170.0,12.34,62.96,1,atrasado,sim,nao,44.18,
AUTO-00346,04-11-2025,Uberaba,MG,SKU7552,rolamnto,A,79,91,10,422.23,533.22,20.29,96.77,8,entregue,sim,nao,20.82,
AUTO-00347,2025-01-27,São Paulo,SP,SKU1025,rolamnto,C,87,138,12,550.45,987.02,12.47,68.46,8,procesado,nao,nao,44.23,
AUTO-00348,2025-06-06,São Paulo,SP,SKU4915,correiaa,C,50,69,7,633.01,1493.33,20.0,103.6,7,atrasado,sim,nao,57.61,
AUTO-00349,2025-07-11,Campinas,sp,SKU3036,outros,C,24,153,12,783.67,968.57,22.0,17.81,14,procesado,sim,nao,19.09,
AUTO-00350,07-16-2025,São Paulo,SP,SKU9599,engrenagem,C,37,111,9,259.1,368.39,14.81,12.82,15,procesado,sim,nao,29.67,
AUTO-00351,2025-01-11,Uberaba,MG,SKU2518,rolamnto,B,152,55,6,193.17,302.46,10.4,25.31,8,atrasado,nao,sim,36.13,
AUTO-00352,2025-03-17,São Paulo,SP,SKU8257,correia,A,72,68,3,753.47,1260.07,19.25,112.91,6,atrasado,nao,nao,40.2,
AUTO-00353,2025-02-22,Uberaba,MG,SKU6546,correiaa,B,89,96,16,683.45,1170.03,20.57,149.29,7,,nao,nao,41.59,
AUTO-00354,07-08-2025,São Paulo,SP,SKU7488,correiaa,C,21,52,9,236.68,379.31,18.87,40.8,13,,nao,sim,37.6,
AUTO-00355,2025-06-25,Campinas,SP,SKU6320,correiaa,B,73,42,11,436.67,812.4,20.26,24.34,8,,sim,nao,46.25,
AUTO-00356,2025-04-25,Campinas,SP,SKU9689,correiaa,B,0,112,2,199.48,458.88,17.14,71.84,6,procesado,nao,sim,56.53,
AUTO-00357,2025-08-23,Uberaba,MG,SKU2408,correiaa,C,38,79,16,"147,07",183.42,12.53,24.95,11,procesado,sim,nao,19.82,
AUTO-00358,2025-02-18,Campinas,SP,SKU7343,rolamento,C,102,113,5,689.76,1391.49,11.05,187.85,8,procesado,nao,sim,50.43,
AUTO-00359,22/02/2025,uberaba,MG,SKU2460,rolamnto,A,117,77,27,345.64,384.43,8.01,55.22,7,,nao,nao,10.09,
AUTO-00360,2025-10-13,São Paulo,SP,SKU2712,rolamnto,C,94,70,4,60.98,118.96,11.18,156.41,5,entregue,sim,nao,48.74,
AUTO-00361,2025-04-09,Uberaba,MG,SKU7944,correiaa,C,23,87,12,362.5,775.74,13.08,34.69,9,entregue,nao,sim,53.27,
