registro_id,data_evento,cidade,uf,canal,dispositivo,categoria_produto,produto,preco_produto,valor_frete,cupom_utilizado,desconto_pct,etapa_funil,adicionou_carrinho,iniciou_pagamento,pagamento_aprovado,motivo_falha_pagamento,tempo_site_seg,quantidade_cliques,avaliacao_experiencia,origem_trafego,status_pedido,observacao
ECOM-00153,2025-04-18,Curitiba,PR,site,desktop,fone,Earbuds,187.29,"54,42",nao,15,compra,sim,sim,sim,,55,13,"2,7",direto,abandonado,
ECOM-00154,2025-02-15,Uberaba,MG,site,mobile,acessorios,Mouse,116.26,7.72,sim,10,pagamento,sim,sim,nao,pix_expirado,230,12,3.2,instagram,abandonado,
ECOM-00155,01-18-2025,São Paulo,SP,site,mobile,fone,Fone Bluetooth,370.99,42.81,,0,pagamento,sim,sim,nao,,230,1,3.9,organico,,
ECOM-00156,2025-06-16,Curitiba,PR,site,desktop,fone,Earbuds,"611,21",49.38,sim,15,carrinho,sim,nao,nao,,5,12,3.9,instagram,procesado,
ECOM-00157,data_invalida,Uberlândia,MG,app,mobile,smartphone,Galaxy X,3525.58,62.65,nao,10,visualizou,sim,nao,nao,,56,1,3.5,google_ads,falha_pagamento,
ECOM-00158,10/01/2025,Salvador,BA,site,mobile,smartphone,iPhone Z,"4385,59",53.48,,10,compra,sim,sim,sim,,,11,4.2,google_ads,,
ECOM-00159,08-02-2025,Goiânia,GO,site,mobile,notebook,Notebook Gamer,7506.15,40.9,nao,15,compra,sim,sim,sim,,298,16,4.0,instagram,falha_pagamento,
ECOM-00160,2025-09-24,Salvador,BA,site,desktop,fone,Earbuds,144.38,59.05,sim,0,visualizou,sim,nao,nao,,323,17,5,instagram,finalizado,
ECOM-00161,2025-08-20,Campinas,SP,site,mobile,acessorios,Mouse,"307,41",8.0,nao,5,pagamento,sim,sim,nao,cartao_recusado,39,17,3.0,organico,finalizado,
ECOM-00162,2025-01-03,Campinas,SP,app,mobile,smartphone,Galaxy X,2151.9,"42,54",sim,5,compra,sim,sim,nao,erro_gateway,,8,3.1,direto,finalizado,
ECOM-00163,2025-02-02,Curitiba,pr,site,mobile,fone,Headset Gamer,252.2,"28,18",,15,pagamento,sim,sim,nao,pix_expirado,308,6,3.7,google_ads,falha_pagamento,
ECOM-00164,2025-08-14,Salvador,BA,site,mobile,fone,Fone Bluetooth,454.36,18.73,nao,5,pagto,sim,sim,nao,cartao_recusado,197,18,2.7,direto,procesado,
ECOM-00165,2025-03-02,Salvador,BA,site,mobile,notebook,Notebook Office,6206.39,7.48,sim,0,compra,sim,sim,sim,,200,4,4.3,organico,,
ECOM-00166,2025-09-04,Curitiba,PR,app,mobile,fone,Fone Bluetooth,"338,71",39.14,nao,0,pagamento,sim,sim,nao,limite_insuficiente,215,11,"4,0",direto,,
ECOM-00167,09-21-2025,Campinas,SP,app,tablet,notebook,Notebook Office,2035.74,4.83,,5,carrinho,sim,nao,nao,,409,11,"3,6",email,finalizado,
ECOM-00168,2025-04-05,Uberlândia,MG,site,mobile,smartphone,iPhone Z,"2248,94",38.76,nao,10,pagamento,sim,sim,nao,erro_gateway,404,5,2.7,instagram,finalizado,
ECOM-00169,08/05/2025,Salvador,BA,site,desktop,smartphone,iPhone Z,1322.05,44.43,,0,visualizou,sim,nao,nao,,5,1,5,organico,finalizado,
ECOM-00170,2025-07-29,Salvador,ba,app,desktop,fone,Fone Bluetooth,496.21,"42,11",nao,20,compra,sim,sim,sim,,5,8,"2,7",direto,,
ECOM-00171,2025-04-26,Salvador,BA,site,mobile,notebook,Ultrabook,5611.08,67.8,nao,10,visualizou,sim,nao,nao,,159,12,5,instagram,abandonado,
ECOM-00172,2025-06-20,são paulo,SP,app,mobile,notebook,Notebook Gamer,2180.56,66.13,nao,10,compra,sim,sim,sim,,399,11,4.4,direto,falha_pagamento,
ECOM-00173,07/01/2025,São Paulo,SP,site,mobile,smartphone,Redmi Pro,"2685,0",51.13,nao,0,visualizou,sim,nao,nao,,331,1,"4,3",organico,,
ECOM-00174,2025-01-03,Curitiba,PR,app,desktop,smartphone,Redmi Pro,3649.52,47.13,nao,20,pagamento,sim,sim,nao,,,9,3.5,google_ads,abandonado,
ECOM-00175,2025-08-25,Uberlândia,MG,site,mobile,notebook,Notebook Gamer,3866.25,55.94,nao,5,carrinho,sim,nao,nao,,,1,5,organico,finalizado,
ECOM-00176,2025-09-02,Uberlândia,MG,site,desktop,acessorios,Carregador,265.22,11.47,,15,carrinho,sim,nao,nao,,55,16,3.1,instagram,,
ECOM-00177,09-29-2025,Salvador,BA,site,desktop,notebook,Notebook Gamer,6881.86,46.1,,0,carrinho,sim,nao,nao,,603,15,3.9,organico,abandonado,
ECOM-00178,2025-07-23,Salvador,BA,app,mobile,notebook,Notebook Gamer,8616.49,33.25,nao,0,pagamento,sim,sim,nao,cartao_recusado,462,21,3.9,organico,,
ECOM-00179,2025-06-27,São Paulo,SP,site,mobile,notebook,Notebook Office,4239.53,41.51,sim,0,carrinho,sim,nao,nao,,559,23,3.5,organico,abandonado,
ECOM-00180,2025-05-01,curitiba,PR,app,mobile,fone,Headset Gamer,818.6,17.65,,0,visualizou,nao,nao,nao,,160,4,3.4,direto,procesado,
ECOM-00181,03/08/2025,Uberlândia,MG,site,desktop,notebook,Ultrabook,3396.68,"73,53",,10,pagamento,sim,sim,nao,cartao_recusado,,17,"3,6",organico,falha_pagamento,
ECOM-00182,2025-07-24,Salvador,BA,app,mobile,fone,Headset Gamer,498.01,15.42,nao,10,compra,sim,sim,sim,,571,20,4.6,google_ads,finalizado,
ECOM-00183,20/08/2025,Campinas,SP,app,mobile,acessorios,Teclado,"123,26",48.32,,5,carrinho,sim,nao,nao,,480,10,2.4,organico,procesado,
ECOM-00184,2025-06-27,Uberlândia,MG,app,mobile,notebook,Notebook Office,5936.23,51.93,sim,5,visualizou,sim,nao,nao,,222,16,4.1,google_ads,abandonado,
ECOM-00185,2025-09-03,São Paulo,SP,app,desktop,smartphone,iPhone Z,1150.92,"11,25",nao,0,pagamento,sim,sim,nao,cartao_recusado,387,16,3.2,google_ads,finalizado,
ECOM-00186,2025-08-18,Salvador,BA,app,mobile,smartphone,Moto Plus,3986.38,56.06,nao,0,carrinho,sim,nao,nao,,219,2,"4,2",organico,abandonado,
ECOM-00187,2025-02-09,Uberaba,MG,app,desktop,smartwatch,Smartwatch Fit,859.66,26.34,sim,0,pagamento,sim,sim,nao,,549,6,3.5,organico,falha_pagamento,
ECOM-00188,2025-06-19,Salvador,BA,site,mobile,acessorios,Teclado,377.81,77.91,nao,20,pagamento,sim,sim,nao,pix_expirado,663,1,4.9,instagram,abandonado,
ECOM-00189,2025-03-25,Salvador,BA,app,mobile,notebook,Notebook Office,4331.67,"29,23",,0,carrinho,sim,nao,nao,,157,24,4.4,instagram,abandonado,
ECOM-00190,2025-08-13,Salvador,BA,site,desktop,notebook,Ultrabook,4633.58,20.76,sim,20,carrino,nao,nao,nao,,359,15,2.7,organico,falha_pagamento,
ECOM-00191,2025-05-06,Salvador,BA,site,desktop,smartphone,Redmi Pro,"1976,96","29,82",sim,20,visualizou,sim,nao,nao,,15,14,2.9,organico,finalizado,
ECOM-00192,2025-08-19,Salvador,BA,site,mobile,fone,Earbuds,693.26,"64,26",sim,0,compra,sim,sim,sim,,5,12,4.9,organico,,
ECOM-00193,07-27-2025,São Paulo,sp,site,mobile,fone,Earbuds,322.43,15.62,sim,0,pagamento,sim,sim,nao,,5,16,3.4,instagram,,
ECOM-00194,2025-08-31,Uberaba,MG,app,mobile,notebook,Notebook Gamer,"1927,32",70.93,sim,10,carrinho,sim,nao,nao,,673,1,4.1,instagram,falha_pagamento,
ECOM-00195,2025-08-25,Goiânia,GO,app,mobile,smartphone,iPhone Z,2036.99,47.5,sim,15,pagamento,sim,sim,nao,erro_gateway,,14,4.2,google_ads,abandonado,
ECOM-00196,2025-04-22,Curitiba,PR,app,mobile,smartphone,Galaxy X,5277.59,44.58,sim,0,pagamento,sim,sim,nao,erro_gateway,5,1,"4,0",direto,,
ECOM-00197,2025-04-01,Uberaba,mg,site,mobile,smartphone,Galaxy X,"1502,22","52,93",nao,10,pagamento,sim,sim,nao,cartao_recusado,124,10,4.4,email,,
ECOM-00198,2025-05-03,Uberlândia,mg,app,mobile,notebook,Notebook Office,"4691,43",51.44,sim,0,carrinho,sim,nao,nao,,85,8,4.7,google_ads,,
ECOM-00199,2025-09-22,Salvador,BA,app,mobile,acessorios,Carregador,97.25,79.03,nao,0,pagamento,sim,sim,nao,pix_expirado,,3,3.9,google_ads,,
ECOM-00200,2025-10-14,Salvador,BA,site,mobile,smartwatch,Smartwatch Fit,1316.31,63.94,nao,0,pagamento,sim,sim,nao,cartao_recusado,468,4,3.1,organico,procesado,
ECOM-00201,2025-06-01,Curitiba,PR,site,mobile,acessorios,Carregador,262.57,32.1,nao,5,visualizou,nao,nao,nao,,297,11,"2,1",google_ads,procesado,
ECOM-00202,09-12-2025,Uberaba,MG,app,mobile,smartwatch,Smartwatch Fit,"1058,02",49.07,,0,compra,sim,sim,sim,,330,25,5,google_ads,abandonado,
ECOM-00203,07-01-2025,Uberlândia,MG,site,mobile,smartphone,Galaxy X,1992.25,30.82,sim,20,visualizou,sim,nao,nao,,355,7,5,google_ads,procesado,
ECOM-00204,2025-06-17,Goiânia,GO,app,mobile,smartphone,Galaxy X,"3852,81",6.41,nao,0,visualizou,sim,nao,nao,,5,7,3.1,instagram,,
ECOM-00205,2025-05-24,Uberaba,MG,app,mobile,fone,Headset Gamer,701.29,45.34,nao,0,carrinho,sim,nao,nao,,192,6,"4,1",instagram,falha_pagamento,
ECOM-00206,10-06-2025,Goiânia,GO,app,mobile,notebook,Ultrabook,3350.72,44.38,nao,0,carrinho,sim,nao,nao,,273,3,4.0,organico,,
ECOM-00207,2025-07-02,Goiânia,GO,site,mobile,smartwatch,Smartwatch Fit,1109.95,79.58,,5,visualizou,sim,nao,nao,,326,26,3.9,instagram,abandonado,
ECOM-00208,2025-10-27,Campinas,SP,app,desktop,notebook,Ultrabook,6364.37,11.39,nao,5,carrinho,sim,nao,nao,,278,15,3.5,organico,,
ECOM-00209,2025-07-01,Uberaba,MG,app,mobile,notebook,Notebook Office,1884.2,13.63,nao,15,carrinho,sim,nao,nao,,474,12,3.9,organico,,
ECOM-00210,2025-10-13,Curitiba,PR,site,mobile,notebook,Ultrabook,6693.2,32.65,sim,15,carrinho,sim,nao,nao,,5,7,4.0,google_ads,finalizado,
ECOM-00211,2025-04-08,Campinas,SP,site,mobile,smartphone,Moto Plus,4436.21,65.79,,0,pagamento,sim,sim,nao,,75,15,3.1,google_ads,falha_pagamento,
ECOM-00212,2025-08-18,Uberlândia,MG,site,mobile,smartphone,Galaxy X,2558.6,20.24,sim,0,compra,sim,sim,nao,erro_gateway,222,1,4.4,email,finalizado,
ECOM-00213,03-27-2025,Campinas,SP,app,mobile,smartphone,iPhone Z,5353.49,56.23,sim,0,pagamento,sim,sim,nao,,386,8,"2,8",direto,,
ECOM-00214,2025-05-15,Curitiba,PR,app,mobile,acessorios,Carregador,"140,67",21.45,sim,0,carrino,sim,sim,nao,pix_expirado,196,10,2.9,google_ads,abandonado,
ECOM-00215,2025-10-20,Curitiba,PR,app,desktop,notebook,Notebook Office,3841.03,44.63,nao,0,compra,sim,sim,sim,,417,19,4.2,direto,falha_pagamento,
ECOM-00216,2025-09-19,Uberlândia,MG,app,mobile,smartwatch,Smartwatch Fit,854.33,26.99,sim,15,carrinho,sim,nao,nao,,138,14,5,organico,,
ECOM-00217,2025-08-05,São Paulo,SP,site,desktop,smartphone,Galaxy X,4170.64,38.76,sim,10,carrinho,sim,nao,nao,,187,4,4.3,google_ads,finalizado,
ECOM-00218,2025-05-19,Uberlândia,MG,site,mobile,smartphone,Galaxy X,5570.14,46.72,sim,20,pagamento,sim,sim,nao,cartao_recusado,203,18,3.4,google_ads,falha_pagamento,
ECOM-00219,05-02-2025,Campinas,SP,site,mobile,fone,Earbuds,123.82,48.49,sim,0,carrinho,sim,nao,nao,,350,1,5,direto,,
ECOM-00220,27/09/2025,Campinas,SP,app,mobile,smartwatch,Watch Pro,"871,18",53.81,sim,15,visualizou,sim,nao,nao,,389,20,5,email,falha_pagamento,
ECOM-00221,2025-09-03,Goiânia,GO,app,mobile,notebook,Notebook Gamer,9470.46,45.32,sim,0,pagamento,sim,sim,nao,,197,7,4.1,direto,abandonado,
ECOM-00222,2025-03-03,Uberlândia,MG,site,desktop,smartwatch,Watch Pro,666.65,70.34,nao,0,carrinho,sim,nao,nao,,94,16,5,email,,
ECOM-00223,06/02/2025,Campinas,SP,site,mobile,smartwatch,Watch Pro,2203.37,17.09,sim,10,carrino,sim,nao,nao,,5,9,4.9,organico,falha_pagamento,
ECOM-00224,2025-05-17,salvador,BA,site,desktop,fone,Earbuds,492.9,1.36,,0,carrino,sim,nao,nao,,391,1,3.6,organico,abandonado,
ECOM-00225,2025-05-06,Curitiba,PR,app,mobile,notebook,Notebook Gamer,9126.58,"74,96",sim,0,pagamento,sim,sim,nao,erro_gateway,142,5,5,email,,
ECOM-00226,2025-07-01,São Paulo,SP,app,mobile,fone,Headset Gamer,651.67,33.19,,15,visualizou,nao,nao,nao,,5,9,3.4,google_ads,finalizado,
ECOM-00227,2025-05-28,salvador,BA,site,mobile,fone,Fone Bluetooth,298.07,69.54,nao,10,carrinho,sim,nao,nao,,344,29,3.2,email,abandonado,
ECOM-00228,03/08/2025,Campinas,SP,app,mobile,smartphone,Moto Plus,3298.31,75.73,sim,0,pagamento,sim,sim,nao,pix_expirado,242,16,"3,3",google_ads,falha_pagamento,
ECOM-00229,2025-07-25,campinas,sp,site,mobile,fone,Fone Bluetooth,883.45,0.32,nao,5,pagamento,sim,sim,nao,,215,1,2.9,email,abandonado,
ECOM-00230,2025-09-30,Goiânia,GO,app,mobile,notebook,Ultrabook,5988.43,26.55,,0,visualizou,nao,nao,nao,,307,12,1.3,google_ads,procesado,
ECOM-00231,28/04/2025,Campinas,SP,app,desktop,smartphone,Moto Plus,6066.69,6.29,,0,carrinho,sim,nao,nao,,369,12,3.2,google_ads,falha_pagamento,
ECOM-00232,2025-01-14,Goiânia,GO,app,mobile,smartphone,Redmi Pro,3171.46,"31,13",nao,5,compra,sim,sim,sim,,91,21,3.2,google_ads,procesado,
ECOM-00233,22/05/2025,curitiba,PR,app,mobile,notebook,Ultrabook,"5875,76",39.38,,20,visualizou,nao,nao,nao,,262,11,4.3,organico,finalizado,
ECOM-00234,18/01/2025,Curitiba,PR,site,tablet,smartphone,Redmi Pro,"6206,56",57.36,sim,15,carrinho,sim,nao,nao,,217,19,3.1,organico,procesado,
ECOM-00235,2025-10-14,Curitiba,PR,site,mobile,smartphone,Redmi Pro,1051.71,31.47,sim,10,visualizou,sim,nao,nao,,217,11,4.0,email,,
ECOM-00236,06-30-2025,São Paulo,SP,site,tablet,fone,Earbuds,860.1,18.99,nao,0,pagamento,sim,sim,nao,cartao_recusado,737,24,5,google_ads,procesado,
ECOM-00237,30/06/2025,São Paulo,SP,site,mobile,smartphone,iPhone Z,"4775,36",64.01,sim,20,compra,sim,sim,nao,pix_expirado,243,1,2.2,google_ads,finalizado,
ECOM-00238,2025-09-27,Goiânia,GO,app,desktop,fone,Earbuds,323.95,20.51,sim,20,visualizou,nao,nao,nao,,381,10,5.0,email,falha_pagamento,
ECOM-00239,2025-08-02,Salvador,BA,app,mobile,smartwatch,Smartwatch Fit,1610.97,79.23,sim,5,compra,sim,sim,sim,,352,26,2.9,email,finalizado,
ECOM-00240,2025-10-13,Salvador,BA,site,mobile,smartwatch,Watch Pro,"986,31",67.83,sim,0,carrinho,sim,nao,nao,,41,1,4.4,email,finalizado,
ECOM-00241,01-04-2025,Goiânia,GO,app,mobile,smartphone,iPhone Z,2180.52,"36,35",nao,10,carrinho,sim,nao,nao,,308,17,4.5,direto,falha_pagamento,
ECOM-00242,2025-07-24,Campinas,SP,app,desktop,notebook,Notebook Office,5497.2,8.31,nao,20,pagamento,sim,sim,nao,limite_insuficiente,133,12,5,direto,finalizado,
ECOM-00243,2025-07-18,São Paulo,SP,site,desktop,fone,Earbuds,758.28,34.38,,15,carrinho,sim,nao,nao,,5,9,5,email,finalizado,
ECOM-00244,2025-06-15,São Paulo,sp,site,mobile,smartwatch,Watch Pro,1554.19,"11,53",nao,0,compra,sim,sim,sim,,5,3,2.3,email,,
ECOM-00245,2025-09-28,Uberlândia,MG,site,mobile,smartphone,Galaxy X,"2545,77",26.66,,15,pagamento,sim,sim,nao,erro_gateway,220,1,3.7,email,abandonado,
ECOM-00246,2025-08-24,São Paulo,SP,site,desktop,fone,Earbuds,397.07,"17,52",nao,15,visualizou,sim,nao,nao,,87,7,2.9,google_ads,procesado,
ECOM-00247,2025-10-21,Uberlândia,MG,site,mobile,notebook,Notebook Office,4261.8,35.51,nao,5,pagamento,sim,sim,nao,,488,14,4.5,organico,,
ECOM-00248,2025-07-20,salvador,BA,app,mobile,smartphone,Galaxy X,"1712,97",54.79,nao,0,pagamento,sim,sim,nao,cartao_recusado,54,8,4.2,email,abandonado,
ECOM-00249,2025-08-12,são paulo,sp,site,mobile,notebook,Ultrabook,2245.2,54.41,,10,visualizou,nao,nao,nao,,5,8,"3,2",direto,,
ECOM-00250,2025-03-10,Uberaba,MG,app,mobile,fone,Fone Bluetooth,639.76,72.61,nao,0,visualizou,nao,nao,nao,,374,9,4.6,google_ads,falha_pagamento,
ECOM-00251,06-24-2025,Salvador,BA,app,mobile,smartphone,Moto Plus,"4652,04",47.08,,5,carrino,sim,sim,sim,,365,2,3.6,instagram,procesado,
ECOM-00252,2025-01-05,Goiânia,GO,site,mobile,notebook,Notebook Office,2880.03,59.02,sim,15,carrinho,sim,nao,nao,,102,5,4.4,direto,abandonado,
ECOM-00253,2025-01-29,Uberaba,mg,site,mobile,smartphone,Galaxy X,"4949,88",54.09,,15,carrino,nao,nao,nao,,164,9,"2,8",email,falha_pagamento,
ECOM-00254,2025-01-24,campinas,SP,site,mobile,smartphone,iPhone Z,2144.91,63.96,nao,15,visualizou,sim,nao,nao,,334,4,3.4,google_ads,falha_pagamento,
ECOM-00255,2025-08-25,uberlândia,MG,app,desktop,smartphone,Moto Plus,1886.86,34.34,,20,compra,sim,sim,sim,,5,30,"2,2",organico,abandonado,
ECOM-00256,2025-08-10,São Paulo,SP,site,mobile,acessorios,Mouse,37.81,53.63,nao,15,compra,sim,sim,sim,,273,7,2.7,organico,falha_pagamento,
ECOM-00257,22/03/2025,curitiba,PR,site,mobile,acessorios,Mouse,185.1,37.44,nao,0,visualizou,sim,nao,nao,,405,6,3.4,google_ads,abandonado,
ECOM-00258,2025-04-23,Uberlândia,MG,app,mobile,notbook,Notebook Office,7667.3,52.43,nao,0,carrinho,sim,nao,nao,,5,17,5,organico,abandonado,
ECOM-00259,2025-06-22,Uberlândia,MG,app,mobile,fone,Fone Bluetooth,371.64,32.39,nao,20,pagamento,sim,sim,nao,,274,1,3.3,google_ads,falha_pagamento,
ECOM-00260,2025-07-21,Curitiba,PR,site,mobile,acessorios,Cabo USB-C,41.34,"19,38",sim,20,pagamento,sim,sim,nao,limite_insuficiente,442,9,5,google_ads,falha_pagamento,
ECOM-00261,06/02/2025,Campinas,SP,site,desktop,notebook,Ultrabook,"8910,08",46.71,nao,20,carrinho,sim,nao,nao,,197,5,4.7,instagram,finalizado,
ECOM-00262,2025-10-19,Campinas,SP,site,mobile,fone,Fone Bluetooth,722.01,"51,53",,15,compra,sim,sim,sim,,254,23,4.4,google_ads,,
ECOM-00263,2025-05-13,São Paulo,SP,site,mobile,smartphone,iPhone Z,4390.65,50.19,sim,10,visualizou,nao,nao,nao,,326,16,3.7,organico,finalizado,
ECOM-00264,2025-10-25,Uberaba,MG,site,mobile,smartphone,iPhone Z,3983.11,10.75,sim,0,visualizou,sim,nao,nao,,423,18,5,email,finalizado,
ECOM-00265,19/03/2025,Uberlândia,MG,app,desktop,smartwatch,Watch Pro,868.94,35.47,nao,0,pagamento,sim,sim,nao,pix_expirado,231,3,"3,7",instagram,abandonado,
ECOM-00266,data_invalida,Curitiba,PR,app,mobile,smartphone,Galaxy X,1040.01,34.23,nao,20,carrinho,sim,nao,nao,,119,13,2.3,google_ads,abandonado,
ECOM-00267,2025-09-03,Curitiba,PR,app,mobile,smartphone,Galaxy X,4097.63,"16,93",,5,compra,sim,sim,sim,,379,14,3.4,organico,finalizado,
ECOM-00268,2025-10-09,Campinas,SP,app,mobile,smartwatch,Smartwatch Fit,1766.57,58.85,sim,0,compra,sim,sim,sim,,137,4,"2,7",instagram,finalizado,
ECOM-00269,2025-08-21,Salvador,BA,app,mobile,fone,Earbuds,604.23,61.38,,10,compra,sim,sim,sim,,,18,5.0,google_ads,procesado,
ECOM-00270,2025-05-17,Uberlândia,MG,app,desktop,smartwatch,Smartwatch Fit,1427.72,6.24,nao,0,pagamento,sim,sim,nao,cartao_recusado,26,21,3.1,google_ads,procesado,
ECOM-00271,2025-08-28,São Paulo,SP,site,mobile,smartphone,Galaxy X,5035.27,65.03,nao,15,pagamento,sim,sim,nao,limite_insuficiente,521,2,3.2,email,,
ECOM-00272,01/08/2025,Salvador,BA,site,mobile,notebook,Notebook Office,4502.46,52.94,nao,20,carrinho,sim,nao,nao,,5,14,3.2,google_ads,procesado,
ECOM-00273,2025-02-17,Uberaba,MG,app,desktop,smartphone,Redmi Pro,2966.31,"38,52",sim,0,visualizou,sim,nao,nao,,394,24,3.4,organico,falha_pagamento,
ECOM-00274,2025-07-15,Goiânia,GO,app,mobile,notebook,Notebook Office,"5136,78",79.44,sim,10,visualizou,sim,nao,nao,,541,7,4.4,organico,,
ECOM-00275,07-21-2025,Goiânia,GO,site,desktop,smartphone,iPhone Z,3836.53,74.11,nao,0,pagto,sim,nao,nao,,318,7,2.6,google_ads,falha_pagamento,
ECOM-00276,2025-06-05,Uberaba,MG,app,mobile,notebook,Notebook Office,5802.15,26.28,sim,0,compra,sim,sim,sim,,189,13,5,organico,falha_pagamento,
ECOM-00277,2025-01-30,Uberaba,mg,app,mobile,notebook,Ultrabook,6773.37,8.21,sim,15,compra,sim,sim,sim,,236,2,3.6,instagram,finalizado,
ECOM-00278,2025-04-19,Goiânia,go,site,mobile,smartphone,Redmi Pro,3359.06,50.03,nao,15,visualizou,nao,nao,nao,,254,18,5,google_ads,abandonado,
ECOM-00279,2025-03-03,Curitiba,PR,site,desktop,smartphone,Moto Plus,1298.06,22.46,sim,20,carrinho,sim,nao,nao,,219,11,4.5,direto,finalizado,
ECOM-00280,05-28-2025,Uberaba,MG,site,mobile,acessorios,Teclado,397.34,54.87,sim,0,compra,sim,sim,sim,,208,17,4.8,direto,falha_pagamento,
ECOM-00281,2025-02-12,São Paulo,SP,site,mobile,smartphone,Redmi Pro,1456.82,36.92,nao,20,carrino,sim,sim,nao,cartao_recusado,45,16,"3,5",organico,falha_pagamento,
ECOM-00282,2025-01-18,Uberaba,MG,app,mobile,fone,Earbuds,337.08,59.36,,20,carrinho,sim,nao,nao,,390,4,4.2,google_ads,abandonado,
ECOM-00283,2025-06-04,São Paulo,sp,app,mobile,fone,Earbuds,539.93,56.64,,5,carrinho,sim,nao,nao,,96,14,5,direto,abandonado,
ECOM-00284,2025-02-22,Uberlândia,MG,site,desktop,notebook,Notebook Gamer,9364.64,29.34,nao,0,carrino,sim,sim,nao,limite_insuficiente,432,5,1.9,direto,finalizado,
ECOM-00285,2025-05-26,Goiânia,GO,app,desktop,smartphone,Galaxy X,4890.13,43.69,sim,0,visualizou,nao,nao,nao,,48,8,3.2,organico,finalizado,
ECOM-00286,2025-07-11,Curitiba,PR,app,mobile,notebook,Notebook Gamer,8372.88,21.83,nao,10,carrinho,sim,nao,nao,,325,19,"2,8",google_ads,abandonado,
ECOM-00287,2025-07-03,Campinas,SP,site,mobile,smartphone,iPhone Z,2831.78,52.55,sim,0,carrinho,sim,nao,nao,,309,13,5,organico,finalizado,
ECOM-00288,2025-05-05,Curitiba,PR,site,mobile,smartphone,Redmi Pro,4618.71,64.52,sim,5,pagamento,sim,sim,nao,cartao_recusado,169,20,3.8,organico,falha_pagamento,
ECOM-00289,2025-02-14,Uberlândia,MG,site,desktop,notebook,Notebook Office,6272.32,25.47,sim,0,compra,sim,sim,sim,,511,16,2.9,google_ads,finalizado,
ECOM-00290,2025-07-08,Salvador,BA,app,desktop,fone,Earbuds,115.46,48.26,nao,5,visualizou,sim,nao,nao,,250,17,2.8,google_ads,falha_pagamento,
ECOM-00291,2025-06-04,Uberlândia,MG,site,tablet,notebook,Notebook Office,"5411,25",19.84,nao,15,pagamento,sim,sim,nao,,426,11,5,direto,falha_pagamento,
ECOM-00292,2025-04-02,São Paulo,SP,app,mobile,smartwatch,Watch Pro,"1558,58",18.67,sim,0,compra,sim,sim,sim,,506,16,3.9,google_ads,abandonado,
ECOM-00293,15/09/2025,Campinas,SP,site,desktop,fone,Headset Gamer,741.26,"1,79",sim,0,carrinho,sim,nao,nao,,5,12,4.6,instagram,falha_pagamento,
ECOM-00294,02-20-2025,campinas,SP,site,mobile,smartphone,Galaxy X,3033.5,"57,16",nao,0,visualizou,sim,nao,nao,,206,17,3.7,instagram,,
ECOM-00295,2025-06-18,Campinas,SP,site,mobile,fone,Fone Bluetooth,"547,0",77.64,,10,carrinho,sim,nao,nao,,456,10,3.7,google_ads,,
ECOM-00296,2025-06-20,Uberlândia,MG,app,mobile,fone,Earbuds,164.75,9.83,nao,20,visualizou,sim,nao,nao,,5,19,5,instagram,,
ECOM-00297,2025-07-12,Uberaba,MG,app,desktop,notebook,Ultrabook,8464.86,21.57,sim,5,carrinho,sim,nao,nao,,87,16,3.6,instagram,,
ECOM-00298,2025-07-26,Uberlândia,MG,site,mobile,smartphone,iPhone Z,1551.65,40.81,nao,0,pagamento,sim,sim,nao,limite_insuficiente,124,13,5,google_ads,procesado,
ECOM-00299,2025-04-09,Salvador,BA,site,desktop,smartphone,iPhone Z,3974.99,31.22,,5,carrinho,sim,nao,nao,,328,20,4.0,direto,finalizado,
ECOM-00300,2025-03-07,Uberlândia,MG,site,mobile,notebook,Notebook Office,"5597,82",71.36,sim,0,pagamento,sim,sim,nao,cartao_recusado,24,6,2.3,organico,falha_pagamento,
ECOM-00301,2025-10-06,São Paulo,SP,site,mobile,fone,Headset Gamer,711.47,71.08,sim,0,visualizou,sim,nao,nao,,177,8,2.6,email,,
ECOM-00302,2025-08-21,Uberlândia,MG,site,desktop,smartwatch,Smartwatch Fit,1688.77,"67,12",sim,0,visualizou,nao,nao,nao,,124,7,2.5,organico,falha_pagamento,
ECOM-00303,2025-04-18,Campinas,SP,site,mobile,smartphone,Redmi Pro,4435.65,3.21,,5,pagamento,sim,sim,nao,cartao_recusado,,9,3.6,instagram,procesado,
ECOM-00304,2025-03-23,Uberaba,MG,site,mobile,smartphone,Galaxy X,"2944,88",9.83,sim,0,compra,sim,sim,nao,pix_expirado,111,1,3.7,google_ads,falha_pagamento,
ECOM-00305,2025-04-13,São Paulo,sp,site,mobile,acessorios,Teclado,147.85,77.69,nao,15,visualizou,nao,nao,nao,,413,3,3.9,instagram,,
ECOM-00306,2025-08-27,Uberlândia,MG,site,mobile,fone,Fone Bluetooth,868.61,35.87,nao,0,carrinho,sim,nao,nao,,425,11,3.5,google_ads,finalizado,
ECOM-00307,2025-03-24,Uberaba,MG,site,mobile,smartwatch,Smartwatch Fit,908.62,41.53,,15,visualizou,nao,nao,nao,,358,16,3.6,email,procesado,
ECOM-00308,2025-09-20,Curitiba,PR,site,desktop,smartphone,iPhone Z,2671.72,28.41,nao,20,pagamento,sim,sim,nao,limite_insuficiente,211,25,"3,5",direto,abandonado,
