registro_id,data_pedido,cidade,uf,cliente_id,prime,categoria_produto,produto,vendedor_tipo,valor_produto,valor_frete,prazo_estimado_dias,tempo_processamento_h,tempo_transporte_h,distancia_cd_cliente_km,volume_pacotes_rota,clima_rota,evento_sazonal,entrega_atrasada,avaliacao_cliente,devolucao,motivo_devolucao,produto_wishlist,abandonou_carrinho,comprado_junto,status_pedido,observacao
AMZ-00137,2025-04-26,Goiânia,go,C289,sim,vestuario,Camiseta,marketplace,2054.72,0,4,8,63,115.84,88,sol,natal,nao,5,nao,,sim,nao,sim,procesado,
AMZ-00138,2025-10-15,Goiânia,GO,C438,nao,casa,Panela,amazon,1888.74,"79,76",1,5,55,155.06,242,sol,black_friday,sim,2.6,nao,,sim,nao,sim,procesado,
AMZ-00139,2025-03-03,Curitiba,PR,C238,nao,vestuario,Camiseta,amazon,1809.56,76.07,7,9,22,1,104,nublado,nenhum,nao,4.3,nao,,sim,nao,,cancelado,
AMZ-00140,2025-09-07,uberaba,MG,C394,nao,supermercado,Café,amazon,"3113,81",84.02,4,7,2,"250,1",68,sol,black_friday,nao,2.2,sim,arrependimento,,nao,nao,entregue,
AMZ-00141,2025-06-27,Campinas,SP,C99,nao,eletronicos,Echo Dot,marketplace,2258.91,40.02,2,14,19,128.92,57,sol,nenhum,nao,4.9,nao,,nao,sim,nao,devolvido,
AMZ-00142,2025-07-05,Uberaba,MG,C500,nao,vestuario,Mochila,marketplace,280.88,45.61,7,4,29,"137,47",39,chuva,nenhum,nao,4.6,nao,,,nao,nao,procesado,
AMZ-00143,data_invalida,Rio de Janeiro,RJ,C14,sim,casa,Organizador,marketplace,3365.7,0,5,5,70,15.51,41,sol,nenhum,nao,5,nao,,,nao,,devolvido,
AMZ-00144,2025-05-23,rio de janeiro,rj,C468,sim,casa,Lâmpada LED,amazon,3071.03,0,5,18,15,206.25,111,chuva,prime_day,nao,4.9,nao,,,nao,nao,devolvido,
AMZ-00145,27/05/2025,Salvador,ba,C446,nao,livros,Livro Fantasia,marketplace,2758.57,26.61,1,18,42,198.51,92,sol,nenhum,sim,3.7,nao,,sim,nao,sim,devolvido,
AMZ-00146,05-09-2025,Goiânia,GO,C575,nao,casa,Panela,marketplace,884.75,77.3,3,10,17,97.82,24,sol,nenhum,nao,4.2,nao,,sim,nao,sim,devolvido,
AMZ-00147,2025-10-26,Curitiba,PR,C268,sim,casa,Filtro de Água,amazon,"781,13",0,5,12,10,146.91,81,sol,nenhum,nao,3.5,nao,,,sim,,procesado,
AMZ-00148,2025-04-14,Goiânia,GO,C379,sim,livros,HQ Colecionável,amazon,"2363,6",0,5,2,32,85.3,92,chuva,nenhum,nao,4.0,nao,,sim,sim,,cancelado,
AMZ-00149,10-14-2025,Goiânia,GO,C392,nao,vestuario,Mochila,amazon,"1331,9","32,8",2,14,44,216.78,102,sol,nenhum,sim,3.5,nao,,,sim,sim,entregue,
AMZ-00150,2025-03-25,Rio de Janeiro,RJ,C415,sim,livros,Livro Fantasia,amazon,24.58,0,3,8,2,43.9,171,sol,nenhum,nao,4.9,nao,,nao,sim,sim,devolvido,
AMZ-00151,2025-01-29,São Paulo,SP,C215,nao,vestuario,Camiseta,amazon,2107.42,51.74,10,1,32,166.61,119,chuva,nenhum,nao,"3,8",nao,,nao,nao,nao,entregue,
AMZ-00152,2025-06-21,Campinas,SP,C47,nao,casa,Lâmpada LED,marketplace,752.54,83.63,3,11,4,166.97,142,chuva,prime_day,nao,4.3,nao,,nao,nao,sim,entregue,
AMZ-00153,2025-02-01,campinas,sp,C14,sim,casa,Organizador,marketplace,1547.51,51.11,7,4,7,54.81,44,sol,nenhum,nao,5,nao,,,sim,nao,entregue,
AMZ-00154,2025-07-21,Uberaba,MG,C232,sim,supermercado,Sabonete,amazon,1622.99,68.31,2,15,21,284.06,114,sol,nenhum,nao,2.4,nao,,nao,nao,nao,cancelado,
AMZ-00155,2025-03-28,campinas,SP,C170,nao,casa,Organizador,amazon,267.63,70.44,2,11,14,229.84,51,sol,nenhum,nao,4.3,nao,,nao,nao,nao,,
AMZ-00156,2025-01-10,Uberlândia,MG,C309,sim,livros,HQ Colecionável,amazon,2290.73,0,7,8,65,1,3,nublado,nenhum,nao,2.5,nao,,sim,nao,,entregue,
AMZ-00157,2025-07-24,Uberlândia,MG,C260,nao,eletronicos,Echo Dot,marketplace,2804.88,"55,91",10,9,22,151.01,66,sol,prime_day,nao,"3,7",nao,,sim,sim,,procesado,
AMZ-00158,2025-03-10,Salvador,BA,C371,sim,eletronicos,Fone Bluetooth,amazon,2121.95,0,3,20,57,"48,06",154,sol,nenhum,sim,1.3,nao,,,sim,nao,cancelado,
AMZ-00159,2025-02-14,Curitiba,PR,C147,nao,livros,Livro Técnico,marketplace,1423.74,"27,85",10,15,20,"168,86",1,nublado,nenhum,nao,2.7,nao,,nao,nao,sim,entregue,
AMZ-00160,2025-06-22,São Paulo,SP,C491,nao,vestuario,Tênis,amazon,"2978,65",89.85,7,1,26,21.13,130,sol,nenhum,nao,2.6,nao,,sim,nao,,,
AMZ-00161,2025-06-09,Uberlândia,MG,C99,sim,livros,HQ Colecionável,marketplace,3359.13,0,1,17,39,125.21,75,sol,nenhum,sim,2.0,nao,,sim,nao,nao,cancelado,
AMZ-00162,2025-05-20,Goiânia,GO,C36,nao,livros,HQ Colecionável,marketplace,"1481,93",36.86,5,17,36,294.01,69,sol,nenhum,sim,2.9,nao,,sim,sim,nao,procesado,
AMZ-00163,2025-03-02,Uberlândia,MG,C38,nao,vestuario,Tênis,marketplace,"437,71",82.59,1,9,75,136.22,38,chuva,nenhum,sim,4.4,nao,,,nao,nao,procesado,
AMZ-00164,data_invalida,São Paulo,SP,C509,nao,eletronicos,Carregador USB-C,amazon,"1554,14",25.59,4,13,41,60.14,72,nublado,nenhum,sim,1,sim,NA,,nao,nao,cancelado,
AMZ-00165,2025-02-03,Uberaba,MG,C591,nao,super mercado,Fire TV,amazon,1229.44,10.09,7,6,42,160.95,100,sol,nenhum,nao,3.4,nao,,nao,sim,,entregue,
AMZ-00166,2025-08-02,Rio de Janeiro,RJ,C31,sim,casa,Filtro de Água,amazon,661.66,0,1,5,15,1,106,sol,nenhum,sim,3.7,nao,,nao,nao,,procesado,
AMZ-00167,2025-09-29,salvador,BA,C4,sim,livros,Livro Técnico,marketplace,2671.79,71.03,10,14,22,179.37,1,nublado,nenhum,nao,"3,9",nao,,sim,nao,sim,,
AMZ-00168,2025-03-16,Curitiba,PR,C401,nao,livros,HQ Colecionável,amazon,333.48,85.09,3,23,52,"167,11",168,nublado,black_friday,sim,1.8,nao,,sim,nao,nao,procesado,
AMZ-00169,2025-01-20,Rio de Janeiro,rj,C485,sim,eletronicos,Echo Dot,amazon,1106.28,"14,74",7,8,46,208.98,132,sol,prime_day,nao,4.6,nao,,,nao,nao,cancelado,
AMZ-00170,data_invalida,Rio de Janeiro,RJ,C399,sim,eletronicos,Smartphone,marketplace,3480.46,0,2,12,14,220.02,53,sol,nenhum,nao,"4,5",nao,,sim,nao,,entregue,
AMZ-00171,2025-04-15,Curitiba,PR,C203,sim,eletronicos,Fire TV,marketplace,1271.27,0,7,21,2,"44,9",136,sol,nenhum,nao,"4,1",sim,produto_errado,nao,nao,nao,devolvido,
AMZ-00172,2025-01-29,Goiânia,GO,C252,nao,livros,HQ Colecionável,marketplace,3368.49,78.0,3,24,4,263.51,83,temporal,nenhum,nao,"3,5",sim,produto_danificado,nao,sim,,cancelado,
AMZ-00173,2025-05-18,São Paulo,SP,C415,nao,vestuario,Tênis,amazon,525.82,60.78,5,20,48,126.66,95,chuva,nenhum,nao,1.6,nao,,sim,nao,sim,procesado,
AMZ-00174,2025-09-12,Campinas,SP,C141,sim,livros,HQ Colecionável,marketplace,"547,56",47.33,5,27,45,1,104,sol,nenhum,nao,4.1,nao,,,nao,,cancelado,
AMZ-00175,2025-08-29,Curitiba,PR,C525,nao,casa,Panela,amazon,1033.19,48.75,1,29,37,173.46,120,sol,nenhum,sim,3.7,nao,,,nao,,,
AMZ-00176,2025-07-20,Rio de Janeiro,RJ,C39,sim,vestuario,Jaqueta,amazon,2128.81,0,3,1,60,53.77,90,chuva,natal,nao,"4,7",nao,,,nao,,procesado,
AMZ-00177,2025-10-17,Goiânia,GO,C454,sim,eletronicos,Fone Bluetooth,marketplace,2081.67,"87,96",1,9,17,178.04,10,sol,prime_day,sim,1,nao,,nao,nao,nao,procesado,
AMZ-00178,01-08-2025,Uberlândia,MG,C245,nao,livros,HQ Colecionável,amazon,213.38,"34,19",1,12,33,205.99,115,nublado,nenhum,sim,2.0,nao,,nao,sim,nao,cancelado,
AMZ-00179,2025-04-10,Uberlândia,MG,C300,nao,super mercado,Panela,amazon,185.53,"52,79",4,18,43,150.71,39,sol,prime_day,nao,5,nao,,sim,sim,sim,entregue,
AMZ-00180,2025-03-11,Goiânia,GO,C222,sim,eletronicos,Carregador USB-C,marketplace,822.19,0,1,15,73,156.89,89,sol,natal,sim,3.3,sim,atraso,sim,nao,nao,cancelado,
AMZ-00181,2025-08-09,Rio de Janeiro,RJ,C555,sim,livros,Livro Fantasia,amazon,391.25,0,5,5,2,238.98,73,chuva,nenhum,nao,3.1,nao,,nao,nao,sim,cancelado,
AMZ-00182,2025-09-08,São Paulo,SP,C440,sim,eletronicos,Fone Bluetooth,marketplace,"3315,18",0,7,8,54,14.74,52,sol,nenhum,nao,5,nao,,,nao,sim,,
AMZ-00183,01/09/2025,goiânia,GO,C211,sim,livros,Livro Técnico,marketplace,405.09,0,10,9,88,146.58,70,nublado,nenhum,nao,"4,2",nao,,nao,nao,,procesado,
AMZ-00184,2025-03-13,são paulo,SP,C559,sim,vestuario,Camiseta,marketplace,2071.66,0,7,17,25,251.98,51,sol,nenhum,nao,2.6,nao,,nao,nao,nao,procesado,
AMZ-00185,2025-07-01,São Paulo,SP,C123,nao,super mercado,Sabonete,amazon,3186.07,22.03,2,22,55,77.34,1,nublado,prime_day,sim,"3,4",nao,,sim,nao,sim,,
AMZ-00186,07-28-2025,Uberlândia,mg,C392,sim,livros,Kindle eBook,amazon,2979.21,"75,88",2,5,36,190.16,134,temporal,nenhum,nao,5.0,nao,,sim,nao,,cancelado,
AMZ-00187,2025-02-16,Goiânia,GO,C336,nao,vestuario,Tênis,marketplace,"2948,89",71.53,5,9,16,25.06,62,sol,nenhum,nao,3.3,nao,,sim,nao,,procesado,
AMZ-00188,01-01-2025,São Paulo,SP,C582,nao,vestuario,Jaqueta,amazon,2981.21,51.94,1,6,65,"10,85",41,temporal,nenhum,sim,2.6,nao,,nao,nao,sim,cancelado,
AMZ-00189,2025-07-06,Campinas,SP,C251,nao,eletronicos,Carregador USB-C,marketplace,268.75,"45,17",10,22,43,188.63,93,sol,nenhum,sim,2.0,sim,produto_errado,nao,sim,sim,entregue,
AMZ-00190,data_invalida,Uberlândia,MG,C416,sim,eletronicos,Fone Bluetooth,marketplace,2674.75,0,2,8,10,83.08,79,nublado,nenhum,nao,5,nao,,nao,nao,,devolvido,
AMZ-00191,2025-02-28,Campinas,SP,C132,sim,supermercado,Detergente,marketplace,471.51,0,2,12,43,184.84,1,sol,black_friday,sim,3.1,nao,,,nao,,,
AMZ-00192,2025-07-12,São Paulo,SP,C259,nao,livros,Livro Fantasia,amazon,"15,11",27.36,3,5,23,"259,92",25,nublado,natal,nao,5.0,nao,,sim,nao,,entregue,
AMZ-00193,2025-09-08,Uberaba,MG,C155,nao,casa,Filtro de Água,marketplace,1056.37,71.5,10,17,2,182.15,25,nublado,nenhum,nao,4.7,nao,,nao,sim,,,
AMZ-00194,data_invalida,rio de janeiro,RJ,C245,sim,casa,Lâmpada LED,amazon,"1659,94",37.05,7,26,49,"204,35",22,nublado,natal,nao,3.8,nao,,sim,nao,sim,procesado,
AMZ-00195,2025-01-20,Uberaba,mg,C193,sim,eletronicos,Fire TV,amazon,1894.15,0,10,1,41,288.97,21,chuva,natal,nao,3.7,nao,,sim,nao,sim,cancelado,
AMZ-00196,06/08/2025,São Paulo,SP,C486,sim,eletronicos,Smartphone,marketplace,2452.79,74.92,1,27,10,1,52,sol,nenhum,sim,1,sim,,nao,nao,sim,,
AMZ-00197,2025-10-05,Uberaba,MG,C173,sim,super mercado,Fone Bluetooth,marketplace,800.34,10.35,5,28,18,310.16,95,nublado,nenhum,nao,5,nao,,sim,sim,,procesado,
AMZ-00198,2025-02-24,Campinas,SP,C509,sim,eletronicos,Echo Dot,marketplace,2995.15,0,10,24,36,116.11,26,chuva,natal,nao,3.2,nao,,,nao,nao,cancelado,
AMZ-00199,2025-02-27,Campinas,SP,C6,nao,livros,HQ Colecionável,marketplace,1360.85,72.89,7,6,45,1,76,sol,nenhum,nao,3.2,nao,,nao,nao,,,
AMZ-00200,2025-01-14,Uberaba,MG,C217,sim,livros,Kindle eBook,amazon,3046.4,0,10,27,39,109.87,98,sol,nenhum,sim,1.9,sim,falsificado,,nao,,cancelado,
AMZ-00201,2025-02-20,Campinas,SP,C13,sim,eletronicos,Fire TV,amazon,415.4,"76,01",10,11,33,29.26,125,nublado,nenhum,nao,5,nao,,,nao,nao,,
AMZ-00202,2025-10-20,uberaba,mg,C368,nao,eletronicos,Smartphone,marketplace,3442.16,65.4,3,12,53,191.94,78,sol,nenhum,nao,3.8,nao,,nao,nao,sim,procesado,
AMZ-00203,03/02/2025,Uberlândia,MG,C541,nao,livros,Livro Fantasia,marketplace,1615.14,20.68,2,9,26,132.13,113,sol,prime_day,nao,4.0,nao,,nao,nao,,cancelado,
AMZ-00204,2025-10-20,Salvador,BA,C40,nao,casa,Organizador,amazon,496.52,65.71,10,13,19,"200,56",59,sol,nenhum,nao,4.1,nao,,,sim,nao,cancelado,
AMZ-00205,09-18-2025,Goiânia,GO,C420,nao,casa,Filtro de Água,amazon,453.83,40.57,2,6,21,244.85,107,temporal,natal,nao,4.4,nao,,nao,nao,nao,procesado,
AMZ-00206,2025-02-25,São Paulo,SP,C377,sim,vestuario,Mochila,marketplace,2434.17,20.54,4,9,17,281.71,80,nublado,black_friday,nao,4.8,nao,,nao,nao,sim,entregue,
AMZ-00207,08-12-2025,Uberaba,MG,C331,sim,vestuario,Tênis,marketplace,1201.51,0,1,8,59,"116,46",127,sol,nenhum,sim,3.0,nao,,sim,nao,sim,devolvido,
AMZ-00208,2025-01-12,Goiânia,GO,C84,sim,supermercado,Sabonete,amazon,3292.7,39.44,7,7,6,98.46,80,chuva,prime_day,nao,5,nao,,,nao,sim,devolvido,
AMZ-00209,2025-08-16,curitiba,PR,C183,nao,eletronicos,Fire TV,amazon,"3372,6",61.47,3,20,17,131.16,9,sol,black_friday,nao,4.3,nao,,sim,nao,sim,,
AMZ-00210,12/09/2025,Rio de Janeiro,RJ,C40,nao,vestuario,Camiseta,amazon,"482,54","47,71",1,24,34,54.18,151,sol,nenhum,sim,3.0,nao,,sim,nao,nao,cancelado,
AMZ-00211,2025-09-24,Uberlândia,MG,C349,nao,casa,Filtro de Água,marketplace,1005.15,59.87,4,9,18,176.55,16,chuva,black_friday,nao,4.3,nao,,nao,nao,sim,entregue,
AMZ-00212,data_invalida,Uberlândia,MG,C525,nao,super mercado,Panela,amazon,1831.13,33.68,2,2,68,"20,21",1,chuva,nenhum,sim,2.1,nao,,nao,nao,sim,devolvido,
AMZ-00213,2025-10-25,Rio de Janeiro,RJ,C133,nao,supermercado,Sabonete,marketplace,"2009,68",51.32,1,4,26,31.8,142,nublado,nenhum,sim,1.8,nao,,sim,sim,sim,entregue,
AMZ-00214,2025-08-17,Campinas,SP,C58,nao,vestuario,Camiseta,amazon,408.6,"40,43",3,13,18,219.11,12,sol,natal,nao,3.2,nao,,,nao,nao,entregue,
AMZ-00215,2025-05-12,Uberlândia,MG,C163,sim,livros,Livro Fantasia,amazon,1005.28,0,5,12,41,9.92,144,chuva,nenhum,nao,3.8,nao,,sim,sim,sim,entregue,
AMZ-00216,20/06/2025,São Paulo,SP,C596,sim,vestuario,Camiseta,marketplace,2918.13,38.73,4,1,56,42.94,125,sol,nenhum,sim,1,nao,,,sim,nao,devolvido,
AMZ-00217,2025-01-11,Curitiba,PR,C541,sim,eletronicos,Fone Bluetooth,amazon,2918.54,0,2,21,36,177.8,46,sol,nenhum,sim,2.8,nao,,sim,nao,nao,cancelado,
AMZ-00218,2025-06-26,Rio de Janeiro,RJ,C155,sim,casa,Panela,marketplace,3375.71,0,2,4,48,136.48,102,temporal,nenhum,sim,3.2,nao,,,sim,sim,procesado,
AMZ-00219,2025-07-24,Curitiba,PR,C28,sim,eletronicos,Smartphone,marketplace,"1790,67",0,5,7,52,"18,56",124,sol,black_friday,nao,4.5,nao,,nao,nao,sim,cancelado,
AMZ-00220,data_invalida,Rio de Janeiro,RJ,C94,sim,livros,Livro Técnico,amazon,"2592,63",87.9,1,10,48,59.98,91,nublado,black_friday,sim,2.1,nao,,,sim,,devolvido,
AMZ-00221,2025-10-06,Curitiba,PR,C565,sim,vestuario,Tênis,amazon,2881.93,44.73,7,17,78,240.59,93,chuva,nenhum,nao,3.9,nao,,,sim,nao,devolvido,
AMZ-00222,data_invalida,Rio de Janeiro,RJ,C248,sim,supermercado,Arroz,amazon,2353.67,0,10,10,39,231.57,40,nublado,prime_day,nao,4.6,nao,,nao,sim,sim,cancelado,
AMZ-00223,2025-09-26,Curitiba,pr,C285,nao,casa,Filtro de Água,amazon,2301.93,"66,21",3,6,13,114.14,4,sol,nenhum,nao,2.7,sim,produto_danificado,nao,nao,nao,,
AMZ-00224,2025-10-17,Campinas,SP,C303,sim,supermercado,Sabonete,amazon,2616.43,50.08,10,27,30,127.23,1,nublado,nenhum,sim,3.0,sim,produto_danificado,nao,nao,nao,cancelado,
AMZ-00225,2025-06-04,Salvador,BA,C257,nao,eletronicos,Carregador USB-C,amazon,728.01,29.22,7,10,51,36.9,13,sol,nenhum,nao,"2,4",nao,,sim,nao,sim,procesado,
AMZ-00226,01/07/2025,Goiânia,GO,C148,nao,vestuario,Mochila,marketplace,2492.4,"33,92",2,25,60,202.75,78,sol,nenhum,sim,2.1,nao,,,sim,,entregue,
AMZ-00227,2025-02-09,Uberaba,MG,C240,sim,casa,Lâmpada LED,amazon,1336.01,89.28,2,5,40,101.31,39,nublado,prime_day,nao,4.6,nao,,,nao,sim,procesado,
AMZ-00228,2025-02-28,Uberaba,MG,C212,sim,vestuario,Jaqueta,marketplace,1094.86,73.93,5,5,46,"264,3",144,chuva,nenhum,nao,3.5,nao,,,nao,nao,,
AMZ-00229,2025-06-25,São Paulo,SP,C516,nao,eletronicos,Echo Dot,marketplace,"1271,85",46.15,2,9,66,139.33,1,sol,nenhum,sim,3.1,nao,,sim,nao,nao,entregue,
AMZ-00230,data_invalida,Rio de Janeiro,RJ,C231,sim,super mercado,HQ Colecionável,amazon,718.81,0,7,5,25,15.92,149,nublado,nenhum,nao,4.8,nao,,sim,nao,,cancelado,
AMZ-00231,2025-04-17,Goiânia,GO,C191,nao,casa,Filtro de Água,amazon,3151.59,64.81,3,15,66,126.74,25,nublado,nenhum,sim,"2,4",nao,,nao,nao,nao,procesado,
AMZ-00232,2025-05-18,São Paulo,SP,C200,sim,vestuario,Mochila,amazon,2334.64,77.97,3,10,47,1,29,sol,nenhum,nao,5,nao,,,nao,nao,entregue,
AMZ-00233,09/07/2025,Campinas,SP,C483,sim,eletronicos,Fire TV,amazon,1343.98,0,5,17,57,92.86,1,sol,prime_day,nao,4.6,nao,,,nao,,cancelado,
AMZ-00234,19/04/2025,Uberaba,MG,C184,nao,vestuario,Tênis,marketplace,2829.78,58.51,1,19,48,1,145,sol,nenhum,sim,3.3,sim,produto_errado,nao,nao,,,
AMZ-00235,07-12-2025,Rio de Janeiro,RJ,C290,sim,casa,Organizador,marketplace,1608.98,0,1,20,77,276.66,56,sol,nenhum,sim,1.2,nao,,sim,sim,nao,devolvido,
AMZ-00236,2025-09-22,Uberlândia,MG,C350,sim,supermercado,Café,marketplace,96.56,0,4,12,36,156.34,64,temporal,nenhum,sim,3.2,nao,,,nao,nao,devolvido,
AMZ-00237,09-10-2025,Goiânia,GO,C453,sim,livros,Livro Fantasia,marketplace,"594,34",0,1,11,50,41.92,76,temporal,black_friday,sim,3.6,nao,,sim,sim,sim,entregue,
AMZ-00238,2025-05-26,Campinas,SP,C56,sim,casa,Panela,marketplace,2097.25,0,4,16,37,116.67,137,sol,nenhum,nao,3.8,nao,,sim,sim,,devolvido,
AMZ-00239,07-05-2025,Curitiba,PR,C245,sim,livros,HQ Colecionável,marketplace,1622.95,0,10,9,58,267.32,42,sol,nenhum,nao,"3,9",nao,,sim,nao,sim,devolvido,
AMZ-00240,2025-03-02,Campinas,SP,C212,sim,livros,Livro Fantasia,amazon,2034.71,0,7,10,18,1,57,sol,nenhum,sim,"3,2",nao,,,nao,nao,cancelado,
AMZ-00241,2025-09-01,Curitiba,PR,C384,sim,casa,Filtro de Água,amazon,1188.1,83.49,1,9,28,67.34,88,sol,nenhum,sim,2.4,nao,,sim,nao,sim,cancelado,
AMZ-00242,2025-03-15,Uberlândia,mg,C86,nao,vestuario,Jaqueta,amazon,109.56,73.52,7,7,38,88.76,63,sol,nenhum,nao,3.5,nao,,nao,sim,nao,devolvido,
AMZ-00243,2025-10-11,Uberlândia,MG,C9,nao,supermercado,Arroz,amazon,"3234,05",17.93,2,11,38,250.79,109,chuva,nenhum,sim,2.0,nao,,,nao,nao,procesado,
AMZ-00244,2025-08-06,Curitiba,PR,C67,sim,eletronico,Smartphone,marketplace,1481.77,0,7,8,46,66.78,72,sol,prime_day,nao,4.9,nao,,sim,nao,nao,cancelado,
AMZ-00245,09-24-2025,Salvador,BA,C198,sim,supermercado,Café,marketplace,1191.53,0,4,11,2,277.33,63,sol,black_friday,nao,3.4,sim,produto_danificado,,sim,sim,,
AMZ-00246,data_invalida,Salvador,BA,C380,nao,eletronicos,Fire TV,marketplace,2402.53,67.65,4,1,2,1,101,sol,nenhum,nao,4.3,nao,,,sim,,devolvido,
AMZ-00247,2025-05-21,Campinas,SP,C595,nao,livros,Livro Fantasia,amazon,801.02,38.64,3,17,20,181.27,66,sol,nenhum,nao,2.9,nao,,sim,sim,nao,procesado,
AMZ-00248,2025-01-23,Goiânia,GO,C488,nao,eletronicos,Fire TV,amazon,2039.14,"32,06",1,35,14,136.79,66,sol,prime_day,sim,2.6,nao,,nao,sim,nao,procesado,
AMZ-00249,2025-07-22,Rio de Janeiro,rj,C342,nao,eletronicos,Echo Dot,amazon,167.44,36.12,10,10,25,98.59,44,chuva,nenhum,nao,5,nao,,,nao,,cancelado,
AMZ-00250,2025-09-27,Curitiba,PR,C286,nao,vestuario,Mochila,marketplace,3276.59,40.36,2,22,18,"186,37",102,sol,nenhum,nao,2.9,nao,,,nao,nao,cancelado,
AMZ-00251,07-12-2025,São Paulo,SP,C187,nao,supermercado,Arroz,amazon,1417.94,34.8,10,12,49,85.81,19,nublado,nenhum,nao,"4,7",nao,,,nao,sim,cancelado,
AMZ-00252,2025-01-20,Goiânia,go,C7,nao,vestuario,Jaqueta,amazon,1109.6,28.81,2,11,32,1,100,chuva,black_friday,nao,5,nao,,nao,nao,nao,procesado,
AMZ-00253,10/05/2025,Curitiba,PR,C305,sim,eletronicos,Fone Bluetooth,marketplace,"1989,11",0,4,20,2,51.37,120,chuva,prime_day,nao,2.0,nao,,sim,nao,,,
AMZ-00254,01/09/2025,Salvador,ba,C83,sim,livros,HQ Colecionável,marketplace,685.81,0,5,19,25,299.13,74,nublado,nenhum,nao,4.0,nao,,sim,nao,sim,procesado,
AMZ-00255,19/10/2025,Salvador,BA,C41,sim,vestuario,Camiseta,amazon,"332,69",0,1,17,26,"103,02",54,chuva,black_friday,sim,"2,7",sim,atraso,,nao,sim,devolvido,
AMZ-00256,2025-08-10,Curitiba,pr,C454,nao,livros,HQ Colecionável,marketplace,723.68,71.62,3,22,25,120.16,68,sol,nenhum,sim,3.0,nao,,sim,nao,nao,devolvido,
AMZ-00257,2025-04-05,Uberaba,MG,C335,sim,eletronicos,Smartphone,amazon,2953.3,0,4,14,26,123.81,101,sol,natal,nao,4.2,nao,,,sim,,entregue,
AMZ-00258,2025-01-15,Rio de Janeiro,RJ,C117,sim,casa,Organizador,amazon,"2493,2",0,5,12,29,"166,88",207,sol,nenhum,nao,2.6,nao,,,sim,sim,,
AMZ-00259,2025-08-03,Campinas,SP,C317,nao,vestuario,Camiseta,marketplace,"455,0",67.76,7,12,21,194.51,1,nublado,nenhum,nao,5,nao,,,sim,sim,procesado,
AMZ-00260,2025-07-17,São Paulo,SP,C236,sim,supermercado,Detergente,amazon,1993.96,0,4,21,56,1,35,sol,nenhum,nao,3.0,nao,,sim,nao,nao,devolvido,
AMZ-00261,2025-09-16,Curitiba,PR,C579,nao,livros,Livro Fantasia,marketplace,1110.39,75.35,3,10,2,"68,44",135,chuva,nenhum,nao,5,nao,,nao,nao,,cancelado,
AMZ-00262,2025-05-19,Curitiba,PR,C58,sim,vestuario,Jaqueta,amazon,481.04,34.19,3,5,9,38.09,31,chuva,nenhum,nao,5,nao,,,sim,sim,devolvido,
AMZ-00263,2025-03-29,São Paulo,SP,C445,sim,casa,Lâmpada LED,marketplace,1573.78,12.95,1,22,42,36.27,55,nublado,prime_day,sim,1.2,nao,,sim,nao,sim,,
AMZ-00264,2025-10-01,Salvador,BA,C376,sim,eletronicos,Smartphone,amazon,2401.94,57.78,4,2,48,156.76,94,temporal,prime_day,sim,2.2,nao,,nao,nao,,devolvido,
AMZ-00265,2025-07-22,Uberaba,MG,C552,sim,livros,Livro Fantasia,marketplace,"525,89",88.97,3,19,47,"89,89",38,sol,prime_day,nao,4.6,nao,,sim,nao,sim,procesado,
AMZ-00266,2025-09-03,Uberaba,MG,C342,sim,eletronicos,Fire TV,amazon,139.64,0,4,12,8,108.87,7,sol,prime_day,nao,4.3,nao,,,nao,sim,cancelado,
AMZ-00267,2025-05-03,Uberaba,mg,C46,nao,casa,Panela,marketplace,"2991,28",13.39,2,26,48,36.47,85,sol,nenhum,sim,3.3,nao,,nao,sim,sim,devolvido,
AMZ-00268,2025-08-31,Uberaba,MG,C301,nao,eletronicos,Smartphone,marketplace,1446.22,83.09,2,26,89,190.94,1,chuva,nenhum,sim,4.2,nao,,,nao,nao,cancelado,
AMZ-00269,2025-05-15,Salvador,BA,C299,nao,eletronicos,Smartphone,amazon,2392.13,13.89,10,3,37,1,43,chuva,nenhum,nao,3.0,nao,,sim,nao,sim,cancelado,
AMZ-00270,2025-05-23,Rio de Janeiro,RJ,C69,nao,livros,HQ Colecionável,marketplace,"229,36",48.36,10,3,3,1,59,nublado,natal,nao,5,nao,,,nao,,,
AMZ-00271,data_invalida,Salvador,BA,C416,sim,eletronicos,Smartphone,amazon,"3331,47","51,25",10,10,35,1,65,sol,nenhum,nao,3.3,nao,,,sim,,procesado,
AMZ-00272,2025-04-28,goiânia,GO,C33,sim,casa,Filtro de Água,amazon,1412.51,14.25,4,1,51,206.49,84,sol,prime_day,nao,3.7,nao,,sim,sim,nao,entregue,
AMZ-00273,2025-08-24,São Paulo,sp,C311,sim,eletronicos,Smartphone,marketplace,2476.56,"21,74",2,12,60,163.64,82,nublado,nenhum,sim,"4,5",nao,,nao,nao,,entregue,
AMZ-00274,2025-01-02,São Paulo,SP,C459,nao,eletronicos,Carregador USB-C,amazon,209.88,"34,05",4,14,26,129.31,35,sol,nenhum,nao,4.2,nao,,,nao,,entregue,
AMZ-00275,2025-10-17,Salvador,BA,C114,nao,supermercado,Arroz,marketplace,996.74,58.39,3,14,31,175.19,188,sol,nenhum,nao,3.2,nao,,nao,nao,nao,entregue,
