registro_id,data_viagem,cidade,uf,regiao,latitude,longitude,modal,tempo_viagem_min,distancia_km,custo,avaliacao_usuario,usuario_id,frequencia_uso_mes,tempo_desde_ultima_viagem_dias,cupom_utilizado,cancelou_viagem,clima,hora,dia_semana,observacao
ECO-00176,2025-03-23,Uberaba,MG,leste,-19.70434,-47.893625,publico,13,3.11,5.57,4.5,U337,28,14,sim,sim,nublado,6,qua,
ECO-00177,2025-07-04,salvador,BA,leste,-13.024093,-38.501707,publico,28,3.84,13.91,4.8,U340,3,53,nao,sim,nublado,6,qui,
ECO-00178,2025-06-17,Salvador,BA,sul,-12.995423,-38.510976,bike,17,"7,83",16.91,1.9,U376,17,46,nao,nao,nublado,7,dom,
ECO-00179,2025-06-16,uberlândia,MG,oeste,-18.953022,-48.320576,publico,27,6.14,12.59,3.6,U327,24,57,,nao,chuva,5,sab,
ECO-00180,2025-05-07,Uberlândia,MG,sul,-18.892653,-48.299055,carro,32,3.04,8.82,3.8,U249,28,43,sim,sim,chuva,6,seg,
ECO-00181,data_invalida,Curitiba,PR,sul,-25.392687,-49.270798,publico,6,3.68,6.39,1.1,U371,29,43,,nao,sol,19,dom,
ECO-00182,10/06/2025,Salvador,BA,norte,-12.957125,-38.472971,bike,17,4.66,12.39,3.4,U115,14,5,sim,sim,nublado,13,seg,
ECO-00183,2025-05-13,Campinas,SP,leste,-22.930907,-47.020219,publico,12,10.96,38.38,4.5,U118,30,32,sim,nao,sol,6,qua,
ECO-00184,2025-06-17,Campinas,SP,oeste,"-22,890163",-47.025371,patinete,27,0.5,0.8,1.6,U109,20,30,,sim,nublado,13,qua,
ECO-00185,02-21-2025,Campinas,SP,sul,"-22,950386",-47.029759,bike,9,"5,25",17.85,2.0,U236,25,42,sim,nao,sol,18,qui,
ECO-00186,2025-01-05,São Paulo,SP,leste,-23.517949,-46.596354,publico,31,"5,37",19.51,4.1,U74,13,47,,sim,sol,22,sex,
ECO-00187,2025-09-28,Salvador,BA,sul,-13.003354,-38.546278,bike,5,0.5,1.97,2.5,U253,0,52,,sim,nublado,10,dom,
ECO-00188,2025-10-17,Salvador,BA,norte,-12.964611,-38.487815,publico,21,"0,5",1.01,3.7,U138,20,41,nao,sim,sol,7,qui,
ECO-00189,2025-03-01,Salvador,BA,norte,"-12,929009",-38.504649,patinete,35,0.5,1.6,1.3,U290,27,56,,nao,sol,9,sex,
ECO-00190,2025-07-11,salvador,BA,sul,-12.96133,"-38,538319",bike,31,4.9,13.06,4.3,U59,4,3,,sim,sol,2,qui,
ECO-00191,2025-07-28,Uberaba,MG,norte,-19.698621,-47.950379,publico,13,2.41,8.21,1.3,U213,12,51,,nao,chuva,6,sex,
ECO-00192,05-20-2025,São Paulo,SP,norte,-23.563388,-46.660728,patinete,13,4.61,9.03,2.4,U41,13,8,,nao,sol,20,sab,
ECO-00193,2025-06-07,Uberlândia,MG,leste,-18.889882,-48.30971,publico,19,5.23,11.05,2.2,U175,15,58,,sim,nublado,2,seg,
ECO-00194,2025-01-19,São Paulo,SP,sul,-23.591693,-46.647497,patinete,12,"2,78",9.99,2.0,U238,15,58,,nao,sol,17,sab,
ECO-00195,2025-04-10,Curitiba,PR,centro,"-25,439375",-49.251838,bike,11,6.44,10.24,1.4,U175,13,47,sim,nao,nublado,4,qui,
ECO-00196,2025-04-07,Salvador,BA,centro,-13.020249,"-38,478041",patinete,3,5.04,12.77,1.2,U308,7,47,sim,sim,sol,8,qua,
ECO-00197,2025-10-02,Curitiba,PR,centro,-25.454328,"-49,308416",patinete,7,2.63,6.93,3.4,U143,15,50,nao,sim,chuva,9,seg,
ECO-00198,2025-07-24,Salvador,BA,oeste,-12.968066,-38.492369,patinete,37,"0,5",1.65,2.3,U115,14,52,,nao,nublado,12,qui,
ECO-00199,2025-01-13,Campinas,SP,centro,-22.90285,-47.084498,bike,15,0.5,0.81,3.2,U1,4,27,sim,sim,nublado,18,dom,
ECO-00200,2025-04-01,uberlândia,MG,sul,-18.947719,-48.297587,carro,15,2.89,8.53,4.7,U185,12,3,nao,nao,sol,22,sab,
ECO-00201,07-24-2025,São Paulo,SP,sul,-23.514908,-46.62588,patinete,21,6.47,13.59,4.8,U247,18,7,nao,sim,nublado,11,seg,
ECO-00202,2025-08-27,Curitiba,PR,leste,"-25,413124",-49.309594,bike,10,6.81,19.94,4.3,U234,17,8,sim,sim,sol,7,seg,
ECO-00203,2025-09-24,Curitiba,PR,norte,-25.437232,-49.236455,bike,4,1.27,3.26,3.3,U283,2,0,,sim,sol,12,sex,
ECO-00204,05/08/2025,Uberaba,mg,oeste,-19.727031,-47.96182,carro,23,"0,5",1.92,4.0,U295,8,6,sim,sim,chuva,21,seg,
ECO-00205,2025-06-07,Campinas,SP,centro,-22.877752,-47.071907,bike,32,3.84,12.38,2.7,U303,22,52,sim,nao,nublado,16,qui,
ECO-00206,2025-04-05,São Paulo,SP,norte,-23.546269,-46.64011,publico,8,4.63,7.5,1.3,U37,5,37,sim,sim,sol,22,ter,
ECO-00207,2025-02-26,São Paulo,SP,oeste,-23.555761,-46.626752,carro,6,7.37,18.05,4.4,U257,12,53,sim,sim,chuva,21,dom,
ECO-00208,data_invalida,São Paulo,sp,centro,-23.514062,"-46,617258",bike,25,6.27,11.7,4.7,U111,21,34,,nao,sol,21,seg,
ECO-00209,2025-06-20,Uberlândia,MG,oeste,-18.870004,"-48,300833",bike,3,2.0,4.2,2.2,U343,17,3,sim,sim,nublado,20,sab,
ECO-00210,2025-09-17,Uberaba,MG,sul,-19.776704,-47.938499,carro,24,"6,23",10.09,1.4,U203,22,3,,nao,nublado,18,sex,
ECO-00211,03-17-2025,Salvador,BA,leste,-13.008869,"-38,544013",patinete,10,"4,12",7.9,4.8,U304,9,53,,sim,sol,5,qua,
ECO-00212,2025-07-05,Curitiba,PR,centro,-25.396275,-49.299057,carro,3,"3,34",12.68,1.3,U221,5,24,,nao,nublado,18,sex,
ECO-00213,08-13-2025,uberaba,MG,sul,-19.753147,-47.909287,patinete,3,6.35,23.41,4.9,U345,23,20,sim,sim,sol,7,seg,
ECO-00214,2025-07-01,Campinas,sp,leste,-22.863653,-47.089714,patinete,13,8.15,15.38,3.5,U310,7,35,nao,sim,chuva,14,sab,
ECO-00215,17/07/2025,Campinas,sp,oeste,-22.927754,-47.017112,bike,3,"3,65",10.8,4.3,U353,29,26,,nao,sol,13,ter,
ECO-00216,2025-04-26,Campinas,SP,sul,-22.892753,-47.060175,bike,7,"8,17",30.86,3.3,U214,0,20,nao,sim,chuva,6,sab,
ECO-00217,2025-04-12,Curitiba,PR,centro,-25.381747,-49.238348,patinete,21,"2,4",7.38,4.4,U81,19,32,nao,nao,sol,1,seg,
ECO-00218,27/05/2025,Uberlândia,MG,leste,-18.903071,-48.305301,patinete,4,"5,93",9.26,1.1,U10,26,49,,sim,sol,9,dom,
ECO-00219,2025-01-09,Uberaba,MG,leste,-19.747431,-47.983937,patinete,9,3.1,11.94,4.3,U271,17,18,nao,nao,nublado,8,qua,
ECO-00220,2025-03-26,Salvador,BA,oeste,-12.967554,-38.518138,patinete,12,1.45,5.74,4.9,U143,18,0,,sim,nublado,13,dom,
ECO-00221,2025-02-08,Curitiba,PR,centro,-25.441937,"-49,236246",bike,26,2.74,9.21,3.6,U271,4,16,sim,sim,nublado,7,seg,
ECO-00222,2025-01-24,São Paulo,SP,oeste,-23.540027,-46.656861,bike,14,4.07,9.95,4.4,U373,14,23,,sim,nublado,9,dom,
ECO-00223,2025-06-13,Campinas,SP,oeste,-22.895109,-47.105764,publico,22,2.96,6.73,2.1,U362,27,1,sim,nao,sol,4,sab,
ECO-00224,2025-03-09,Uberaba,MG,sul,-19.734512,-47.923735,patinete,22,4.77,8.33,4.7,U22,18,39,nao,sim,sol,14,dom,
ECO-00225,2025-04-29,Salvador,BA,centro,-13.024836,-38.485353,patinete,28,5.26,14.61,2.4,U375,14,13,sim,nao,sol,16,ter,
ECO-00226,2025-07-28,Uberaba,MG,norte,"-19,728414",-47.943826,publico,3,4.7,12.11,2.4,U119,22,53,,sim,nublado,16,qui,
ECO-00227,2025-07-13,São Paulo,SP,centro,-23.567453,-46.666806,carro,31,10.34,25.93,2.8,U396,5,49,,nao,sol,22,qui,
ECO-00228,05-03-2025,Uberlândia,MG,centro,-18.88173,"-48,269412",patinete,10,"5,12",9.4,4.2,U359,2,51,nao,sim,chuva,12,sab,
ECO-00229,2025-05-13,Salvador,BA,leste,-13.027638,"-38,53006",patinete,3,4.45,7.32,4.3,U333,16,45,nao,nao,nublado,13,ter,
ECO-00230,2025-06-18,Uberaba,MG,norte,-19.698723,-47.95871,carro,20,7.8,21.06,1.8,U262,2,3,sim,sim,chuva,18,dom,
ECO-00231,29/03/2025,uberlândia,MG,sul,-18.959209,-48.232148,carro,15,2.46,5.13,4.0,U251,13,47,nao,sim,sol,13,ter,
ECO-00232,2025-06-15,Salvador,BA,norte,-12.99917,-38.503182,bike,7,4.75,17.52,2.7,U250,1,35,sim,sim,sol,9,ter,
ECO-00233,23/02/2025,Curitiba,PR,oeste,-25.468797,-49.258752,bike,24,"0,99",3.18,1.8,U289,0,57,,sim,nublado,17,dom,
ECO-00234,2025-09-04,Uberlândia,MG,sul,-18.921215,-48.313556,bike,11,5.87,21.8,3.1,U122,6,0,sim,nao,sol,12,seg,
ECO-00235,2025-04-20,Uberlândia,MG,sul,-18.927424,-48.298103,bike,3,8.41,21.27,4.5,U14,19,59,sim,nao,sol,17,sab,
ECO-00236,2025-03-22,Campinas,SP,leste,-22.950788,-47.048991,patinete,25,"5,7",15.86,2.7,U376,5,39,sim,sim,chuva,17,ter,
ECO-00237,2025-08-12,Uberlândia,MG,oeste,-18.933965,-48.238083,publico,25,5.92,11.84,4.3,U366,14,32,,sim,sol,22,dom,
ECO-00238,2025-02-14,Uberaba,MG,leste,-19.776158,-47.889396,carro,28,9.93,37.27,3.2,U347,28,38,sim,sim,sol,12,sab,
ECO-00239,2025-07-21,Uberlândia,mg,oeste,-18.903934,-48.301064,bike,12,3.77,9.15,1.5,U204,18,22,,nao,sol,6,ter,
ECO-00240,09-20-2025,Salvador,BA,leste,-13.019841,-38.493936,bike,12,6.87,18.73,3.3,U305,2,58,sim,sim,sol,4,dom,
ECO-00241,31/07/2025,Uberaba,MG,sul,-19.730332,-47.904825,patinete,12,5.45,21.45,3.4,U158,8,9,nao,sim,chuva,16,dom,
ECO-00242,2025-09-02,Uberaba,MG,norte,-19.732954,-47.899998,patinete,24,"3,35",6.61,4.4,U384,6,2,,sim,nublado,16,ter,
ECO-00243,2025-04-07,Campinas,SP,centro,-22.928413,-47.106613,patinete,4,9.33,21.34,3.8,U7,30,10,,nao,chuva,21,sex,
ECO-00244,2025-03-23,São Paulo,SP,norte,-23.52435,-46.630789,publico,21,5.41,20.86,3.3,U254,18,56,,nao,chuva,11,qua,
ECO-00245,2025-05-19,Uberlândia,MG,oeste,-18.922289,-48.310293,bike,19,6.23,9.8,1.9,U55,15,46,sim,nao,nublado,15,qua,
ECO-00246,2025-08-12,Curitiba,PR,centro,-25.400846,-49.273309,patinete,3,"0,5",0.91,4.4,U108,19,51,sim,nao,nublado,8,sab,
ECO-00247,01/01/2025,Campinas,SP,leste,-22.896056,-47.079661,bike,39,1.75,6.11,3.9,U276,27,14,sim,sim,chuva,13,qua,
ECO-00248,2025-07-15,Curitiba,PR,oeste,-25.474721,-49.30517,bike,19,1.64,5.61,2.7,U256,3,56,,sim,sol,13,ter,
ECO-00249,2025-08-07,Curitiba,PR,leste,-25.475982,-49.303174,patinete,25,5.69,9.88,1.9,U183,11,46,nao,sim,sol,22,sex,
ECO-00250,2025-07-08,Campinas,SP,norte,"-22,904458",-47.09097,patinete,17,"2,95",5.23,2.2,U13,4,55,sim,nao,chuva,10,seg,
ECO-00251,2025-02-16,Uberlândia,mg,sul,-18.903851,-48.314043,bike,18,"4,66",9.3,1.3,U356,28,31,,sim,sol,11,qua,
ECO-00252,2025-06-21,São Paulo,SP,oeste,-23.506159,"-46,68324",publico,10,9.83,38.41,2.7,U372,20,16,sim,sim,sol,12,qua,
ECO-00253,2025-04-21,Uberaba,MG,sul,-19.781602,-47.957135,carro,3,4.14,13.45,2.8,U362,10,23,nao,sim,sol,5,seg,
ECO-00254,2025-07-23,Curitiba,PR,leste,-25.445284,-49.292564,publico,3,"4,82",18.38,2.3,U203,8,47,,nao,sol,4,sex,
ECO-00255,2025-07-14,Uberaba,MG,centro,-19.720468,-47.904522,patinete,7,2.44,8.08,1.4,U178,10,39,sim,sim,chuva,8,qui,
ECO-00256,2025-10-20,São Paulo,SP,oeste,"-23,583016",-46.672924,publico,25,5.15,18.67,1.9,U245,3,30,,nao,chuva,1,dom,
ECO-00257,2025-01-09,Uberaba,MG,centro,-19.710201,-47.975385,carro,3,0.5,1.39,1.0,U47,7,26,sim,nao,chuva,3,ter,
ECO-00258,2025-02-19,Uberaba,MG,norte,"-19,710405",-47.953823,carro,21,5.16,10.13,3.8,U77,30,9,,nao,chuva,1,qua,
ECO-00259,17/10/2025,Salvador,BA,leste,-12.981478,-38.536406,publico,3,5.93,21.02,3.7,U212,8,15,nao,sim,sol,12,ter,
ECO-00260,2025-09-14,Curitiba,PR,centro,-25.47024,-49.259568,bike,11,"5,18",10.54,4.3,U395,1,54,nao,sim,nublado,19,qua,
ECO-00261,01-31-2025,Uberaba,MG,centro,-19.707171,-47.964662,publico,3,7.94,25.2,3.9,U208,18,24,,nao,chuva,7,dom,
ECO-00262,2025-01-18,são paulo,SP,centro,-23.525855,-46.633959,publico,21,2.39,9.14,3.8,U153,1,14,nao,sim,sol,6,seg,
ECO-00263,02-01-2025,Curitiba,PR,sul,-25.40085,-49.287974,bike,9,6.23,21.4,3.3,U292,6,7,nao,nao,chuva,0,ter,
ECO-00264,2025-07-05,Uberlândia,MG,sul,-18.950498,-48.321845,patinete,22,5.55,21.24,4.6,U335,27,33,sim,nao,sol,10,dom,
ECO-00265,2025-06-08,Uberaba,MG,norte,-19.770446,-47.914249,publico,18,2.76,7.83,2.1,U186,30,8,sim,nao,sol,4,dom,
ECO-00266,2025-10-23,Uberaba,MG,norte,-19.731092,-47.945464,patinete,14,"0,5",1.61,3.4,U379,1,60,,nao,sol,6,qui,
ECO-00267,2025-07-29,Salvador,BA,oeste,-12.951918,-38.531081,publico,22,9.51,27.11,1.6,U124,24,27,,sim,nublado,6,qui,
ECO-00268,data_invalida,Curitiba,PR,oeste,-25.474358,"-49,268578",bike,35,9.3,28.1,1.2,U184,26,48,,sim,nublado,8,ter,
ECO-00269,07/10/2025,São Paulo,SP,norte,-23.579794,-46.623583,publico,3,2.17,5.1,2.8,U19,22,29,sim,sim,nublado,22,seg,
ECO-00270,2025-03-26,Campinas,SP,leste,-22.940043,-47.108706,publico,16,4.16,12.34,4.5,U150,24,51,,nao,sol,6,qui,
ECO-00271,2025-06-19,Salvador,ba,norte,-12.936241,"-38,506193",carro,18,6.99,21.72,4.5,U281,17,41,sim,nao,sol,2,dom,
ECO-00272,2025-08-07,Curitiba,PR,norte,-25.420341,-49.235549,carro,23,2.38,6.19,1.6,U51,12,58,,sim,nublado,23,sab,
ECO-00273,data_invalida,São Paulo,SP,centro,-23.509642,-46.672753,bike,7,3.84,11.36,3.8,U110,12,56,,nao,sol,11,dom,
ECO-00274,23/10/2025,Salvador,BA,centro,-13.016946,-38.484439,patinete,28,0.5,1.62,4.6,U375,21,35,nao,nao,nublado,18,seg,
ECO-00275,2025-06-20,Campinas,SP,sul,-22.857431,-47.090029,publico,23,3.58,13.55,3.2,U172,28,2,sim,sim,chuva,1,sex,
ECO-00276,2025-02-06,Uberaba,MG,centro,-19.754816,-47.984278,carro,17,4.1,13.29,3.5,U288,28,23,,sim,nublado,21,sab,
ECO-00277,2025-08-06,Salvador,BA,norte,-12.990159,-38.486534,bike,18,0.5,1.46,4.3,U317,27,57,sim,nao,nublado,4,qua,
ECO-00278,19/05/2025,uberaba,MG,oeste,-19.731158,-47.925841,carro,27,0.5,1.29,4.9,U146,9,39,sim,sim,nublado,22,dom,
ECO-00279,04-01-2025,Uberaba,MG,oeste,-19.709566,"-47,906288",patinete,10,3.92,12.39,2.9,U13,2,46,nao,nao,sol,15,qui,
ECO-00280,2025-08-10,Uberlândia,MG,sul,-18.934085,-48.280512,patinete,32,3.9,13.43,1.4,U306,2,29,sim,sim,sol,19,sex,
ECO-00281,2025-01-13,Curitiba,PR,sul,-25.455647,-49.254226,bike,25,6.65,20.94,2.5,U314,15,14,,sim,chuva,15,qua,
ECO-00282,2025-03-15,Uberaba,MG,leste,-19.779862,-47.962813,carro,9,1.6,4.81,1.2,U91,23,35,,sim,sol,4,qui,
ECO-00283,10-12-2025,Salvador,ba,centro,-13.016216,"-38,498233",bike,25,1.35,2.26,4.6,U34,2,2,sim,sim,nublado,7,dom,
ECO-00284,2025-01-01,São Paulo,SP,norte,-23.537951,-46.651876,bike,27,2.18,4.47,4.0,U211,22,7,sim,sim,sol,4,dom,
ECO-00285,2025-03-08,Salvador,BA,leste,"-12,958699",-38.452117,patinete,23,2.51,7.66,2.2,U174,28,24,,sim,chuva,16,qua,
ECO-00286,05-08-2025,Campinas,SP,oeste,-22.919106,-47.08354,patinete,28,6.64,10.21,2.8,U14,19,31,nao,sim,nublado,2,qua,
ECO-00287,2025-07-27,Salvador,BA,norte,-12.995467,-38.476743,carro,16,6.01,22.15,4.3,U227,14,51,nao,sim,sol,20,ter,
ECO-00288,2025-03-23,são paulo,SP,oeste,-23.544397,-46.620244,bike,3,10.68,36.26,4.8,U383,23,9,nao,sim,chuva,9,seg,
ECO-00289,02-04-2025,São Paulo,SP,centro,-23.536772,-46.585437,bike,12,6.1,22.09,3.1,U108,0,44,,nao,nublado,8,ter,
ECO-00290,data_invalida,Campinas,SP,oeste,-22.898742,"-47,091208",bike,16,2.71,10.57,2.0,U215,5,41,sim,nao,sol,20,qua,
ECO-00291,2025-08-06,uberaba,MG,norte,-19.758639,"-47,970617",publico,17,"8,29",24.52,4.8,U199,25,16,sim,sim,chuva,15,dom,
ECO-00292,24/05/2025,Uberlândia,MG,norte,"-18,917462",-48.315906,publico,27,3.83,11.87,4.1,U295,29,45,,sim,sol,19,ter,
ECO-00293,14/08/2025,São Paulo,SP,oeste,"-23,556839","-46,595765",publico,20,"3,47",10.64,3.0,U209,22,59,,nao,nublado,16,seg,
ECO-00294,07-22-2025,Campinas,SP,oeste,-22.943132,-47.044435,patinete,17,4.39,8.09,4.5,U79,7,8,,nao,sol,20,ter,
ECO-00295,2025-02-08,Curitiba,PR,centro,-25.466103,"-49,252218",patinete,19,0.97,2.18,2.6,U298,16,37,,sim,nublado,11,dom,
ECO-00296,2025-02-16,uberaba,MG,norte,-19.754055,-47.904655,publico,15,6.94,15.12,2.7,U259,2,1,nao,nao,nublado,10,sab,
ECO-00297,09-10-2025,salvador,BA,sul,-12.948338,-38.49267,carro,23,0.77,1.41,4.8,U365,8,51,nao,sim,sol,21,dom,
ECO-00298,2025-09-12,São Paulo,SP,norte,-23.563416,-46.677054,bike,9,"2,15",6.82,2.8,U75,0,49,nao,sim,chuva,8,qui,
ECO-00299,2025-08-29,São Paulo,SP,leste,-23.516854,-46.68162,patinete,31,2.29,3.91,4.8,U155,18,48,sim,nao,sol,2,sex,
ECO-00300,06-14-2025,São Paulo,SP,leste,"-23,574809","-46,61206",publico,20,1.68,5.9,4.3,U129,25,48,sim,nao,sol,4,dom,
ECO-00301,data_invalida,Salvador,BA,norte,"-12,944292",-38.543917,publico,18,5.6,16.62,3.1,U44,14,43,nao,sim,nublado,4,qua,
ECO-00302,16/07/2025,Salvador,BA,oeste,"-12,951531",-38.477397,publico,9,5.47,11.24,4.7,U191,0,27,sim,nao,chuva,3,sex,
ECO-00303,2025-09-06,Curitiba,PR,norte,"-25,466795",-49.261904,patinete,28,"6,97",23.57,3.1,U161,7,49,sim,nao,nublado,19,sab,
ECO-00304,2025-05-07,Uberlândia,MG,leste,-18.905254,-48.255256,patinete,16,"2,02",3.7,4.1,U185,5,50,sim,sim,nublado,22,sex,
ECO-00305,04/01/2025,Curitiba,PR,leste,"-25,398951","-49,266363",carro,23,0.5,1.19,1.9,U141,1,25,nao,nao,chuva,6,sab,
ECO-00306,2025-03-11,Salvador,BA,sul,-12.942526,-38.50457,bike,25,5.62,16.79,2.4,U34,28,58,,sim,nublado,7,sex,
ECO-00307,2025-08-18,São Paulo,SP,centro,-23.572623,"-46,636185",carro,3,3.17,8.88,3.9,U117,29,15,,sim,sol,12,ter,
ECO-00308,30/05/2025,Campinas,SP,sul,-22.881413,-47.037067,publico,17,2.86,11.29,2.5,U331,14,12,,sim,sol,6,qui,
ECO-00309,2025-10-19,Uberlândia,MG,norte,-18.880015,-48.24785,bike,28,1.07,3.06,1.0,U172,7,39,nao,nao,sol,5,qui,
ECO-00310,07/06/2025,Salvador,BA,sul,-12.964081,-38.455748,patinete,8,0.65,1.76,4.5,U161,15,23,sim,sim,sol,16,sex,
ECO-00311,18/01/2025,Salvador,BA,centro,-12.937349,-38.482373,publico,32,7.23,12.04,3.2,U122,24,14,sim,nao,sol,2,qui,
ECO-00312,2025-03-14,Uberlândia,MG,leste,-18.943241,-48.245675,carro,38,1.79,5.39,3.4,U206,23,32,sim,sim,sol,15,seg,
ECO-00313,2025-02-23,Uberlândia,MG,norte,-18.952544,-48.256857,publico,13,7.53,26.34,2.1,U3,5,10,sim,nao,nublado,20,sex,
ECO-00314,2025-08-18,Curitiba,PR,centro,"-25,396851",-49.223774,bike,34,"4,73",12.12,1.6,U79,16,36,nao,nao,nublado,22,qui,
ECO-00315,2025-10-17,Campinas,SP,leste,-22.917212,-47.084483,bike,3,6.59,19.48,1.7,U273,0,2,sim,nao,sol,0,dom,
ECO-00316,2025-07-22,Curitiba,PR,centro,-25.462716,-49.261549,patinete,6,4.81,17.78,3.2,U22,26,51,sim,nao,nublado,10,sab,
ECO-00317,2025-02-08,Uberaba,MG,leste,-19.765301,-47.930884,publico,3,2.62,8.55,2.6,U249,30,50,nao,nao,nublado,9,qua,
ECO-00318,13/02/2025,Uberaba,MG,oeste,-19.744141,-47.966434,carro,30,0.5,1.9,1.5,U311,7,5,sim,sim,nublado,16,sex,
ECO-00319,data_invalida,uberlândia,MG,oeste,-18.933951,-48.319583,carro,3,0.5,1.0,3.0,U274,13,26,,nao,nublado,15,qua,
ECO-00320,2025-01-17,Curitiba,pr,leste,-25.473214,-49.2553,bike,10,6.81,16.25,4.0,U345,4,32,,sim,nublado,16,qui,
ECO-00321,2025-07-12,Uberlândia,MG,centro,"-18,918474",-48.263765,publico,6,7.02,21.55,3.8,U158,10,20,sim,nao,sol,0,qui,
ECO-00322,2025-07-07,Campinas,SP,centro,-22.941665,-47.013774,bike,3,"3,54",5.91,4.0,U237,27,24,sim,sim,nublado,4,dom,
ECO-00323,2025-08-17,uberlândia,MG,sul,-18.966371,-48.29434,bike,29,5.9,16.74,4.4,U366,5,29,nao,sim,chuva,5,dom,
ECO-00324,2025-03-11,Curitiba,PR,leste,-25.393398,-49.32151,bike,18,7.68,21.74,4.0,U295,13,40,nao,nao,sol,15,qua,
ECO-00325,data_invalida,Curitiba,PR,centro,"-25,459674",-49.226647,patinete,12,0.5,1.63,2.9,U356,30,26,,nao,sol,14,seg,
ECO-00326,14/07/2025,Campinas,SP,centro,-22.954195,-47.077814,patinete,18,4.7,7.96,1.6,U184,7,39,nao,nao,sol,19,qui,
ECO-00327,2025-07-08,uberaba,MG,sul,-19.702058,-47.901391,patinete,13,1.43,4.21,3.9,U88,3,47,nao,sim,sol,2,dom,
ECO-00328,02/08/2025,Salvador,BA,centro,-13.023094,"-38,512301",carro,17,"5,23",20.24,2.9,U158,1,10,,nao,nublado,13,dom,
ECO-00329,2025-05-01,Salvador,BA,sul,-12.956816,-38.549735,publico,19,2.84,6.1,1.1,U35,9,40,,sim,chuva,0,seg,
ECO-00330,04-28-2025,Campinas,SP,oeste,"-22,94881",-47.0835,carro,23,10.89,19.1,3.3,U186,25,17,,sim,sol,17,ter,
ECO-00331,2025-02-28,São Paulo,SP,sul,-23.509436,-46.609355,patinete,21,"0,5",1.1,1.7,U281,6,45,sim,sim,nublado,17,sex,
ECO-00332,2025-05-27,Salvador,BA,oeste,-12.956545,-38.50189,patinete,21,1.15,3.94,1.5,U292,17,3,sim,nao,sol,1,dom,
ECO-00333,2025-04-25,campinas,SP,centro,-22.923072,-47.086486,patinete,7,0.5,1.24,4.6,U133,9,1,nao,sim,sol,10,seg,
ECO-00334,2025-09-04,Salvador,ba,sul,-12.999251,-38.510227,carro,6,2.73,6.43,3.2,U298,29,27,,nao,sol,7,dom,
ECO-00335,2025-09-23,Campinas,SP,centro,"-22,902436",-47.0881,carro,3,3.19,7.67,2.6,U121,4,19,nao,sim,chuva,19,qui,
ECO-00336,2025-01-13,Curitiba,PR,sul,-25.477325,-49.278938,patinete,16,7.06,10.6,3.0,U335,17,39,nao,nao,sol,3,ter,
ECO-00337,2025-01-04,Uberlândia,MG,sul,"-18,880136",-48.303064,bike,24,1.38,5.4,3.3,U346,21,23,,sim,sol,1,qua,
ECO-00338,2025-08-30,Campinas,SP,oeste,-22.859213,-47.015242,carro,22,"5,39",20.33,4.5,U314,27,15,sim,sim,nublado,14,qui,
ECO-00339,01-14-2025,Uberlândia,MG,sul,-18.906205,-48.231088,bike,11,4.63,17.52,3.4,U74,12,12,sim,sim,chuva,9,qua,
ECO-00340,2025-01-05,Campinas,sp,leste,-22.886836,-47.066934,bike,14,0.78,1.18,4.4,U169,25,17,sim,nao,sol,1,qui,
ECO-00341,2025-10-28,Salvador,BA,leste,-12.980089,-38.479056,bike,17,0.5,0.78,1.7,U69,30,58,sim,sim,sol,17,qua,
ECO-00342,03/08/2025,Campinas,SP,oeste,-22.936508,"-47,034934",patinete,27,3.45,7.13,3.0,U299,12,30,sim,nao,sol,17,dom,
ECO-00343,2025-07-06,Uberaba,MG,norte,-19.726785,-47.898107,patinete,22,"5,02",17.42,3.9,U288,7,43,nao,sim,nublado,16,dom,
ECO-00344,2025-07-06,São Paulo,SP,oeste,-23.572786,-46.654943,bike,3,1.06,1.65,4.2,U329,17,51,nao,sim,chuva,17,qui,
ECO-00345,2025-05-13,São Paulo,SP,oeste,"-23,586967",-46.592883,patinete,5,6.85,17.8,1.2,U143,8,20,,nao,nublado,11,sex,
ECO-00346,2025-10-16,Salvador,BA,leste,-12.938055,-38.489212,publico,9,0.5,1.35,2.6,U366,26,9,sim,nao,sol,9,ter,
ECO-00347,2025-06-15,Campinas,SP,norte,-22.947737,-47.077674,bike,10,"5,82",13.85,1.2,U96,9,12,sim,sim,nublado,14,ter,
ECO-00348,04-21-2025,Campinas,SP,norte,"-22,874004",-47.050037,publico,22,"0,5",0.76,1.0,U344,6,51,nao,nao,chuva,8,sex,
ECO-00349,2025-07-31,salvador,BA,norte,-12.948658,"-38,526676",carro,22,5.56,16.1,1.4,U160,1,24,,sim,sol,13,qua,
ECO-00350,2025-03-15,Uberlândia,MG,leste,-18.887613,-48.268659,patinete,33,0.5,1.89,3.9,U271,9,57,sim,nao,sol,23,qua,
ECO-00351,2025-06-05,São Paulo,SP,norte,-23.583814,-46.659645,publico,31,4.4,9.04,1.8,U139,14,18,,nao,sol,14,ter,
ECO-00352,2025-06-28,Uberaba,MG,oeste,"-19,756012",-47.96122,publico,32,8.57,16.73,1.6,U38,2,37,,sim,sol,17,qua,
ECO-00353,2025-07-19,Uberlândia,mg,centro,-18.958846,"-48,279194",bike,9,4.48,16.01,2.1,U76,3,51,nao,sim,nublado,2,dom,
ECO-00354,2025-04-20,Campinas,SP,sul,-22.905186,-47.023617,bike,19,7.78,12.53,3.1,U13,2,7,,nao,sol,14,ter,
