registro_id,data_atendimento,cidade,uf,especie,raca,idade_anos,peso_kg,sintomas_texto,prioridade_ia,tempo_espera_min,tempo_atendimento_min,temperatura_corporal_c,frequencia_cardiaca,exames_solicitados,diagnostico_previo,avaliacao_tutor,retorno_7d,historico_microchip,status_atendimento,observacao
FPC-00165,2025-09-07,Campinas,SP,gato,Labrador,1,"7,14",,monitorar,52,37,38.45,149,NA,alergia,5,NA,nao,finalizado,
FPC-00166,2025-03-17,Uberaba,MG,cachorro,Siamês,1,12.8,ferimento na pata,monitorar,77,31,"37,44",180,hemograma,alergia,5,sim,SIM,cancelado,
FPC-00167,2025-10-15,Goiânia,GO,gato,,6,13.33,letargia,monitorar,54,33,"36,53",105,ultrassom,alergia,4.15,NA,SIM,em_atendimento,
FPC-00168,2025-01-15,São Paulo,SP,cachorro,Bulldog,5,17.72,letargia,monitorar,9,27,38.25,132,ultrassom,NA,4.31,nao,SIM,finalizado,
FPC-00169,2025-05-18,porto alegre,RS,gato,Poodle,6,"7,12",ferimento na pata,monitorar,23,39,"37,21",112,NA,,3.41,nao,SIM,finalizado,
FPC-00170,03-15-2025,Porto Alegre,RS,gato,Poodle,6,22.5,coceira intensa,monitorar,13,23,37.84,74,nenhum,trauma,3.55,sim,nao,cancelado,
FPC-00171,2025-04-27,Goiânia,GO,cachorro,Poodle,5,,ferimento na pata,monitorar,46,43,"40,25",139,NA,alergia,2.8,,SIM,procesado,
FPC-00172,08/01/2025,Salvador,BA,cachorro,Siamês,5,12.57,coceira intensa,monitorar,100,27,39.54,76,NA,alergia,3.76,nao,,finalizado,
FPC-00173,23/02/2025,Salvador,BA,gato,Poodle,10,16.8,ferimento na pata,monitorar,0,33,38.45,60,hemograma,alergia,3.58,,nao,em_atendimento,
FPC-00174,2025-05-04,Uberaba,MG,cachorro,Bulldog,5,3.87,vômito e apatia,monitorar,70,7,38.0,119,nenhum,,3.85,sim,nao,finalizado,
FPC-00175,2025-03-06,Porto Alegre,RS,cachorro,Siamês,2,19.07,,monitorar,70,25,39.45,125,ultrassom,,3.11,,,em_atendimento,
FPC-00176,2025-10-03,Salvador,BA,gato,Labrador,0,14.03,letargia,monitorar,36,5,40.28,161,nenhum,trauma,4.39,sim,sim,procesado,
FPC-00177,2025-06-23,Salvador,BA,cachorro,Bulldog,3,12.73,coceira intensa,monitorar,69,40,"36,95",148,hemograma,suspeita_infeccao,5,nao,sim,cancelado,
FPC-00178,2025-08-20,Campinas,SP,gato,Bulldog,8,"2,49",coceira intensa,monitorar,17,47,40.03,101,nenhum,NA,4.02,,nao,em_atendimento,
FPC-00179,2025-02-28,campinas,SP,cachorro,Labrador,1,29.91,dificuldade respiratória,critico,68,34,39.54,177,NA,,3.21,sim,SIM,em_atendimento,
FPC-00180,2025-07-11,Campinas,SP,cachorro,Bulldog,6,18.55,dificuldade respiratória,monitorar,32,26,38.22,124,ultrassom,NA,5,sim,sim,procesado,
FPC-00181,2025-04-30,São Paulo,SP,gato,Poodle,1,"0,5",coceira intensa,monitorar,71,19,39.05,95,NA,suspeita_infeccao,4.23,NA,sim,finalizado,
FPC-00182,2025-10-15,Salvador,BA,gato,SRD,6,9.93,NA,urgente,46,28,39.05,145,ultrassom,NA,5,NA,SIM,procesado,
FPC-00183,2025-03-13,Curitiba,pr,cachorro,,3,"10,98",febre alta,monitorar,18,22,36.05,185,raio_x,alergia,3.64,sim,SIM,cancelado,
FPC-00184,2025-06-19,Curitiba,PR,cachorro,SRD,6,13.68,dificuldade respiratória,monitorar,49,24,36.24,118,raio_x,alergia,4.81,NA,nao,cancelado,
FPC-00185,2025-08-31,São Paulo,SP,cachorro,,9,"9,31",letargia,monitorar,60,20,"38,71",142,NA,NA,4.51,,,procesado,
FPC-00186,2025-06-20,Porto Alegre,RS,gato,SRD,5,"16,41",,monitorar,39,37,40.23,62,raio_x,alergia,3.79,sim,SIM,em_atendimento,
FPC-00187,2025-10-02,Goiânia,GO,gato,,,10.1,NA,monitorar,4,23,37.91,74,ultrassom,,4.02,NA,SIM,em_atendimento,
FPC-00188,2025-09-07,Salvador,BA,gato,Labrador,8,"18,6",ferimento na pata,monitorar,24,9,38.14,60,nenhum,trauma,4.63,NA,sim,procesado,
FPC-00189,28/09/2025,Salvador,BA,cachorro,Bulldog,5,"17,64",NA,monitorar,28,17,38.02,132,hemograma,NA,4.3,NA,sim,finalizado,
FPC-00190,2025-02-05,Curitiba,PR,gato,Bulldog,8,12.74,vômito e apatia,monitorar,19,19,41.62,91,hemograma,suspeita_infeccao,2.85,,SIM,finalizado,
FPC-00191,2025-04-05,Uberlândia,MG,cachorro,Labrador,4,14.16,letargia,monitorar,0,44,38.04,116,nenhum,trauma,4.82,sim,,cancelado,
FPC-00192,2025-05-04,goiânia,GO,cachorro,Bulldog,1,7.84,vômito e apatia,monitorar,28,26,38.94,141,hemograma,NA,4.36,sim,nao,em_atendimento,
FPC-00193,2025-06-15,Uberlândia,MG,gato,Bulldog,6,0.5,dificuldade respiratória,monitorar,61,27,38.28,91,raio_x,suspeita_infeccao,4.02,,nao,procesado,
FPC-00194,2025-07-10,Uberaba,MG,cachorro,Poodle,8,9.24,NA,urgente,56,5,35.85,149,nenhum,suspeita_infeccao,4.12,NA,nao,em_atendimento,
FPC-00195,data_invalida,São Paulo,SP,gato,SRD,9,"10,04",ferimento na pata,monitorar,55,26,38.74,123,hemograma,,2.98,sim,nao,cancelado,
FPC-00196,2025-06-17,Goiânia,GO,cachorro,Bulldog,6,13.25,coceira intensa,urgente,55,21,38.11,102,ultrassom,NA,3.74,NA,SIM,cancelado,
FPC-00197,09-01-2025,Goiânia,GO,cachorro,Labrador,7,32.86,ferimento na pata,monitorar,59,30,38.27,126,hemograma,suspeita_infeccao,2.93,NA,nao,finalizado,
FPC-00198,2025-09-09,curitiba,PR,cachorro,Poodle,,"20,4",febre alta,monitorar,31,13,37.66,139,nenhum,,4.54,NA,nao,procesado,
FPC-00199,2025-08-18,Goiânia,go,gato,Bulldog,,12.17,NA,monitorar,14,27,39.91,124,hemograma,NA,3.16,nao,sim,em_atendimento,
FPC-00200,2025-05-15,Uberaba,MG,gato,Bulldog,5,11.07,letargia,monitorar,61,41,38.89,103,ultrassom,alergia,5,NA,,finalizado,
FPC-00201,2025-03-26,Uberlândia,MG,cachorro,Poodle,4,9.16,coceira intensa,monitorar,32,28,38.87,136,NA,suspeita_infeccao,4.64,NA,nao,em_atendimento,
FPC-00202,2025-01-21,Uberlândia,MG,cachorro,Labrador,6,11.87,coceira intensa,monitorar,61,32,38.17,129,ultrassom,suspeita_infeccao,3.13,nao,SIM,finalizado,
FPC-00203,2025-03-31,Goiânia,GO,cachorro,,,10.71,dificuldade respiratória,monitorar,32,18,38.88,138,nenhum,trauma,5,nao,,cancelado,
FPC-00204,2025-05-18,Campinas,SP,gato,,2,0.5,coceira intensa,monitorar,87,21,36.89,85,hemograma,,2.97,,SIM,em_atendimento,
FPC-00205,2025-04-01,São Paulo,SP,cachorro,Bulldog,0,"10,04",letargia,monitorar,12,33,"37,87",170,hemograma,alergia,2.98,nao,sim,em_atendimento,
FPC-00206,2025-10-14,Goiânia,go,cachorro,,1,"23,91",vômito e apatia,monitorar,53,19,38.68,101,nenhum,,4.07,,nao,procesado,
FPC-00207,2025-09-20,São Paulo,SP,gato,Labrador,8,17.55,NA,monitorar,9,37,38.88,115,raio_x,,2.48,NA,sim,em_atendimento,
FPC-00208,2025-04-12,Porto Alegre,RS,cachorro,Siamês,3,"7,21",dificuldade respiratória,monitorar,20,24,39.84,143,raio_x,suspeita_infeccao,2.3,sim,sim,procesado,
FPC-00209,2025-02-23,Salvador,BA,cachorro,Bulldog,6,26.22,dificuldade respiratória,monitorar,55,32,36.69,67,raio_x,NA,0.7,nao,SIM,finalizado,
FPC-00210,2025-03-16,Salvador,BA,gato,Poodle,4,"4,87",coceira intensa,monitorar,49,21,38.43,124,hemograma,,4.42,nao,,cancelado,
FPC-00211,17/07/2025,Uberaba,MG,cachorro,Poodle,8,17.83,NA,monitorar,19,22,38.22,119,NA,trauma,5,sim,sim,procesado,
FPC-00212,2025-04-02,São Paulo,SP,cachorro,Siamês,7,11.4,dificuldade respiratória,critico,51,17,36.62,122,raio_x,alergia,3.6,,nao,procesado,
FPC-00213,02/03/2025,Goiânia,GO,cachorro,Poodle,2,0.65,,monitorar,0,10,39.9,112,NA,alergia,3.27,,nao,cancelado,
FPC-00214,2025-09-02,São Paulo,SP,cachorro,SRD,13,"13,6",vômito e apatia,monitorar,102,38,38.07,123,nenhum,,3.76,,sim,finalizado,
FPC-00215,2025-07-13,São Paulo,SP,cachorro,SRD,3,0.91,letargia,monitorar,74,5,39.23,142,hemograma,NA,3.01,nao,,cancelado,
FPC-00216,2025-09-24,Campinas,SP,gato,,8,13.81,febre alta,monitorar,50,43,38.87,61,NA,NA,1.63,nao,SIM,finalizado,
FPC-00217,2025-10-23,Goiânia,GO,gato,Poodle,,0.5,febre alta,urgente,34,33,"37,94",90,nenhum,alergia,5,,sim,finalizado,
FPC-00218,18/08/2025,Uberlândia,MG,gato,,5,3.24,ferimento na pata,monitorar,11,10,37.87,152,raio_x,trauma,4.2,nao,sim,em_atendimento,
FPC-00219,data_invalida,Uberlândia,mg,cachorro,Labrador,6,"6,13",vômito e apatia,monitorar,43,14,38.16,75,hemograma,alergia,5,sim,SIM,finalizado,
FPC-00220,2025-02-23,Salvador,ba,cachorro,SRD,5,16.91,NA,critico,20,40,"36,58",99,ultrassom,alergia,5,NA,sim,procesado,
FPC-00221,2025-09-21,Campinas,SP,cachorro,Siamês,2,16.42,vômito e apatia,monitorar,29,25,38.05,110,ultrassom,suspeita_infeccao,3.66,,sim,cancelado,
FPC-00222,2025-01-10,São Paulo,SP,gato,Bulldog,6,15.1,dificuldade respiratória,monitorar,43,27,39.29,128,ultrassom,suspeita_infeccao,3.7,NA,sim,em_atendimento,
FPC-00223,2025-02-10,Goiânia,GO,cachorro,Poodle,2,27.39,vômito e apatia,urgente,39,18,37.82,60,hemograma,,3.66,nao,SIM,procesado,
FPC-00224,09-17-2025,São Paulo,SP,gato,Poodle,8,0.5,ferimento na pata,monitorar,54,13,37.66,168,raio_x,alergia,3.76,nao,nao,finalizado,
FPC-00225,2025-01-22,Salvador,BA,gato,Labrador,7,20.58,febre alta,monitorar,40,7,40.88,95,ultrassom,alergia,3.12,sim,SIM,em_atendimento,
FPC-00226,2025-06-30,Salvador,BA,gato,Labrador,5,16.72,vômito e apatia,monitorar,72,23,40.27,87,nenhum,,3.23,,,procesado,
FPC-00227,10/10/2025,Porto Alegre,rs,cachorro,SRD,6,10.55,dificuldade respiratória,monitorar,21,36,37.92,67,ultrassom,alergia,3.52,,nao,procesado,
FPC-00228,28/03/2025,Uberlândia,MG,cachorro,,4,18.61,vômito e apatia,monitorar,47,15,40.6,107,nenhum,alergia,4.72,NA,SIM,cancelado,
FPC-00229,2025-05-25,Goiânia,GO,gato,,8,12.41,NA,critico,29,29,"40,86",101,nenhum,,4.7,nao,nao,em_atendimento,
FPC-00230,07-12-2025,goiânia,GO,gato,,7,"8,75",letargia,monitorar,0,38,"37,05",129,hemograma,alergia,3.79,sim,nao,finalizado,
FPC-00231,2025-09-19,Uberaba,MG,cachorro,Labrador,4,"4,95",NA,monitorar,69,5,"37,42",126,NA,NA,2.94,NA,sim,procesado,
FPC-00232,2025-03-16,Uberlândia,MG,cachorro,SRD,,16.57,coceira intensa,urgente,46,28,38.61,60,raio_x,,3.53,,nao,finalizado,
FPC-00233,data_invalida,Campinas,SP,cachorro,Siamês,,24.44,coceira intensa,monitorar,64,21,37.76,76,ultrassom,NA,3.99,NA,,cancelado,
FPC-00234,2025-04-05,São Paulo,SP,gato,SRD,7,"12,78",coceira intensa,monitorar,16,20,37.06,125,hemograma,alergia,3.96,,nao,em_atendimento,
FPC-00235,29/04/2025,Uberaba,MG,cachorro,,3,,vômito e apatia,monitorar,26,22,39.36,112,raio_x,trauma,4.49,nao,nao,cancelado,
FPC-00236,03/04/2025,Goiânia,GO,cachorro,Siamês,10,"4,15",febre alta,urgente,25,16,37.99,140,ultrassom,NA,4.7,,sim,cancelado,
FPC-00237,data_invalida,Goiânia,GO,gato,,6,13.75,dificuldade respiratória,critico,24,19,"40,25",165,raio_x,suspeita_infeccao,4.11,NA,sim,finalizado,
FPC-00238,14/10/2025,Uberlândia,MG,cachorro,Labrador,5,5.79,,monitorar,63,20,38.12,112,nenhum,alergia,4.69,NA,,cancelado,
FPC-00239,2025-04-30,Salvador,BA,cachorro,,2,"23,6",NA,monitorar,63,38,38.04,80,NA,suspeita_infeccao,3.33,NA,nao,procesado,
FPC-00240,2025-08-16,Campinas,SP,cachorro,Labrador,1,0.5,NA,monitorar,42,31,37.18,111,nenhum,NA,4.07,nao,SIM,em_atendimento,
FPC-00241,2025-04-20,Uberlândia,MG,cachorro,Poodle,5,16.69,vômito e apatia,critico,86,29,38.86,118,nenhum,suspeita_infeccao,4.39,sim,SIM,em_atendimento,
FPC-00242,2025-04-11,curitiba,PR,cachorro,,1,17.07,dificuldade respiratória,monitorar,6,33,38.95,112,NA,NA,5,nao,SIM,em_atendimento,
FPC-00243,2025-03-01,Uberlândia,mg,gato,,2,6.82,dificuldade respiratória,urgente,41,9,38.56,80,ultrassom,suspeita_infeccao,4.53,NA,nao,procesado,
FPC-00244,2025-08-08,Uberlândia,MG,cachorro,SRD,5,"11,77",ferimento na pata,monitorar,33,27,37.37,149,NA,trauma,3.9,,nao,procesado,
FPC-00245,2025-02-04,Uberlândia,mg,gato,Siamês,2,11.36,febre alta,monitorar,28,23,38.17,99,ultrassom,,3.4,sim,sim,cancelado,
FPC-00246,2025-04-11,Uberlândia,MG,cachorro,Bulldog,3,3.6,ferimento na pata,urgente,46,30,39.6,124,ultrassom,alergia,3.36,sim,SIM,procesado,
FPC-00247,2025-09-02,Uberlândia,MG,cachorro,Poodle,4,,coceira intensa,monitorar,38,45,37.89,105,raio_x,trauma,4.47,NA,SIM,procesado,
FPC-00248,2025-03-16,Curitiba,PR,cachorro,Bulldog,4,"21,0",,critico,26,9,38.92,165,nenhum,,5,sim,nao,cancelado,
FPC-00249,2025-06-27,Salvador,BA,cachorro,Bulldog,8,8.04,febre alta,monitorar,52,35,38.93,117,nenhum,alergia,3.63,NA,SIM,cancelado,
FPC-00250,data_invalida,curitiba,PR,gato,Siamês,6,17.42,febre alta,urgente,71,9,"37,59",182,raio_x,,3.52,sim,,em_atendimento,
FPC-00251,2025-04-06,Uberaba,MG,gato,SRD,5,12.57,dificuldade respiratória,monitorar,67,11,39.6,84,NA,trauma,2.95,NA,SIM,cancelado,
FPC-00252,2025-06-27,Porto Alegre,RS,cachorro,,0,14.08,ferimento na pata,monitorar,22,24,36.58,149,ultrassom,alergia,3.68,,,cancelado,
FPC-00253,09-13-2025,São Paulo,SP,gato,Labrador,8,3.77,dificuldade respiratória,monitorar,36,35,36.66,126,hemograma,trauma,3.82,,,finalizado,
FPC-00254,2025-02-28,Uberaba,MG,cachorro,Poodle,4,,ferimento na pata,monitorar,28,28,40.44,98,ultrassom,NA,3.08,sim,nao,procesado,
FPC-00255,2025-02-07,Salvador,BA,cachorro,Bulldog,3,15.21,NA,monitorar,7,19,38.7,143,raio_x,suspeita_infeccao,1.9,,,cancelado,
FPC-00256,06-01-2025,Porto Alegre,RS,gato,Siamês,0,7.66,letargia,monitorar,48,37,38.69,133,NA,NA,3.66,,nao,finalizado,
FPC-00257,02-18-2025,Campinas,SP,gato,Siamês,4,19.24,ferimento na pata,monitorar,28,28,39.48,147,nenhum,alergia,5,,nao,finalizado,
FPC-00258,2025-02-05,Salvador,BA,cachorro,Siamês,0,17.15,coceira intensa,monitorar,0,16,38.04,117,NA,NA,3.69,,,em_atendimento,
FPC-00259,2025-04-20,Uberlândia,MG,cachorro,Bulldog,2,18.47,letargia,urgente,12,26,"37,74",141,nenhum,alergia,4.09,nao,nao,em_atendimento,
FPC-00260,2025-07-14,Uberaba,MG,gato,SRD,8,19.83,coceira intensa,monitorar,5,17,38.48,121,ultrassom,,4.15,,SIM,procesado,
FPC-00261,2025-09-01,Goiânia,GO,cachorro,Labrador,10,14.53,letargia,monitorar,31,29,39.72,101,raio_x,,3.83,nao,SIM,procesado,
FPC-00262,2025-03-10,Curitiba,PR,cachorro,,,12.34,coceira intensa,monitorar,43,20,40.17,154,nenhum,trauma,3.23,nao,,cancelado,
FPC-00263,01-17-2025,Campinas,sp,cachorro,SRD,4,16.1,febre alta,monitorar,0,24,38.91,102,ultrassom,,2.62,nao,nao,procesado,
FPC-00264,27/06/2025,São Paulo,SP,cachorro,Bulldog,1,13.13,coceira intensa,monitorar,75,19,38.05,114,nenhum,alergia,4.68,nao,SIM,em_atendimento,
FPC-00265,2025-02-18,Campinas,SP,gato,Poodle,9,22.4,letargia,monitorar,52,28,36.45,111,ultrassom,suspeita_infeccao,4.39,sim,SIM,cancelado,
FPC-00266,2025-09-11,São Paulo,SP,cachorro,Siamês,2,11.19,coceira intensa,monitorar,10,5,38.03,99,nenhum,,2.83,,SIM,cancelado,
FPC-00267,2025-09-17,Goiânia,GO,cachorro,SRD,2,16.84,dificuldade respiratória,monitorar,74,16,37.87,161,raio_x,alergia,4.33,NA,nao,finalizado,
FPC-00268,07-02-2025,Uberaba,MG,cachorro,,0,0.57,vômito e apatia,urgente,11,14,36.43,118,raio_x,trauma,2.03,NA,SIM,cancelado,
FPC-00269,02/04/2025,porto alegre,RS,cachorro,Poodle,6,28.19,vômito e apatia,monitorar,47,16,"36,57",153,nenhum,suspeita_infeccao,4.31,nao,SIM,em_atendimento,
FPC-00270,2025-09-08,Goiânia,GO,gato,,6,12.36,coceira intensa,monitorar,21,20,38.3,97,ultrassom,,3.97,sim,nao,procesado,
FPC-00271,2025-03-15,Salvador,BA,gato,SRD,8,13.65,NA,monitorar,0,20,"38,92",125,nenhum,suspeita_infeccao,5,nao,,em_atendimento,
FPC-00272,2025-05-29,Campinas,SP,cachorro,Poodle,4,"28,56",febre alta,monitorar,47,34,37.15,143,hemograma,alergia,3.8,nao,sim,em_atendimento,
FPC-00273,2025-09-10,Uberlândia,mg,gato,Siamês,9,9.13,letargia,critico,28,31,38.99,109,ultrassom,NA,5,NA,nao,procesado,
FPC-00274,2025-05-27,Curitiba,PR,cachorro,SRD,4,"11,26",NA,monitorar,43,23,40.9,139,raio_x,trauma,3.38,nao,sim,em_atendimento,
FPC-00275,09-09-2025,Goiânia,go,cachorro,SRD,3,"0,5",,monitorar,29,30,36.69,118,raio_x,trauma,3.3,sim,sim,procesado,
FPC-00276,2025-03-27,Uberaba,MG,gato,Labrador,11,"12,3",ferimento na pata,critico,58,31,35.26,106,nenhum,trauma,2.58,nao,,procesado,
FPC-00277,2025-01-02,Curitiba,PR,cachorro,Labrador,3,7.1,vômito e apatia,monitorar,45,23,38.87,89,hemograma,NA,4.23,nao,nao,cancelado,
FPC-00278,2025-08-27,Salvador,BA,gato,Poodle,0,13.66,febre alta,monitorar,15,27,38.99,139,raio_x,,4.19,sim,nao,finalizado,
FPC-00279,05-14-2025,São Paulo,SP,gato,Labrador,3,17.58,letargia,monitorar,67,37,"39,18",106,raio_x,alergia,5,nao,SIM,cancelado,
FPC-00280,2025-07-24,salvador,BA,cachorro,,1,7.0,letargia,monitorar,62,28,"37,17",67,nenhum,,4.3,nao,,finalizado,
FPC-00281,2025-03-24,Curitiba,PR,cachorro,Labrador,6,0.5,,monitorar,26,30,38.36,116,ultrassom,NA,4.78,sim,,em_atendimento,
FPC-00282,2025-04-23,Curitiba,PR,cachorro,Poodle,8,5.01,vômito e apatia,monitorar,36,31,38.73,72,hemograma,NA,3.78,NA,SIM,procesado,
FPC-00283,2025-07-30,Uberlândia,MG,cachorro,Siamês,7,2.96,vômito e apatia,monitorar,37,11,38.72,113,nenhum,alergia,3.51,,SIM,cancelado,
FPC-00284,data_invalida,Uberaba,MG,cachorro,Labrador,3,20.63,vômito e apatia,monitorar,23,14,41.1,101,nenhum,alergia,3.41,NA,SIM,em_atendimento,
FPC-00285,2025-03-18,Curitiba,PR,gato,,2,17.32,NA,urgente,42,40,40.16,119,nenhum,,3.41,sim,,em_atendimento,
FPC-00286,2025-02-09,Campinas,SP,cachorro,Siamês,0,7.84,NA,critico,57,16,37.7,195,NA,alergia,3.83,sim,,cancelado,
FPC-00287,2025-07-26,Uberaba,MG,cachorro,SRD,8,"8,65",,monitorar,31,9,37.86,147,nenhum,,3.38,,SIM,finalizado,
FPC-00288,2025-04-04,Salvador,BA,cachorro,Bulldog,10,4.31,vômito e apatia,monitorar,37,19,38.38,95,hemograma,suspeita_infeccao,4.99,NA,SIM,cancelado,
FPC-00289,2025-04-15,Uberlândia,MG,gato,Labrador,,9.89,dificuldade respiratória,critico,55,30,37.38,159,raio_x,trauma,4.22,nao,sim,procesado,
FPC-00290,2025-09-18,Salvador,BA,cachorro,Labrador,7,5.87,febre alta,urgente,36,22,37.25,138,nenhum,trauma,4.04,,sim,procesado,
FPC-00291,data_invalida,Porto Alegre,RS,gato,Labrador,1,"12,59",,monitorar,0,21,35.85,86,raio_x,alergia,3.79,NA,,procesado,
FPC-00292,2025-08-12,São Paulo,SP,gato,Siamês,0,14.61,ferimento na pata,monitorar,20,35,35.68,126,NA,NA,4.95,sim,SIM,cancelado,
FPC-00293,01-10-2025,Uberaba,MG,cachorro,Poodle,0,"9,31",letargia,monitorar,73,46,36.25,83,nenhum,NA,3.17,NA,sim,cancelado,
FPC-00294,2025-01-10,Campinas,SP,gato,Bulldog,6,0.5,ferimento na pata,monitorar,0,41,38.55,149,nenhum,NA,5,sim,sim,em_atendimento,
FPC-00295,2025-01-17,Campinas,SP,cachorro,Labrador,6,"14,32",coceira intensa,monitorar,28,39,39.23,107,nenhum,trauma,3.52,,,cancelado,
FPC-00296,03-21-2025,Uberaba,MG,cachorro,Siamês,9,10.66,letargia,monitorar,36,28,38.24,141,raio_x,NA,4.04,,sim,em_atendimento,
FPC-00297,02-09-2025,Curitiba,PR,gato,Siamês,7,0.5,febre alta,monitorar,56,19,"36,95",121,hemograma,suspeita_infeccao,4.31,NA,nao,em_atendimento,
FPC-00298,2025-10-04,uberaba,MG,gato,Labrador,1,8.92,dificuldade respiratória,critico,84,36,39.16,108,NA,suspeita_infeccao,4.91,sim,sim,finalizado,
FPC-00299,2025-05-15,Curitiba,PR,cachorro,,0,28.37,,critico,69,24,38.65,69,NA,NA,3.26,NA,,finalizado,
FPC-00300,2025-10-17,Porto Alegre,RS,cachorro,Siamês,1,12.98,letargia,monitorar,40,16,"38,04",107,ultrassom,,3.91,NA,,em_atendimento,
FPC-00301,2025-09-07,Porto Alegre,RS,cachorro,Siamês,0,0.5,ferimento na pata,monitorar,61,37,37.82,145,hemograma,alergia,3.3,NA,sim,finalizado,
FPC-00302,2025-05-21,Salvador,BA,gato,SRD,,"11,95",coceira intensa,monitorar,13,27,39.37,99,nenhum,alergia,5,nao,nao,cancelado,
FPC-00303,27/07/2025,São Paulo,SP,gato,Poodle,7,,dificuldade respiratória,monitorar,62,25,40.01,120,NA,NA,3.81,sim,,procesado,
FPC-00304,2025-10-10,Curitiba,PR,cachorro,,6,,vômito e apatia,monitorar,55,21,36.93,117,ultrassom,suspeita_infeccao,4.82,sim,sim,procesado,
FPC-00305,2025-05-01,curitiba,PR,cachorro,Poodle,8,23.64,febre alta,monitorar,31,23,"38,4",93,ultrassom,suspeita_infeccao,3.87,,sim,procesado,
FPC-00306,2025-09-11,Uberaba,MG,cachorro,Bulldog,8,14.21,febre alta,urgente,66,18,39.53,103,raio_x,,5,nao,,cancelado,
FPC-00307,2025-03-16,Uberlândia,MG,gato,SRD,6,12.8,,monitorar,30,30,37.72,78,ultrassom,trauma,5,NA,sim,procesado,
FPC-00308,2025-05-28,Salvador,BA,cachorro,Bulldog,2,"24,33",dificuldade respiratória,urgente,69,37,39.42,115,NA,NA,4.07,sim,nao,cancelado,
FPC-00309,2025-01-28,curitiba,PR,gato,,,"10,02",febre alta,monitorar,29,23,"38,44",90,nenhum,NA,4.0,,SIM,procesado,
FPC-00310,08-01-2025,São Paulo,SP,gato,SRD,3,"1,64",NA,monitorar,32,28,37.97,150,NA,,3.78,,SIM,em_atendimento,
FPC-00311,2025-01-15,Campinas,sp,gato,Bulldog,4,3.77,NA,monitorar,4,27,38.72,108,hemograma,trauma,2.68,,sim,em_atendimento,
FPC-00312,2025-03-13,Uberlândia,MG,gato,Bulldog,1,18.59,febre alta,monitorar,54,37,"37,85",80,raio_x,trauma,3.48,,,procesado,
FPC-00313,2025-03-16,Porto Alegre,RS,gato,SRD,6,13.88,febre alta,urgente,57,28,39.8,120,NA,alergia,2.68,sim,SIM,finalizado,
FPC-00314,2025-10-03,São Paulo,SP,cachorro,Labrador,1,"17,46",febre alta,monitorar,2,13,37.85,97,NA,trauma,3.08,sim,nao,finalizado,
FPC-00315,2025-10-25,Goiânia,GO,gato,Poodle,3,"10,84",ferimento na pata,monitorar,57,13,39.99,158,ultrassom,NA,2.14,,nao,cancelado,
FPC-00316,2025-06-21,São Paulo,SP,cachorro,Bulldog,0,7.49,dificuldade respiratória,urgente,57,21,39.3,136,nenhum,trauma,2.41,nao,,em_atendimento,
FPC-00317,07-07-2025,São Paulo,SP,cachorro,Labrador,4,16.31,ferimento na pata,monitorar,50,23,38.51,94,ultrassom,alergia,2.87,NA,SIM,procesado,
FPC-00318,2025-09-17,Goiânia,GO,cachorro,Labrador,4,21.47,ferimento na pata,urgente,67,26,"36,96",129,ultrassom,suspeita_infeccao,4.24,sim,SIM,procesado,
FPC-00319,2025-04-22,São Paulo,SP,gato,Labrador,0,24.79,dificuldade respiratória,monitorar,62,19,38.76,74,ultrassom,,3.27,,sim,cancelado,
FPC-00320,2025-06-17,São Paulo,sp,gato,SRD,10,18.44,dificuldade respiratória,monitorar,21,26,40.17,167,NA,NA,3.03,nao,,procesado,
FPC-00321,2025-10-13,Salvador,BA,cachorro,SRD,5,"13,57",coceira intensa,urgente,55,7,38.78,90,ultrassom,trauma,4.48,sim,SIM,procesado,
FPC-00322,2025-01-22,uberaba,MG,cachorro,Siamês,6,16.29,ferimento na pata,monitorar,76,8,38.39,128,hemograma,NA,3.57,NA,,cancelado,
FPC-00323,2025-02-24,Salvador,BA,cachorro,Bulldog,9,21.4,NA,monitorar,69,31,38.85,135,nenhum,alergia,3.37,,sim,cancelado,
FPC-00324,2025-06-27,Salvador,BA,cachorro,Poodle,5,0.5,NA,critico,59,21,38.75,108,nenhum,trauma,3.5,sim,,cancelado,
FPC-00325,2025-01-04,Campinas,SP,gato,SRD,7,0.5,vômito e apatia,monitorar,72,25,"38,92",144,NA,NA,3.51,nao,,em_atendimento,
FPC-00326,2025-06-18,Curitiba,PR,cachorro,Bulldog,0,18.69,dificuldade respiratória,monitorar,70,31,"39,57",139,ultrassom,suspeita_infeccao,3.67,,SIM,procesado,
FPC-00327,2025-02-20,Salvador,BA,cachorro,Siamês,1,19.83,vômito e apatia,monitorar,32,32,37.7,60,NA,,2.77,nao,sim,cancelado,
FPC-00328,2025-09-12,Uberlândia,MG,cachorro,SRD,8,,coceira intensa,monitorar,0,11,38.18,132,NA,NA,3.77,sim,nao,finalizado,
FPC-00329,2025-09-07,Porto Alegre,RS,cachorro,Bulldog,2,20.48,ferimento na pata,critico,31,24,37.57,80,ultrassom,,3.72,,sim,em_atendimento,
FPC-00330,2025-06-09,Porto Alegre,RS,gato,Siamês,2,"18,26",NA,urgente,78,31,"37,93",145,hemograma,suspeita_infeccao,4.41,,SIM,em_atendimento,
FPC-00331,28/07/2025,Goiânia,GO,cachorro,Siamês,2,"3,44",NA,monitorar,63,33,39.28,96,NA,suspeita_infeccao,1.23,sim,nao,cancelado,
